"protein_group","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","differential_abundance_pvalue_Cu.complex_vs_DMSO","differential_abundance_qvalue_Cu.complex_vs_DMSO","log_ratios_Cu.complex_vs_DMSO","differential_abundance_pvalue_Cu.complex_vs_Mn.complex","differential_abundance_qvalue_Cu.complex_vs_Mn.complex","log_ratios_Cu.complex_vs_Mn.complex","differential_abundance_pvalue_DMSO_vs_Mn.complex","differential_abundance_qvalue_DMSO_vs_Mn.complex","log_ratios_DMSO_vs_Mn.complex"
"sp|O95563|MPC2_HUMAN",-15.5627424077,-16.1520732086,-15.5663331367,-16.1028812566,-16.3654511419,NA,NA,NA,NA,NA,NA,NA,NA,-15.9793451372,NA,-16.0086989128,-16.4261479319,NA,3,3,4,4,4,5,NA,NA,NA,NA,NA,NA,2,2,3,4,5,4,NA,NA,NA,0.422523026315789,0.647668393782383,0.188167763666668,NA,NA,NA
"sp|O95684|CEP43_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.8649264619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95793|STAU1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,-18.5541002108,NA,-18.4137534832,-17.7160988411,NA,NA,NA,-18.0761941306,NA,NA,1,NA,2,NA,NA,NA,4,4,4,4,4,4,NA,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95819|M4K4_HUMAN",-19.2151216749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.1247251279,-19.1022644279,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,2,2,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95831|AIFM1_HUMAN",NA,-17.9361374384,NA,-18.078287133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95861|BPNT1_HUMAN",NA,NA,NA,NA,NA,NA,-17.6465047229,-17.680388889,-17.7059027678,-16.1575623403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95954|FTCD_HUMAN",NA,NA,-18.3832550839,NA,NA,NA,-17.5622644015,-18.3910436167,-18.5223138763,NA,NA,-18.5930631021,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O96008|TOM40_HUMAN",-17.4681757884,-17.1530362497,NA,NA,-17.389401485,NA,NA,NA,NA,NA,-17.883242537,-18.0052174281,NA,NA,NA,NA,NA,NA,2,1,2,NA,1,1,NA,NA,1,NA,2,2,NA,1,NA,1,1,NA,0.059093023255814,0.157894736842105,0.607358808183331,NA,NA,NA,NA,NA,NA
"sp|O96011|PX11B_HUMAN",NA,NA,NA,-17.233163892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.8371279647,NA,NA,NA,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,2,1,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O96014|WNT11_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.346536165,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P00338|LDHA_HUMAN",NA,-17.0456453624,NA,-17.1180075359,NA,NA,NA,NA,-17.6685113106,-16.8099366743,-17.6215267642,-16.9856303181,NA,-17.1829690352,NA,-16.0887007426,NA,-17.4544663582,8,6,6,7,8,6,15,15,12,13,11,12,11,8,9,14,12,11,0.555049833887043,0.673469387755102,0.189574817649998,0.628305921052632,0.756,-0.173114403816665,0.404001424501425,0.518939393939394,-0.362689221466663
"sp|P00352|AL1A1_HUMAN",NA,NA,NA,NA,NA,NA,NA,-18.4010421165,-17.2213874287,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,5,4,5,6,2,4,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P00387|NB5R3_HUMAN",-16.637122486,NA,-15.8869311414,-16.6306736287,NA,NA,-17.5129539804,NA,-17.9338481794,-17.5623120743,-17.2823983297,-17.4718892679,-17.1858002359,-16.6317494195,NA,-15.9366690685,-16.6286196007,-17.2640808755,4,3,4,3,2,3,2,1,3,2,3,3,3,4,4,2,4,4,0.00498504983388704,0.0357142857142857,1.16777128097333,0.275378289473684,0.544827586206897,0.344474754653334,0.0287735042735043,0.0507246376811594,-0.82329652632
"sp|P00390|GSHR_HUMAN",-18.1392289612,NA,NA,NA,-17.6596808671,-17.9006331768,-18.472690691,-18.33155485,NA,-17.3467105962,NA,NA,NA,NA,NA,-17.980046853,NA,NA,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,0.637931893687708,0.739299610894942,0.150471044033331,NA,NA,NA,NA,NA,NA
"sp|P00403|COX2_HUMAN",-16.7847597009,-16.6912242842,-17.1723204825,-16.9223847043,NA,-16.8806924693,NA,NA,-17.5114798876,NA,NA,-17.462479695,-16.8499105982,-17.6217510223,-16.9792418587,NA,NA,-16.9565727748,1,2,2,2,2,2,NA,NA,2,1,1,1,2,2,2,1,2,1,0.0644435215946844,0.16,0.596703463059999,0.303914473684211,0.571428571428571,0.211592735259998,0.184759259259259,0.262672811059908,-0.385110727800001
"sp|P00505|AATM_HUMAN",NA,NA,NA,-16.1230399267,-17.2479674778,-17.8305954441,-18.0503833124,NA,NA,-18.0060372351,NA,NA,NA,NA,NA,NA,-17.6045800916,-17.7337849234,4,6,3,6,7,5,3,2,2,3,4,2,3,3,4,3,4,4,0.0503986710963455,0.137931034482759,0.961009324216665,0.218805921052632,0.516129032258065,0.601981557966663,0.00926068376068376,0.0222222222222222,-0.359027766250001
"sp|P00558|PGK1_HUMAN",-16.7442368737,-16.275288735,-17.9313072187,NA,NA,-17.6598812036,NA,NA,-18.1883936521,-17.1057065992,-18.1718223367,-18.2620093758,-17.7586278177,-17.6306255833,NA,NA,-17.8584071465,-17.8792130205,4,3,4,3,4,3,6,4,3,5,4,4,3,4,4,4,5,3,0.0683621262458472,0.163461538461538,0.779304483200001,0.0838519736842105,0.430769230769231,0.629039884249998,0.567135327635328,0.661073825503356,-0.150264598950002
"sp|P00748|FA12_HUMAN",NA,NA,NA,-19.1693731729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01009|A1AT_HUMAN",-17.8545447641,NA,NA,-17.5039818972,NA,NA,NA,NA,-18.1857482284,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01023|A2MG_HUMAN",NA,NA,-19.7716443834,-19.3380443914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.6336486665,NA,NA,2,6,2,5,5,3,2,2,3,2,NA,2,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01024|CO3_HUMAN",NA,NA,NA,-18.6774042046,-19.7021899825,NA,-20.6719521285,NA,NA,-20.6462530966,NA,NA,NA,NA,NA,NA,NA,NA,5,9,3,8,9,4,5,5,5,4,6,4,4,3,2,5,4,3,0.00483388704318937,0.0357142857142857,1.469305519,NA,NA,NA,NA,NA,NA
"sp|P01225|FSHB_HUMAN",NA,NA,NA,NA,-17.9073349291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,4,1,2,2,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01566|IFN10_HUMAN",NA,NA,-17.6393151794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01567|IFNA7_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.27663553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02545|LMNA_HUMAN",-18.1892310361,-18.1957373144,-17.5550194795,NA,NA,-17.8444093235,NA,NA,-18.406156231,NA,-17.3011962744,-18.4848832649,-17.6694294041,-16.5486014565,NA,-16.5429387524,-17.8682129094,-17.8326316766,7,2,6,2,2,6,1,NA,7,3,8,6,8,8,8,10,7,7,0.69821926910299,0.786516853932584,0.117979301725001,0.0681101973684211,0.430769230769231,-0.653736448575,0.160977207977208,0.235576923076923,-0.7717157503
"sp|P02647|APOA1_HUMAN",-17.1653931468,-16.6262568595,-17.1430277336,-15.9630397514,-16.6122263967,-16.9968659326,-17.94518443,-16.5761293693,-17.4658898333,-17.3951955978,-16.4764542856,-16.6868453918,NA,NA,NA,NA,NA,NA,3,4,3,3,3,5,3,4,5,3,4,3,NA,NA,NA,NA,NA,NA,0.313300664451827,0.426470588235294,0.339814847866666,NA,NA,NA,NA,NA,NA
"sp|P02649|APOE_HUMAN",-17.3941319412,-15.958958842,-17.5089872082,-17.1006187851,-16.0022056319,-17.1630713333,-17.9304248658,-17.7094503155,-17.9399600202,NA,-17.7669067834,-17.9384476089,-17.4029667897,NA,NA,NA,NA,NA,2,3,3,2,3,2,3,1,2,3,1,1,1,NA,NA,NA,NA,1,0.0145249169435216,0.075,1.00237562847667,NA,NA,NA,NA,NA,NA
"sp|P02652|APOA2_HUMAN",NA,NA,NA,NA,NA,NA,NA,-16.3468797226,NA,-16.452060001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02671|FIBA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.8504034382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02679|FIBG_HUMAN",-17.8229814708,-17.3669595464,-17.8790926917,-17.475855373,NA,-17.6014572256,NA,-18.139660208,-18.3204336827,NA,NA,-18.1948814252,-17.8256467455,-17.8513929392,NA,NA,NA,-17.9743647259,1,1,1,1,1,1,4,2,3,1,1,2,1,1,NA,NA,1,1,0.0667491694352159,0.163461538461538,0.589055843800001,0.180799342105263,0.490740740740741,0.254532208699999,0.0105811965811966,0.0222222222222222,-0.334523635100002
"sp|P02751|FINC_HUMAN",NA,NA,NA,NA,NA,NA,NA,-20.7703423014,NA,NA,-20.6615043235,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,2,NA,2,1,1,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02760|AMBP_HUMAN",NA,-17.0980668749,NA,-17.3587288136,-16.1250439432,-17.4537483964,-16.994170422,-17.9131275249,-18.0261115178,NA,-17.9214973789,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,0.0761196013289036,0.169642857142857,0.704829703874999,NA,NA,NA,NA,NA,NA
"sp|P02786|TFR1_HUMAN",-18.6286754601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,6,6,NA,NA,NA,NA,NA,1,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P04080|CYTB_HUMAN",-14.6809026046,-15.1144163683,-14.5538263114,NA,NA,-14.7486002306,-14.929773421,-15.2998036636,-13.6584102944,-14.4816775862,-14.4199094882,-14.6450085969,NA,-15.3584370248,-14.1001074425,-14.9829812598,-15.0879965943,-14.9800863239,3,2,2,1,1,2,3,4,4,4,3,5,3,3,3,2,3,2,0.523514950166113,0.647058823529412,-0.202005870341665,0.574307565789474,0.725738396624473,0.127485350335,0.312498575498576,0.417004048582996,0.329491220676665
"sp|P04114|APOB_HUMAN",NA,NA,-21.609902459,NA,-21.0849909284,-21.4005894607,-20.701388797,-21.6636797384,NA,-20.7921541463,-21.6947766041,-20.8050115751,NA,NA,NA,NA,NA,NA,4,7,3,6,6,7,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,0.4768073089701,0.603448275862069,-0.233758777186669,NA,NA,NA,NA,NA,NA
"sp|P04406|G3P_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6900265018,NA,NA,-17.2272513803,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P04792|HSPB1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.116502193,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P04843|RPN1_HUMAN",-15.8355143993,-16.5142261057,-17.168468174,-15.5872682666,-15.019334381,-15.6292552957,-17.03165959,-16.9775465904,-17.0763003858,-16.9984147653,-16.7661128969,-16.6862998745,-16.0486668228,-16.1531431834,-16.1091415463,-15.9774056081,-16.1246114365,-15.7318702477,8,7,8,8,8,8,6,6,5,5,6,6,8,8,8,8,8,8,0.0178720930232558,0.0869565217391304,0.963711246766666,0.756901315789474,0.840659340659341,0.0651287037500001,0.00236467236467236,0,-0.898582543016666
"sp|P04844|RPN2_HUMAN",-17.9660753818,-17.4968355447,-18.0382284181,-17.7218226441,-17.482407069,-17.8853407728,NA,-18.4221639788,-17.5696842482,-18.5154149039,-18.4486752442,-18.6521962564,-17.0864992565,-18.2513866422,-17.9433996417,-16.8275538093,NA,NA,3,3,4,5,4,4,4,4,4,2,4,4,4,3,5,4,4,4,0.0965365448504983,0.189393939393939,0.556508621216668,0.373210526315789,0.614130434782609,-0.237908467658333,0.0758532763532763,0.123529411764706,-0.794417088875001
