"protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","differential_abundance_pvalue_DMSO.Cu.complex","differential_abundance_pvalue_Mn.complex.Cu.complex","differential_abundance_qvalue_DMSO.Cu.complex","differential_abundance_qvalue_Mn.complex.Cu.complex","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6"
"sp|O95479|G6PE_HUMAN",2,0,0,0,0,0,0,0,0,0,2,0,6,5,3,0,0,0,NA,NA,NA,NA,21.3018153872762,21.9963860938451,NA,23.8221490386963,22.3919165950009,21.9755416811619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95486|SC24A_HUMAN;sp|O95487|SC24B_HUMAN",1,3,3,1,2,2,2,3,3,5,0,0,0,0,0,4,3,4,0.106845365946711,0.292006743527278,0.154459612846713,0.438345755226006,20.4977775622591,NA,NA,NA,NA,NA,21.9649031853811,21.8231064104043,21.9195931919442,22.3068815862063,21.2645479768676,NA,19.6279255885245,21.4697267156266,21.2106259870951,21.487312600457,21.696543435079,22.5856389456893
"sp|O95563|MPC2_HUMAN",2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,1,9.76266967068719e-06,0.221568244508491,5.42859434646099e-05,0.361408985005941,21.4473686057085,21.6175418836222,20.943411723526,21.3919210422682,21.549944010179,21.755998616713,NA,NA,18.7364008212096,NA,NA,NA,20.9740539039213,21.2047877309453,21.0357848583551,21.1073459614506,21.544433637367,21.1919000164938
"sp|O95571|ETHE1_HUMAN",0,2,2,1,1,1,1,0,3,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.111863492578,NA,NA,22.7172428525388,21.9371269176098,21.2576134779914,20.816733204756,20.8124180129227,21.4936990041279,NA,22.6464136236758,22.0435101571267
"sp|O95573|ACSL3_HUMAN",8,8,9,8,4,4,5,5,7,5,3,7,1,2,5,9,7,6,0.007346955705357,0.168190501176474,0.0148900313782081,0.299531992549738,24.5587188883234,21.7556224001016,24.4346186584427,20.5072305183093,19.8754848466657,23.6470008355973,24.6228270928293,24.0907448818509,23.8597979120813,24.7595239978493,24.7065327723997,24.3655131949179,22.7658110334543,23.3935010260336,23.4409407375378,23.7634835922829,23.8385891147851,23.1227737117622
"sp|O95602|RPA1_HUMAN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1046593677467,NA,NA,NA,19.4685078027892,NA,NA,NA,NA,NA,NA,NA
"sp|O95674|CDS2_HUMAN",4,2,2,1,2,2,1,2,3,4,3,2,2,1,3,0,2,1,0.00419954963216312,0.94449902372126,0.00907985867895948,0.969069288295554,23.168678858125,22.9147498662026,18.6551477167502,22.1128804408737,21.9248614976681,22.6214122093874,NA,18.521915231308,17.7158820353298,20.447728431332,20.7042720562087,20.5907062054028,21.939919690212,21.6061642384053,21.3015971590489,21.7654652689629,22.4315230369572,22.6366735418256
"sp|O95757|HS74L_HUMAN",5,3,2,3,1,1,1,2,4,3,0,0,0,0,0,4,3,1,0.411698310326668,0.0914520932692331,0.49224255880366,0.195322000175028,22.1798969311761,NA,NA,NA,NA,NA,21.9066944999974,21.9391579176295,20.4660628683168,21.6589881367181,20.8493940446946,20.9074545442703,18.6775218770171,18.6118545191156,19.9496263997793,21.0702921534941,21.7817889725109,21.5201676924729
"sp|O95758|PTBP3_HUMAN",0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6489963916286,20.7271684627089,NA,20.7806816845869,NA,21.7285454348066,NA,NA,NA,NA,NA,19.9165082201427
"sp|O95777|LSM8_HUMAN",1,2,2,3,2,1,2,1,2,2,0,0,0,0,0,2,2,2,0.000946747499398805,0.0399783841119512,0.00244617743954613,0.106554631939201,19.6519092384053,NA,NA,NA,NA,NA,21.8728030535999,22.0355546813423,21.2132492684223,21.974324096137,21.2929087173247,21.9490621355273,20.8509153866389,20.1531851672863,21.1638973941225,20.3380125279138,21.0936240148929,21.0476310184731
"sp|O95782|AP2A1_HUMAN",4,2,3,3,2,3,3,1,4,4,0,1,0,0,1,3,4,3,0.273843726579343,0.616329633244072,0.351084995350016,0.739822151669814,21.9518564790901,NA,20.3363201679513,NA,NA,19.6896087187773,21.2363999454765,21.7532634954114,21.1477370101096,20.2253942889307,21.2359748328414,21.7529933499262,20.8519834715153,21.574621956603,20.1108130424076,20.2149041262877,20.9743334686537,21.7601561405441
"sp|O95793|STAU1_HUMAN",3,7,7,5,1,4,3,4,5,6,0,2,0,0,2,6,7,7,0.000105962268043176,0.0214225592771511,0.000385210897085136,0.0685731921959787,21.9971220061279,NA,20.8684266185773,NA,NA,21.4645029402756,24.025477426001,23.9620914738505,24.0178368591033,23.6901379349781,24.0155659871676,23.6400466139393,20.6684844321813,23.0363131668649,22.7459013637159,23.0557799008214,22.9382182575069,23.5360596577213
"sp|O95810|CAVN2_HUMAN",2,2,0,0,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0.823132215512886,0.0017472786073524,0.864748799053984,0.0102176680352339,20.8703705529381,NA,20.176918109434,NA,NA,19.4255964772474,NA,NA,NA,20.0310289919671,NA,NA,21.7661161489527,21.65060954893,21.5978159490535,21.4484725890415,21.3237396429904,21.5371046086358
"sp|O95816|BAG2_HUMAN",4,2,3,2,1,1,1,1,3,3,0,4,1,1,0,3,3,3,0.26556299988346,0.769843405487471,0.341734916408051,0.853708219121003,23.7061411571598,NA,23.2996101631437,20.4560064714365,20.7701699463634,NA,23.1295286866411,23.0869792858061,22.9774329627393,22.2450954488522,22.9044688536516,21.9201220871348,21.7114873151665,21.5193479521315,21.5376208810538,21.2493362839021,22.7194348054407,22.5996804681812
"sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN",2,2,2,4,1,1,1,2,2,2,0,1,0,0,0,2,3,2,0.0947024488703008,0.779293702412906,0.138784435092779,0.860076824240497,21.4103463858697,NA,19.7648714275847,NA,NA,NA,21.70393076102,21.8486358066545,21.3099689299624,21.3595933909607,21.3724785999638,21.9979586410151,NA,NA,19.3080860951638,20.9404008225832,21.3327610356818,21.4496300743615
"sp|O95831|AIFM1_HUMAN",9,3,5,5,4,4,3,2,6,7,9,8,7,5,7,5,6,6,0.00251452018506922,0.000399291300555778,0.00581225157532394,0.0032559088843026,25.2001472959203,25.263255332853,24.706730955508,24.9681831346217,24.4320222549345,24.8417443686382,23.7598338799718,24.2230085377837,23.4091069835047,22.6405210232669,23.5550499385128,23.7817766209551,22.9623279226251,22.8595716811641,23.1811033319773,21.7253905602487,24.284241981302,24.4855076919245
"sp|O95832|CLD1_HUMAN",1,0,1,0,1,1,1,0,1,1,2,1,1,1,2,0,0,1,0.00020820984445204,0.152604684526828,0.000671578812007069,0.282030733007599,22.2616357693193,22.6469343156348,21.6809743231299,22.3853358114411,22.4796846070701,21.9942815986386,NA,NA,20.8727926316148,NA,20.0330119768714,NA,21.7031798964039,21.4610545135745,21.7138462309634,NA,22.1111007029944,22.2039309270319
"sp|O95837|GNA14_HUMAN;sp|P50148|GNAQ_HUMAN;sp|P29992|GNA11_HUMAN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.175448071026711,NA,0.238030578836239,NA,NA,NA,20.5270641362175,NA,NA,NA,NA,19.198693101843,19.7212107425056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|O95861|BPNT1_HUMAN",1,3,1,2,0,0,0,0,3,2,0,0,0,0,0,3,4,5,0.127877091151521,0.361540359839163,0.181996667579742,0.509171506056737,19.8741918037755,NA,NA,NA,NA,NA,22.1632988150089,22.2684499189743,22.46545774028,21.8500229662786,19.2119774311714,21.5232114486785,NA,NA,NA,NA,21.3494153148676,20.625748186491
"sp|O95881|TXD12_HUMAN",5,3,2,4,4,2,3,4,6,6,4,4,5,5,5,3,4,4,0.00190923985091874,0.180143696375216,0.00457939181739196,0.312578831885781,24.0321562095704,24.8101452722185,23.2584564402739,25.1477136189075,24.1253374821237,23.6666639363631,23.2389684840379,23.1280305609411,23.2217085772032,23.0986483338496,22.2261183318082,22.8246593574718,24.1101022467815,22.675452059228,23.5706372845446,23.400982848236,24.2921190511845,24.1716763864481
"sp|O95954|FTCD_HUMAN",2,5,2,5,1,0,0,0,1,1,0,4,0,0,0,5,5,4,0.0763976355401574,0.00990677854134368,0.116634905302607,0.0384304537871134,21.1342743140503,NA,21.1831198171422,NA,NA,NA,22.7249435517775,22.4135057807111,22.5831143773913,22.7576828646509,20.8806573352686,22.7452318924061,NA,NA,NA,NA,19.8352589532421,17.8285850667244
"sp|O96005|CLPT1_HUMAN",2,1,1,0,0,1,1,0,2,2,3,2,2,2,1,1,1,1,1.12256166877978e-06,0.00745852409969319,9.27170181661627e-06,0.0310217594719723,21.8629598052048,22.9260675192477,22.2246053433049,22.4134216870569,22.4299874971106,21.85419059875,20.2944971176929,20.2844683191955,20.2394603275747,20.0674410862941,20.990504134242,NA,NA,21.2529906043087,21.4728141936639,NA,21.6385764073976,21.4974636410211
"sp|O96008|TOM40_HUMAN",9,1,6,3,1,2,1,2,2,2,2,5,1,1,3,0,0,2,0.332147359863064,0.0242057460990293,0.411846035408095,0.0744412191648325,24.993703071508,21.6046500717939,23.4278954072496,20.3761121081877,21.1076431858754,22.8789929671541,NA,NA,21.491343200607,18.7820274887685,23.4460855686222,22.3682774112637,19.3106712488862,20.7757137824504,19.8302022428976,21.5070929909909,20.1853198095288,21.11811206543
"sp|O96011|PX11B_HUMAN",1,0,0,0,1,0,1,1,3,2,2,1,2,2,0,0,0,1,0.00117346813926933,0.0754143375420532,0.00296977706015084,0.168265019641096,21.842093562557,21.7315533899648,NA,22.34357921272,21.8263560430535,NA,NA,NA,18.823631218089,NA,NA,NA,21.6385155563461,NA,20.3863779270442,19.9944305600415,21.886284677604,21.5667323128055
"sp|O96019|ACL6A_HUMAN",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6386811479442,20.0923965813534,NA,21.2980670817891,NA,19.9980181812578,NA,NA
"sp|P00338|LDHA_HUMAN",13,15,16,16,12,12,11,11,14,14,8,9,8,10,11,15,17,15,1.85437916786438e-06,1.59298278183575e-05,1.35922376511657e-05,0.000283695751783294,27.6775857083083,26.188989713167,26.998253393031,27.0039842097809,26.7753851125241,27.6884403989843,28.8836579171643,28.8095707155212,28.7363205112605,28.7080222086872,28.5851719024809,28.4616762862947,28.2503073269728,28.4109545933782,28.5554270805399,28.1337861378629,28.6082984685708,28.7204374223037
"sp|P00352|AL1A1_HUMAN",16,19,17,18,11,13,12,11,13,16,4,5,3,4,4,19,18,19,7.71537393911621e-10,7.02775587979058e-07,7.19192486932351e-08,3.78916383501516e-05,26.1117381609366,23.7426260999112,24.5953848473665,23.5902679207522,23.9966824900749,24.0745099602217,28.3657582960267,28.0981330597961,28.4915061050991,28.1760051203329,27.7637174661917,28.2791904994528,26.5134553238138,26.5730968161119,26.6697148869563,26.7548252053796,27.0250187210885,27.403371037506
"sp|P00367|DHE3_HUMAN;CON__|DHE3_BOVIN|;sp|P49448|DHE4_HUMAN",24,22,22,21,23,23,24,22,24,24,23,22,24,23,24,23,23,22,1.02221746688704e-05,0.514087510803408,5.63647284814248e-05,0.650159737678423,29.8628300507816,30.3637371052399,29.5125724438383,30.6479107903752,30.427930330407,30.1550073094719,29.0653502842203,28.9239161249132,28.8028069603336,29.0060955784632,28.7597403581158,28.7887354349721,30.1228100511375,29.8393755538127,29.6466583681187,29.9701063574992,30.2258701728636,30.3142117385543
"sp|P00387|NB5R3_HUMAN",6,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,0.0133004582162631,0.609407250161394,0.0247923555419295,0.736022689929822,26.5414823455535,24.5139985293308,26.3558405647263,24.8038278350665,24.7224258461808,25.5907704765166,24.2885012351199,23.7004159928179,24.7240954148154,23.8080432512167,25.2001417576301,24.9012751016526,25.3568274427215,25.6055768097562,25.3978879228403,25.499644652917,26.0281752270015,25.7631850653609
"sp|P00390|GSHR_HUMAN",9,10,10,10,7,8,8,9,10,9,5,5,5,7,8,12,13,10,1.62200770007618e-05,0.000190981243875048,8.12650558363041e-05,0.00184821691650354,25.4572521814359,24.5352177209473,24.0173435549295,24.9897654718623,24.617162022473,25.5200107638369,26.3436494122683,26.6390624074783,26.3296656651565,26.4670063333817,25.8379210278403,26.2429316902631,25.8261861079784,25.9695142528157,25.9559830988867,25.7917882879435,26.3110376848863,26.3031785068095
"sp|P00403|COX2_HUMAN",3,0,2,2,2,3,3,2,2,2,3,3,1,2,3,0,0,3,0.522560476680108,0.800227082171122,0.596352076410454,0.874474759117748,25.1494934222524,24.5386836201267,24.8372004523615,19.1832614798771,24.4864892781706,24.8365482706716,NA,NA,23.2730188333619,NA,23.3319093724561,23.0653489970048,23.735970598825,24.2815181051447,23.7923752740073,23.9429378555021,24.3973688643539,24.0675857451136
"sp|P00439|PH4H_HUMAN;sp|Q8IWU9|TPH2_HUMAN",0,5,3,4,0,0,0,0,1,1,0,0,0,0,0,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9065840375311,22.8852387647021,21.7560305665437,22.9928205363886,21.7821816260266,22.6563713932185,NA,NA,NA,NA,16.5727423887254,18.4118072837111
"sp|P00491|PNPH_HUMAN",2,5,4,8,1,1,6,3,4,4,0,0,1,1,2,7,7,8,1.95310000369924e-05,0.000400548259886129,9.3351559498845e-05,0.0032559088843026,21.5693780365858,NA,NA,20.0977270079419,19.3623528704515,21.6801717470347,23.9619827490783,24.1558520284734,24.3488636668495,23.5703898085742,22.8401660247569,23.9529591577044,22.2344508581998,21.4693204616148,23.938456304203,23.066385511564,23.6654272331647,23.7664470494008
"sp|P00492|HPRT_HUMAN",2,2,2,3,1,2,1,1,3,3,0,0,0,0,1,3,4,4,0.00732747399249104,0.0966382469749323,0.0148658105459171,0.203345140519756,20.8762718642692,NA,NA,NA,NA,19.4182971571978,22.3577774745839,22.5475944232745,22.699258224276,21.3184017036406,21.8541766837697,21.4835120481407,20.6973863906438,21.4741301255957,20.2180264629779,20.4222904266049,22.3320743650164,22.2388581388692
"sp|P00505|AATM_HUMAN",13,10,9,9,11,10,12,8,12,11,15,9,15,13,11,12,8,10,2.52595125975678e-05,0.0290002214984435,0.000115421939508331,0.0846668165655005,27.4205490764742,28.2292557133939,26.8202395716115,28.131459352678,28.22250772365,27.7666753302327,26.5925696765951,26.225296497734,26.3316624531107,26.6155684128215,26.1565086751021,26.2787998251603,27.2912954656853,26.6114074857347,27.0500540119608,27.1091368000728,27.5175974523947,27.4279624234015
"sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN",16,18,17,18,13,15,14,12,16,17,10,14,11,10,13,16,18,16,0.0839466202742793,0.0462087127276446,0.126015687012492,0.118021992481689,28.7013446118091,26.1025193059702,28.2578464583639,26.5205809214696,26.525492223093,27.8489714804975,27.7701631988503,28.0049087482499,28.0299295335824,28.285294739134,27.7104530483242,28.1194264778439,27.9904241857285,28.089002888586,28.1451419028649,28.120753147799,28.2104095450449,28.0363805066499
"sp|P00568|KAD1_HUMAN",1,3,1,3,0,0,0,2,3,1,0,1,0,0,0,4,3,3,0.17673788196733,0.376587829115499,0.239451228687232,0.52136788497333,20.9086433016452,NA,20.5162234804891,NA,NA,NA,22.5853634464008,22.2197376311099,22.6314302423473,22.646550706588,19.1480691293388,22.3050815385181,NA,NA,NA,22.1057279283166,22.1412825483181,20.4862023321574
"sp|P00734|THRB_HUMAN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1167991236754,NA,18.9270302875023,NA,21.119143998057,NA,NA,NA,NA,NA,NA,NA
"sp|P00966|ASSY_HUMAN",0,1,2,1,0,1,0,0,2,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0920328286786,22.2377712760281,21.9011313742523,21.6085704189326,19.6265839485622,NA,20.7443011250282,NA,NA,21.4806185397695,NA
"sp|P01009|A1AT_HUMAN",4,6,6,4,1,1,1,2,3,3,6,3,5,5,4,5,5,7,0.0747703211792462,8.14647334508064e-06,0.114504743217868,0.000175372981132011,22.9881737927769,24.3536101720383,21.8845573187388,24.0964775479568,24.2580099801864,23.7613554188492,24.3734279777592,23.9840371173508,24.9652195117055,24.6349172010133,24.3063253823869,24.006540878097,19.9941831510065,20.1093103579082,20.211939101699,21.4507479706086,21.772455353113,21.9570758933462
"sp|P01011|AACT_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19.2217607559633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P01019|ANGT_HUMAN",3,4,5,4,0,0,0,0,2,2,3,3,3,3,2,5,5,4,0.18909970940994,7.28683334010794e-05,0.253416718516783,0.000909229714221111,23.1024576183342,23.6156085311195,22.3355719985413,23.3809770820244,23.5165443019387,22.6573080093801,23.9212154708173,23.8402117531376,22.7154396967668,23.6189447305312,23.5378124980588,23.3278396621605,NA,NA,NA,NA,20.7706827202723,21.0576646188141
"sp|P01023|A2MG_HUMAN",8,7,3,5,0,0,0,0,1,2,11,4,12,10,6,6,7,2,0.00804459810832662,8.0543194284447e-06,0.0160566599250119,0.000175372981132011,23.5429152492047,24.3398740797121,21.6452891531636,24.2449905043468,24.0490065493711,23.1446365298899,22.3409338366887,23.024506557877,21.0482303503254,22.8347451264733,20.3352865470717,21.4214021980139,NA,NA,NA,NA,17.695497392802,19.0652783520566
"sp|P01024|CO3_HUMAN",21,23,21,18,5,4,4,6,12,10,26,9,25,22,18,21,22,17,0.672676957727724,3.82485263871092e-06,0.734844667711415,0.000111834124167682,25.3871107055639,25.6797714127255,23.2881635048562,25.7641744187115,25.6600857960514,25.4626069577345,25.0990694477427,25.2326479993765,24.7164866062669,25.1641245465656,25.172519286559,24.6132754511974,22.1054592049166,20.0527923847826,21.5812845287441,22.4898461323567,23.1634730581451,23.2152193873588
"sp|P01116|RASK_HUMAN;sp|P01111|RASN_HUMAN;sp|P01112|RASH_HUMAN;CON__|RASH_HUMAN|",1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.827534635505464,NA,0.895452420851331,20.8653179354694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6717451824267,NA,NA,NA,NA,NA
"sp|P01889|HLAB_HUMAN",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,20.6137648311359,NA,20.6515851111847,NA,20.7885448547017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02545|LMNA_HUMAN",15,8,16,10,17,14,13,16,15,15,9,12,10,7,11,4,3,12,0.057204166039816,0.0274809915232178,0.090541238962058,0.0814451776005804,26.4967815236191,24.5375900249115,25.4838659289172,25.1418823043965,24.5218534703896,25.9967235309963,22.1528361359741,21.6764762953538,25.202702655849,23.2151851406109,26.6318844230857,25.3404488943265,26.8164859594034,26.8484347283698,26.7353752477565,26.8699133555101,27.2005681569201,27.0977867959789
"sp|P02647|APOA1_HUMAN",6,3,4,4,0,0,0,0,2,2,3,3,4,6,6,5,4,6,0.520345052544986,2.11912830856369e-06,0.594766145757848,7.8327780310873e-05,23.5807431505115,22.8091084013333,22.4178645197136,23.1132459334818,24.0414384229842,23.5147340408704,23.4994416755834,23.4546960482577,23.7154592721376,23.3109240994735,23.2658945887609,23.2866710032456,NA,NA,NA,NA,20.3914817145284,20.449828842881
"sp|P02649|APOE_HUMAN",7,6,5,5,2,1,0,2,4,5,6,7,6,6,5,6,7,6,0.0751253436526483,1.44405015728336e-07,0.114959246798704,1.44824233565396e-05,24.1882056461412,24.9311658782176,24.5610401199973,24.792950546412,25.0444510236052,24.1474508078627,23.4763698757358,24.5067746511607,24.1460241642733,24.2144146073679,23.8386753343824,23.7687037579505,20.3620488870235,NA,NA,21.0945710896308,21.9046436676767,22.5203885219953
"sp|P02652|APOA2_HUMAN",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0368188552490002,NA,0.0607695821584669,NA,19.722207983912,NA,NA,NA,NA,NA,20.2504380109846,21.1667667264281,21.0599948815155,21.4415960045091,21.1592554576333,21.6215973680516,NA,NA,NA,NA,NA,NA
"sp|P02671|FIBA_HUMAN",3,4,4,3,1,0,0,0,2,3,4,2,3,2,2,5,2,3,0.280664736563724,0.0128070528853378,0.357670877970815,0.0463752617419162,22.0384585266365,22.7056702382668,21.2034705128433,22.5804322949764,22.0605344455855,22.3160136935654,22.9603872885443,21.874626585061,22.014165331395,22.8626839718749,23.0174770478342,22.2225086353078,NA,NA,NA,NA,20.7574459589627,21.1054666818348
"sp|P02675|FIBB_HUMAN",1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0.593453403861712,NA,0.663350520511336,NA,20.7881539108459,21.9521290558425,NA,20.7363726673543,21.7912424517583,NA,20.9333976510069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02679|FIBG_HUMAN",7,8,9,9,4,4,2,2,7,4,8,6,7,6,6,7,9,9,0.473798246328793,8.51559217743468e-07,0.552438120645622,4.27744745528065e-05,24.3899570448072,24.9811823755345,24.067319558061,24.5058260227828,24.2803571846106,24.2724832907893,24.7427262438101,24.7742471878162,24.5314016900319,24.5584974593748,24.5121419243639,24.6601439428395,22.9149385146892,22.3113393191748,21.1508860987765,21.705000088852,23.1928355419411,22.6304614931372
"sp|P02749|APOH_HUMAN",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9950374111598,NA,21.5705307578251,21.5064021989692,NA,NA,NA,NA,NA,NA
"sp|P02751|FINC_HUMAN",14,4,11,12,1,1,3,2,5,7,18,15,18,16,13,8,12,6,0.000192312056532913,6.63490152759164e-08,0.000629558871635109,7.78205786769239e-06,25.1054253952917,25.5647737197086,24.8262172296983,25.5024748903553,25.2078786782426,24.9017475958309,23.352394277887,23.8840116083525,22.9926163751144,22.3195247861881,23.9288071255339,24.047296458909,20.1730242899467,NA,21.8298135334676,21.6294040237466,22.2048878875367,22.6758038636644
"sp|P02760|AMBP_HUMAN",3,1,2,1,0,0,0,0,0,0,3,2,4,3,2,3,2,2,0.284444412215408,NA,0.361553940575155,NA,22.0480240725908,22.8808867653092,20.325870597349,23.0805448068862,22.5343780765033,22.3412179651092,22.1874130590195,21.0780738721072,23.1091593489677,20.6859565826886,20.8947173492682,NA,NA,NA,NA,NA,NA,NA
"sp|P02763|A1AG1_HUMAN",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9902670923192,NA,NA,NA,NA,NA,NA
"sp|P02765|FETUA_HUMAN",1,3,2,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3,0.829461689900561,NA,0.86770396177197,NA,19.6676675360827,NA,NA,21.5547002724055,21.65566296569,21.9197332312278,20.1955281691845,20.1931882842842,22.0251362080903,22.6723483464759,21.6028984186737,NA,NA,NA,NA,NA,NA,NA
"sp|P02771|FETA_HUMAN",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.2812596807566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P02786|TFR1_HUMAN",13,2,3,3,5,6,5,8,13,10,15,12,15,16,15,1,4,4,1.82236639153105e-08,0.00150258762595709,5.21355254620623e-07,0.00908508999768502,25.7085448634287,26.279064395576,25.4681824617085,26.452128178134,26.3521746788149,26.5999034962079,19.1579725619985,22.2154015016789,22.5476004249825,22.0534345058275,22.7190039261311,21.2653746839596,23.6387536051943,23.9976568674047,23.9349591334506,24.4269119937095,25.3634957709659,24.7640512087601
"sp|P03905|NU4M_HUMAN",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,22.0347513120424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P03915|NU5M_HUMAN",2,1,1,0,2,1,1,1,1,1,2,2,1,1,1,0,0,0,0.000116198451853249,0.14520987519619,0.000417046807196932,0.273219367401722,20.9646208787341,21.1433781140495,21.827590723138,21.1205537223595,21.3822397962632,21.3882135631447,NA,NA,NA,18.3539882982716,20.0916759974964,NA,20.5332548949616,20.7543401316578,20.7769572993841,20.8344440119678,21.106691117342,21.1998792389327
"sp|P04075|ALDOA_HUMAN;CON__|ALDOA_RABIT|",14,16,16,16,14,14,14,16,15,16,10,11,13,13,13,16,15,14,1.39012098251663e-06,6.60871315158714e-06,1.06360419359993e-05,0.000157883769072673,27.9253456473483,26.7492281124582,26.7657403610277,27.3857320622195,27.3611272903788,27.934293454508,29.0405346042229,28.9559614502315,28.9883596352715,29.0006357902425,28.8209023422104,28.8312061594225,28.4551507446183,28.7578521962187,28.860329765751,28.5764340411391,28.9679066653803,28.9693943293271
"sp|P04080|CYTB_HUMAN",3,3,3,3,3,3,3,3,3,3,2,3,0,2,2,3,3,3,2.97330868649529e-05,0.00184233084741278,0.000130429141047593,0.0107095730862957,23.7404453709751,22.4677451680354,23.5487623373028,NA,22.870985569048,23.6968698260904,24.5774923726653,24.2455919048133,25.3632408246872,25.2617058189193,24.5828289263574,24.8351129421368,24.1025281234548,24.4550290161304,24.1605589598556,24.020821130782,24.563221832031,24.3936957551309
"sp|P04114|APOB_HUMAN",10,13,15,12,1,0,1,1,1,1,15,7,13,13,11,10,13,13,0.992979234805609,NA,0.996006610521479,NA,23.1979401155439,24.9734750784416,23.1520281863682,23.807811844503,24.5653979123921,23.8685937490127,23.3150129429317,24.1423987196928,23.7574192641856,24.2516323768926,24.4327699041415,23.6843768238185,NA,NA,NA,NA,NA,NA
"sp|P04179|SODM_HUMAN",7,3,2,3,5,4,6,3,7,7,7,7,9,8,8,3,4,5,1.71184741442775e-11,5.40512882976486e-05,3.07198799643671e-09,0.000730251543276508,26.3557352632522,25.951700356908,25.4899641340106,26.3978907345123,26.273933583546,26.200946334572,22.2407659346374,22.5736652628787,22.6611259234295,22.0721838551956,21.187847763861,22.4800542346658,25.0107413165987,24.2968083495553,24.5038311575293,24.1208208053149,25.0851928211457,25.071035622808
