"protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","differential_abundance_pvalue_DMSO.Cu.complex","differential_abundance_pvalue_Mn.complex.Cu.complex","differential_abundance_qvalue_DMSO.Cu.complex","differential_abundance_qvalue_Mn.complex.Cu.complex","abundance_Cu.complex_1","abundance_Cu.complex_2","abundance_Cu.complex_3","abundance_Cu.complex_4","abundance_Cu.complex_5","abundance_Cu.complex_6","abundance_DMSO_1","abundance_DMSO_2","abundance_DMSO_3","abundance_DMSO_4","abundance_DMSO_5","abundance_DMSO_6","abundance_Mn.complex_1","abundance_Mn.complex_2","abundance_Mn.complex_3","abundance_Mn.complex_4","abundance_Mn.complex_5","abundance_Mn.complex_6"
"CON__P02769;CON__|ALBU_BOVIN|",30,29,27,25,31,29,32,31,31,32,34,31,32,31,30,29,31,30,1.03509904423466e-05,0.750111903382847,5.6757930925534e-05,0.840657447784323,31.3202144757429,32.6126059117563,31.6690626231225,32.39659769777,32.5115919444019,31.2819846454604,30.2748966261541,30.4054067734539,30.9843035579812,30.2352697934131,29.70192834006,29.4979045341775,32.0435586987623,31.6369783363823,31.9526798809476,32.5862428957755,32.0865786518912,32.0666173541019
"sp|P02768|ALBU_HUMAN;CON__P02768-1;CON__|ALBU_HUMAN|",14,18,16,17,6,2,4,4,7,7,11,9,12,13,10,17,17,16,0.010452507482915,2.55450520254968e-08,0.0202485277441357,5.56030632421646e-06,25.2356013800896,25.5480062036027,24.9583993243223,25.7948233834714,25.7154003866081,25.2428892562607,26.5768200453815,26.5580685243561,26.2863900875201,26.6216352638178,26.0189530529972,26.2915074494743,22.6507950966418,21.0372140556728,21.8170250713182,21.9765966790899,22.3916464866246,23.8746630864328
"CON__|ANXA5_HUMAN|;sp|P08758|ANXA5_HUMAN",14,11,14,13,12,11,10,12,12,15,13,13,15,13,11,11,11,14,0.0037500112756739,0.668459995592834,0.00823417381332622,0.781798884397828,26.8507253663189,26.5594107293116,26.3216793070867,26.8641441090993,26.7781899804319,26.9400281953278,25.0900085385337,25.7354817921351,26.4686347380687,25.1968703923457,26.5341176836702,26.1679820944936,26.4458364682188,26.5489431078571,26.4393451504936,26.4866197188104,26.8037234601285,26.9158194954703
"sp|P61769|B2MG_HUMAN;CON__|B2MG_HUMAN|",2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,0,1,1,4.67477404860543e-05,0.00020563189210214,0.000189486734536902,0.00195549940110724,23.4739097100114,23.8719482843793,23.5762576900789,23.9726502067862,24.2713436706695,23.7461951289344,NA,21.8378213239498,22.3659370317467,21.8215318652086,23.1214325245031,22.9113579059075,22.4501900498688,22.7352300383401,22.4464975708756,22.6783719586422,22.5880514881886,23.0031767053088
"CON__|CATA_HUMAN|;sp|P04040|CATA_HUMAN",16,12,13,12,17,16,14,15,15,15,19,16,16,15,17,13,16,12,1.06655785283412e-06,0.170263425243006,8.92112373514642e-06,0.301736675493764,26.8391085106612,27.5954744408631,26.5278896303213,27.5593541572065,27.5723833621871,27.3725159064409,25.9367652919692,25.9731263431403,25.6100039432547,25.6147900108517,25.4226599545663,25.6045104061426,27.1797719403578,26.8376552382957,26.7533888282457,26.7619573711895,27.0095344287814,27.0462733114083
"sp|P07339|CATD_HUMAN;CON__|CATD_HUMAN|",10,10,11,12,11,10,10,10,10,10,11,11,11,10,10,11,10,11,0.00477251121213033,0.522502164046701,0.0101737981995089,0.657388257259732,27.4646872819115,27.6381180696789,27.2167403990504,27.5106400011502,27.3705474994712,27.1218370325976,26.9770851428672,26.8421710898731,26.9681182864628,26.7486990397813,26.7679036642689,26.5940178806153,26.9432000789316,27.3208923434788,27.2922549143774,27.3818918538366,27.5169367264656,27.169691642546
"CON__|CYB5_HUMAN|;sp|P00167|CYB5_HUMAN",3,4,4,4,3,3,3,3,4,4,3,3,2,3,3,4,4,4,0.0193727401498267,0.0882399228957771,0.0347768467664396,0.190586558933658,24.8777434280542,24.3172524727217,24.3070028463445,24.2204817995462,23.974027717569,24.7218137255106,24.4750203229969,25.0700330065047,25.0736127318509,24.9114610625504,25.3424664480241,25.1907540314182,23.8606018571508,23.4538854279648,23.9747286384377,23.6474457918501,24.5050106601588,24.4133641208913
"CON__|CYC_HUMAN|;sp|P99999|CYC_HUMAN;CON__P62894;CON__|CYC_HORSE|",2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,0.0350410118162762,0.000939997647502316,0.0584214166599064,0.00652998365764907,24.5405262851865,25.0837656914833,23.2368058649691,24.9151686112054,24.9061997957489,25.0080051792002,23.6173535606453,23.5070553584368,23.9301408518104,23.5319427870927,24.2455622299056,23.9092729403332,22.1618042252989,23.4903526340004,22.1865783177519,23.6339318694257,24.0091586081036,23.6741885415488
"sp|P06396|GELS_HUMAN;CON__|GELS_HUMAN|",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4389070343419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__|GSTA1_HUMAN|;sp|Q16772|GSTA3_HUMAN;sp|P09210|GSTA2_HUMAN;sp|P08263|GSTA1_HUMAN;sp|Q7RTV2|GSTA5_HUMAN",2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,2,2,2,0.000284986161566035,0.113757659544301,0.000862826200814957,0.227167436337703,21.1265768238848,NA,20.4593356609751,NA,NA,NA,23.2727857376214,21.8251971686626,23.4944038723292,23.0649926067626,22.8770881819449,23.0226829139034,NA,19.7033921201311,20.3869064835773,19.985992891263,20.5798030443595,19.4760369872998
"CON__|HBA_HUMAN|;sp|P69905|HBA_HUMAN",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7.57263935594224e-05,NA,0.000285274620012022,NA,26.6043981994054,NA,NA,26.9320630312448,26.8802725763317,26.4393801953369,NA,NA,22.3273651366433,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__|HBB_HUMAN|;sp|P68871|HBB_HUMAN;sp|P02042|HBD_HUMAN",0,1,1,0,0,0,0,0,1,2,1,2,0,1,1,1,1,0,0.827840604991592,0.145690456949325,0.867132401694721,0.273641040425434,NA,NA,21.0773251531196,NA,18.4052471295626,18.7513454335257,20.7419448382952,20.8838905645586,NA,17.5842382018975,17.5614612485793,NA,NA,NA,NA,NA,21.412810776695,21.1040360627836
"sp|P35527|K1C9_HUMAN;CON__P35527;CON__|K1C9_HUMAN|",0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,3,0,3,0.333520965149563,0.00736867296279683,0.413289632897198,0.0309021068215824,NA,NA,NA,NA,NA,23.0352709250595,22.4485101749284,NA,21.8104149077913,NA,NA,NA,18.7566537552291,NA,NA,20.3961968379676,NA,NA
"CON__|K2C1_HUMAN|;sp|P04264|K2C1_HUMAN;CON__P04264;CON__ENSEMBL:ENSBTAP00000038253;CON__Q9R0H5;CON__Q6NXH9;CON__Q6IFZ6;sp|Q7Z794|K2C1B_HUMAN;CON__Q7Z794;CON__Q922U2;CON__Q5XQN5",5,3,1,1,3,1,1,5,1,1,2,6,1,1,6,6,1,8,0.278623360780625,0.331118550362499,0.355988682317769,0.480578579368438,25.8341010797305,24.637721203102,25.0391054704618,25.1249362290967,24.8940757858539,25.1917177603847,25.8730044700848,25.1760468178579,25.4517101931308,20.6047058887972,24.8245718081802,24.5019102615864,26.1619325938709,25.2154857304806,26.3571651610334,24.5510011387488,26.2614542853395,26.0105617637817
"sp|P61626|LYSC_HUMAN;CON__|LYSC_HUMAN|",0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7006535342877,22.4277149421455,22.6130964030229,21.1554995087375,22.7989705350518,23.1054975957931,NA,NA,NA,NA,NA,NA
"sp|Q15843|NEDD8_HUMAN;CON__|NEDD8_HUMAN|",2,2,2,2,2,0,2,1,1,1,0,1,0,0,0,2,1,3,0.00257170627644726,0.242776821944993,0.00593054695059216,0.384789477500195,22.462013615144,NA,19.6524587008247,NA,NA,NA,23.8203806571148,22.9462303732186,23.8532297062594,23.1913662157707,23.2336317199484,24.4261326897833,22.6420346744514,NA,23.0167861305827,21.1406131472904,21.6194564769271,21.161881975691
"sp|P15559|NQO1_HUMAN;CON__|NQO1_HUMAN|",6,10,8,8,7,5,7,6,7,8,4,4,4,4,4,10,8,9,3.82924400690406e-07,0.000171740749087103,3.87637316391211e-06,0.00170781790589662,25.7169717735788,23.9882262329331,24.8777484647509,24.5680300135065,24.3535661728661,25.5216709657315,27.3865437600993,27.2029971928383,27.484056593276,27.2290643027955,26.5332119151947,26.8143451398789,26.4200830237741,26.1685541370173,26.3055076509073,25.4659752924783,26.4741832457711,26.5652844009585
"sp|P62937|PPIA_HUMAN;CON__|PPIA_HUMAN|;sp|Q9Y536|PAL4A_HUMAN",11,11,10,10,9,9,8,7,11,10,8,9,8,8,8,11,11,10,7.20045062477989e-05,0.00601919000658467,0.00027334018333299,0.0262035404953319,27.9553118595417,26.0413375693927,27.7999072596133,26.5728468181878,26.5274210413742,27.5444963221658,28.454618157974,28.7807802191233,28.7485684380173,28.5858698322632,28.3448503548157,28.3490837148768,27.8378963592919,27.7724802208682,27.9041504457778,28.0306131752879,28.1932018896613,28.1012839202949
"sp|Q06830|PRDX1_HUMAN;CON__|PRDX1_HUMAN|",10,12,11,12,9,8,8,9,10,11,7,7,7,7,7,11,11,10,3.98836076589582e-06,0.000486270351719999,2.641954413382e-05,0.00381041447607791,27.4224037981295,25.4434145801686,27.1763624900173,26.053479513688,25.7919596407542,26.7692512522037,28.8020607373405,28.6797221791995,28.2496631530262,28.2366737223334,28.3079907003167,28.20340703499,27.8220649603949,27.2762814567785,27.7973850149726,28.0574421754233,27.4305651000324,28.0340347727205
"sp|P02753|RET4_HUMAN;CON__|RETBP_HUMAN|",2,4,4,2,1,0,0,0,1,1,3,2,3,3,1,4,4,3,0.139908855094367,2.90498293159947e-05,0.19670945865832,0.000441152059147548,22.1484001251736,24.0300413260222,21.6835166836158,23.6414845212157,23.6360320695388,22.5629288535399,23.9221036826107,23.8210126178145,23.0242988968992,23.8009605357583,23.4715975036915,23.1411243712009,20.4633674114505,NA,NA,NA,20.1334690086498,20.321814400426
"sp|P62979|RS27A_HUMAN;CON__|RS27A_HUMAN|;sp|P62987|RL40_HUMAN;sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN",4,4,4,3,3,2,2,3,4,3,2,3,2,2,2,4,4,4,0.0012997903457825,0.910345669499263,0.00324783056022109,0.95112915549283,27.4145978928748,26.6429284724283,27.1095516932579,26.8497241835912,26.674741851704,27.3103883604641,26.0678606294524,26.0092056320659,26.7867105850936,26.2416929500012,26.1772979652136,25.9196176488882,26.8924449298901,26.8455028460177,26.8704270017351,27.2183253718981,27.3307644930419,26.9895802348403
"CON__|SODC_HUMAN|;sp|P00441|SODC_HUMAN",2,4,3,4,3,2,2,3,3,3,2,1,2,2,2,4,3,3,1.3374597646704e-05,0.000470869473033929,7.05921276860795e-05,0.00373454776386019,23.4714752644791,24.3454397712979,22.2300262252363,24.1151936651218,24.6276974369725,24.5011698620671,25.8600853093746,25.0370561233492,26.7393621714687,26.4085562300106,25.9682695375095,26.4683156943765,25.5251397460603,24.901451960387,25.5268700506223,25.814855443086,25.9258244195566,25.1459915468121
"CON__|SYH_HUMAN|;sp|P12081|HARS1_HUMAN;sp|P49590|SYHM_HUMAN",2,5,6,3,3,3,2,3,2,5,0,0,0,0,2,5,3,5,0.000132984806517263,0.017471465417968,0.000462169028283586,0.05810967869915,20.3821408371943,NA,NA,NA,NA,20.6315581882188,23.3750256468492,22.5686177528041,23.3669841974176,22.4596555559939,22.8603639023679,22.2260578088653,22.1727941662058,20.8675435513175,21.038226323425,22.0478083741238,21.7109293644566,22.4336057021928
"CON__|THIO_HUMAN|;sp|P10599|THIO_HUMAN",8,8,8,8,6,7,7,7,8,7,4,5,5,5,5,8,8,8,5.69606268521194e-09,1.16472815615024e-06,2.37076684804067e-07,5.30628478581003e-05,25.3414160760233,24.1049618214724,24.9549446980311,24.4319161402369,24.6331946566003,24.0322970205697,27.1106682972458,26.9394948943365,27.2820348780333,27.0536750498429,26.6312798996991,26.7209961050507,25.9582040700224,26.1288445311384,26.4231304247502,26.0806194835669,26.6070750266478,26.2864891056986
"CON__|TRFE_HUMAN|;sp|P02787|TRFE_HUMAN",21,23,20,19,7,6,7,6,13,12,22,19,21,22,19,23,20,19,0.0802884094550277,1.21029152763648e-11,0.121170945935377,2.37096110263986e-08,27.163201106391,28.0883473451656,27.040529356544,27.952511501885,28.0571006543772,27.8192342168223,27.2211056932479,27.0649131129262,27.2218119381624,27.5121191053283,27.4233864434076,27.0490080586668,24.3562123366693,23.8701397914354,24.1722960741381,23.878197900979,24.6300400962418,24.6487293979479
"CON__P00761;CON__|TRYP_PIG|",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0.388145772478199,0.298051069322546,0.468623703285605,0.445711484582341,27.2159101462598,22.7159332026452,28.0463137750482,27.3777862940058,27.4602406911209,28.3568928320398,27.1822807664067,28.5204654786072,26.8232743067671,26.7233084728692,28.0324956110215,27.6439651810801,27.4357169214053,28.0892389702492,27.7534688867924,26.3608501640726,27.4542261471742,28.625748186491
"sp|P63279|UBC9_HUMAN;CON__|UBE2I_HUMAN|",2,2,3,2,2,2,1,2,2,2,1,2,0,0,1,1,2,2,0.0287036059703084,0.0793354135763601,0.0491848248137055,0.174823481660393,22.6837999894054,19.0727804535442,22.0238973779133,NA,NA,21.3331236638348,22.197606264796,22.5402181397485,22.6824926990594,22.4659276828336,22.6554652059572,22.1595528131683,22.0947058049957,21.8168498381412,21.756344843795,22.2508604423786,22.5604689876043,22.6800743289471
"CON__A2I7N3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0.690122302433344,NA,0.798552622839292,NA,NA,19.7596334211636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1167679705532,NA,NA,NA
"CON__ENSEMBL:ENSBTAP00000007350",6,0,0,0,5,2,2,5,5,5,12,5,7,8,6,0,0,1,NA,0.0431890636826892,NA,0.112659621510504,22.1570164572062,21.8413530780255,21.9404623507117,21.079316003659,21.0431884407698,19.9789413699428,NA,NA,NA,NA,NA,NA,21.008799556884,NA,NA,19.8798747019127,20.3403612122268,20.2259250935193
"CON__ENSEMBL:ENSBTAP00000016046;sp|P23142|FBLN1_HUMAN",3,0,0,0,1,0,1,2,3,1,2,3,3,3,2,0,0,0,NA,0.0657329373230472,NA,0.152654843314204,22.9802781721941,21.5190310194435,22.1781205223728,22.4283816449367,22.6715396984109,21.8297129425863,NA,NA,NA,NA,NA,NA,NA,NA,19.9751241441703,21.9964850928287,22.5490502654374,20.4329020220557
"CON__ENSEMBL:ENSBTAP00000018574",0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,NA,0.482152176685573,NA,0.618151907151203,NA,19.9217075944518,21.3539243822636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9880832032,NA,NA
"CON__ENSEMBL:ENSBTAP00000024146",28,5,9,3,27,21,28,29,31,30,30,25,34,29,27,7,10,22,3.08349653640165e-08,0.636281373532702,7.16974963977268e-07,0.754981956844677,26.4630663772571,27.680913749078,26.8120603222768,27.4932774408855,27.3675435996542,26.6630726796125,23.2401743384031,23.23884717518,25.3166429358857,22.1714681086122,22.9693682058693,21.9741937553673,26.6560406289562,26.2980139756732,26.6919576513103,27.7092071404905,27.0387612947078,26.8257556132104
"CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8255449983331,NA,NA
"CON__ENSEMBL:ENSBTAP00000032840",5,1,3,3,0,1,1,1,3,5,9,7,8,6,6,3,4,3,3.01733867081515e-06,1.81829954325356e-07,2.09726286485532e-05,1.48418700218072e-05,22.7113694201619,23.8759918767306,22.9719816460128,24.0072420495148,23.5928735426972,23.2471347437915,21.6344628059466,21.7144669641602,21.9260020909144,21.0627112146432,21.3858438106102,21.6428990079484,NA,NA,20.4427530289317,20.5184445384404,21.2593203909726,21.2065603960135
"CON__ENSEMBL:ENSBTAP00000034412",6,0,0,0,4,4,1,4,4,5,7,6,8,8,7,3,0,2,0.000206618965540127,0.00121409355603708,0.00066753819636041,0.00790169194776293,24.882386315477,26.6557250131425,25.454705802356,26.1051661290769,26.2895400098643,26.1842205744095,21.160105423447,NA,20.7493537954756,NA,NA,NA,23.8419079819392,23.4546625801626,19.0750499438064,24.4402461674794,23.5642893414479,23.9532953538795
"CON__ENSEMBL:ENSBTAP00000037665",1,0,0,0,0,1,0,3,2,2,1,1,1,2,1,0,0,0,NA,0.103325576758665,NA,0.212620593351077,19.4266539776527,19.9632633277191,19.9251629289521,20.1029243960189,21.5929000943079,19.4500544063712,NA,NA,NA,NA,NA,NA,NA,19.5162722490206,NA,21.1078703394812,21.6680959161207,21.6607998252738
"CON__P00735",4,0,0,0,0,0,1,2,4,2,4,6,5,3,4,0,0,1,0.000100431997872254,0.00125756788460544,0.000369874559328039,0.00800722744901729,23.6527892296587,23.3591920040503,23.5715631064093,23.8507161033602,22.4157983598364,21.5282202207713,NA,NA,17.7919320442915,NA,NA,NA,NA,NA,19.9035127930512,NA,21.6613875970675,20.1239533819658
"CON__P00978",3,0,0,0,2,2,0,3,3,3,5,2,4,5,1,0,1,0,5.57136008681846e-05,0.0281756246500326,0.000219957296227593,0.0827526966857778,23.0857205484453,23.687269516247,22.3900585860721,23.8478951757783,24.0339281793297,22.3875031208982,NA,19.3242833006958,NA,NA,NA,NA,21.8025668417928,22.0520174505421,NA,23.0313404072825,22.3023391842584,22.4031700404242
"CON__P01030",1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,NA,0.0656934164389326,NA,0.152654843314204,20.4020086452365,21.6563912569907,20.5408389783251,20.7003125659102,20.6051676234901,20.4871619628394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8019838967809,19.9869048533925
"CON__Q2KJ62;CON__P01044-1",2,0,0,0,3,1,2,4,3,3,6,1,3,4,2,0,0,2,NA,NA,NA,NA,NA,22.1595815584169,NA,NA,21.331330579929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__P01045-1",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,20.9149557555943,NA,20.4586387270688,20.5614413857661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CON__P01966",8,4,2,1,6,4,4,4,5,5,5,7,5,5,5,3,3,6,5.74365460700553e-14,0.000422814495094747,5.66898709711446e-11,0.00338079018730861,28.9846682880146,29.0462479932394,28.7830621569856,29.046923527824,28.8722960269484,28.4697460340902,22.5666973557853,22.1033946867675,23.914111213184,22.6039019896377,22.2487691460868,21.0180465037827,27.3281099654141,27.3165633993873,27.1964537904911,27.5939886328428,27.6890315492056,27.6277627403505
"CON__P02070",1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,NA,0.166230560758092,NA,0.297232814661707,19.5419273803771,NA,19.181188810176,NA,18.8512183577492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2474247988568,NA
"CON__P02672",0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.146894654981887,NA,0.20478110800441,NA,NA,NA,22.5457897059316,NA,NA,NA,NA,NA,NA,NA,NA,21.0383263308369,NA,NA,NA,NA,NA,NA
"CON__P02676",2,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.263769946489391,NA,0.339870675176278,NA,20.7154658192533,NA,22.6320419737934,NA,NA,NA,NA,NA,19.3125283611749,NA,21.2469266717855,21.3784066961319,NA,NA,NA,NA,NA,NA
"CON__P02777",3,3,2,2,1,1,1,2,2,3,3,1,3,3,2,2,2,3,0.0221982534464001,0.890586604479182,0.0392998675364968,0.938998470492313,23.6549363796015,23.8318681291971,22.341546518068,24.308457727416,23.5060079945239,23.0193999338003,23.8632726032418,24.0446946797425,24.6607498338043,24.7191725039296,24.0553347244102,24.1935201474601,22.902660520907,22.9018390936312,22.9905953185911,23.9286009305493,23.3835835784903,24.2822166521879
"CON__P05784",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0.0010796945350857,0.00106123346347888,0.00276077333194192,0.00716881501708662,17.9566154160318,NA,17.9652142081726,NA,NA,NA,21.0761653238692,19.0326250971803,19.0054626589272,21.2143375314043,20.9124681018294,20.7476430152885,20.692532989439,19.4567866143671,20.5781636873954,20.3264191466401,20.3779724912282,20.5868745556095
"sp|P05787|K2C8_HUMAN;CON__P05787;CON__H-INV:HIT000292931;CON__H-INV:HIT000016045;CON__REFSEQ:XP_092267;CON__Q9H552",23,17,20,19,23,21,19,22,21,24,21,20,21,17,20,19,20,21,0.032478360064464,0.0198061694948292,0.0546566775509395,0.064595493917316,29.9395811456773,29.8105917527867,29.2290043100186,30.1389043622644,29.8426131298539,30.2513183549944,29.2263011051031,29.3320252394723,29.4471421264137,29.5173511981479,29.5784451641242,29.4202850427206,30.3609004188223,30.2539480680492,30.1927536821419,30.3198726072381,30.5481303383252,30.5036370497749
"CON__P06868",14,0,0,0,1,0,0,2,8,8,9,14,9,9,10,0,0,1,0.000998844200486348,0.00128664801102697,0.00256734173406257,0.00810464132990946,25.058252055791,23.8890081867015,25.3254335517517,24.0483235783497,23.5802059601439,23.9156736304805,NA,NA,20.1791910282085,NA,NA,NA,20.0060416350079,NA,NA,22.042903687604,22.7035685244138,22.9295467511069
"CON__P07224;sp|P07225|PROS_HUMAN",2,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,0,0,NA,0.0330555834199344,NA,0.0926407552498592,21.1478262607902,19.8129903198567,NA,20.6908284576269,21.6920108834379,20.0702929078032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6803410446232,18.8235215408622
"CON__P08727;sp|P08727|K1C19_HUMAN;CON__Q9QWL7;CON__A2A4G1;sp|Q04695|K1C17_HUMAN;CON__Q04695;CON__Q61782;sp|Q8N1A0|KT222_HUMAN;CON__Q8N1A0;sp|P35900|K1C20_HUMAN;CON__P35900;CON__Q9Z2K1;CON__Q3ZAW8",17,14,14,14,17,17,16,15,18,19,19,14,15,16,16,15,14,13,0.0026377914018245,0.00665482380936374,0.00607584623944174,0.0286523073462496,28.2086200019832,28.1415017966615,27.5114549578439,28.4567987097262,27.9969207955449,28.3916298961811,27.4219940980058,27.142127646813,27.4398666838667,27.8128341978102,27.318393165347,27.2926688838917,29.0607607713122,28.5672106040608,28.6192000125106,28.5317932271201,28.7280502604196,28.9681300588765
"CON__P08730-1",0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0.603590082602256,0.168842506217094,0.671638569930582,0.299875312492554,NA,NA,NA,25.0579843668808,24.797096770695,25.2660235234065,NA,24.4898882820543,NA,25.3105636209706,NA,24.7574941813686,NA,NA,25.4931314578143,25.4902274546145,25.6970368396816,NA
"CON__P12763",8,7,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,1.31576606518758e-05,0.681325141958759,6.96333032890157e-05,0.7935291041006,30.091122774892,31.1339966507068,29.7762548708508,31.0580832478851,31.0551747335493,29.9689326406954,28.8406496431706,28.9170669590959,29.4800653352119,28.8997011464281,28.196885246477,27.6925831964141,30.5056821395175,30.1843811354014,30.8074065922102,30.8872189013413,30.7552970731636,30.7334011874644
"CON__P15497",11,5,6,2,11,7,7,6,11,13,11,11,7,10,10,8,7,9,2.87170514934004e-05,0.428929815290762,0.00012707648404887,0.569676954681087,26.0938806205855,26.5735148300782,26.2341668784224,25.651884643012,26.1912924119345,25.8569647167649,23.8520592434206,23.6359598087309,24.5875061465085,22.4691612180853,23.0509729404877,19.3975257551336,26.2024952120507,25.046620127349,25.0223355995024,25.4074756761849,25.7347713438702,26.2931049683306
"CON__P17690",4,0,0,0,4,2,3,5,5,5,9,5,6,5,3,0,1,0,1.14736739387589e-06,0.0393671956897829,9.42374161082534e-06,0.105355650759952,23.3531550522928,25.3821860933357,23.9330030783879,24.6374970035929,24.0826747873641,23.4127913459102,NA,18.469115890317,NA,NA,NA,NA,23.7880883052938,22.4522123975686,22.9682753901107,23.7674303979088,23.1978004951314,23.5777331678012
"CON__P19001",1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0.0115114498566615,0.00975933459882239,0.021997678622507,0.0379336041251847,23.2955306731644,NA,22.8147847363476,23.5190218985634,NA,23.7938896181592,22.6246246136214,22.4582773811782,22.8983498954373,22.6897129526055,22.5783799334155,22.7119569943744,NA,24.2507804302678,23.8238239044221,NA,24.2307223441335,24.2522348091598
"CON__P28800;sp|P08697|A2AP_HUMAN",1,0,0,0,1,1,1,2,0,1,2,1,2,1,0,0,0,1,0.124778963603721,0.908184573610222,0.17771549361742,0.950350649895485,21.1725807323365,22.5272572629974,21.352327466405,22.2175061025052,22.0948380610143,NA,NA,NA,20.8462918155002,NA,NA,NA,21.5437673102774,21.3848800196897,21.723660699308,22.742742115045,NA,21.7581244012781
"CON__P34955",8,4,3,3,9,8,9,8,8,9,8,9,9,9,8,5,5,6,1.60058391779448e-09,0.979732935370351,1.05318421790877e-07,0.99086051646387,28.3440408325003,29.6618196008729,28.7049434039553,29.5664221555767,29.5158267652234,28.4310011536757,23.2991118577203,24.2940259117551,26.1652311659869,24.209073788691,22.8026005643777,22.5971214322494,28.983382715523,28.6060471017846,28.6313182408775,29.7573515884524,29.2294323312372,28.9431608002559
"CON__P41361;sp|P01008|ANT3_HUMAN;CON__|ANT3_HUMAN|",0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,NA,0.727771014333283,NA,0.825773960615819,NA,21.9962445768465,NA,19.8752478046409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3245028923486,NA,NA
"CON__P50448",0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,NA,0.86488645090294,NA,0.921322760912919,NA,20.5402496623816,20.2535693483581,20.5754134306993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3565174124812,NA,NA
"CON__P81644",5,3,2,2,5,3,4,4,4,4,4,4,5,4,5,3,3,3,1.17250916877226e-06,0.763029357328679,9.50265763522587e-06,0.850753848040343,27.0031278522145,26.8803357205566,26.5702598731248,27.2950578094524,27.6389121348714,26.8985878345887,23.1909095125242,24.1744218030706,25.050909017972,24.1321488966948,20.2183595400271,22.3704693327427,26.7682066329858,26.5704611387612,26.8452417323287,26.8275129353142,27.1132155238626,27.1523667009814
