task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	fd/84dec2	2930303	NFCORE_WOMBAT:WOMBAT:PROLINE:CREATE_DECOY_DATABASE	COMPLETED	0	2023-10-31 20:26:04.767	3s	2s	197.7%	195.5 MB	6.9 GB	22.3 MB	7.8 MB
1	15/6e55ab	2930312	NFCORE_WOMBAT:WOMBAT:COMPOMICS:CREATE_DECOY_DATABASE	COMPLETED	0	2023-10-31 20:26:04.781	3.1s	2s	186.3%	164.6 MB	6.8 GB	22.3 MB	7.8 MB
3	2d/0fa7da	2930386	NFCORE_WOMBAT:WOMBAT:PREPARE_FILES	COMPLETED	0	2023-10-31 20:26:04.862	3.1s	1.8s	370.9%	68.2 MB	2 GB	11.5 MB	10.3 MB
25	7a/e6ab4c	2931938	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (6)	COMPLETED	0	2023-10-31 20:26:08.257	2m 30s	2m 28s	146.2%	2.3 GB	206.1 GB	1.6 GB	875.2 MB
40	10/b85bc3	2932234	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (12)	COMPLETED	0	2023-10-31 20:26:08.335	2m 30s	2m 26s	144.7%	2.2 GB	206.1 GB	1.6 GB	879.6 MB
27	a7/88b7fb	2931960	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (7)	COMPLETED	0	2023-10-31 20:26:08.264	3m 26s	2m 30s	143.5%	2.2 GB	206.1 GB	1.7 GB	901.5 MB
38	89/be77fd	2932061	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (11)	COMPLETED	0	2023-10-31 20:26:08.293	3m 26s	2m 28s	144.4%	2.2 GB	206.1 GB	1.6 GB	883 MB
30	7d/2463ed	2931891	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (8)	COMPLETED	0	2023-10-31 20:26:08.234	4m 17s	3m 15s	115.6%	2.2 GB	206.1 GB	1.7 GB	901.7 MB
19	70/0397df	2932398	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (3)	COMPLETED	0	2023-10-31 20:26:08.381	4m 17s	2m 45s	133.3%	2.3 GB	205.9 GB	1.7 GB	900.2 MB
46	bb/ff32d6	2932300	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (14)	COMPLETED	0	2023-10-31 20:26:08.355	4m 18s	2m 32s	141.6%	2.3 GB	206.1 GB	1.6 GB	868.5 MB
7	b8/1b963a	2932201	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (1)	COMPLETED	0	2023-10-31 20:26:08.327	4m 19s	3m 16s	118.1%	2.2 GB	206.1 GB	1.6 GB	894.5 MB
36	dc/7a5e1f	2932404	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (10)	COMPLETED	0	2023-10-31 20:26:08.387	5m 10s	2m 38s	138.6%	2.3 GB	206.1 GB	1.6 GB	883.7 MB
50	32/57cd47	3022419	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (16)	COMPLETED	0	2023-10-31 20:29:33.800	3m 9s	3m 5s	143.1%	2.2 GB	206 GB	1.7 GB	914.7 MB
48	6c/8ad4f7	3041604	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (15)	COMPLETED	0	2023-10-31 20:30:25.354	3m 13s	3m 11s	145.6%	2.2 GB	205.9 GB	1.6 GB	877.5 MB
55	4c/57de87	3042557	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (18)	COMPLETED	0	2023-10-31 20:30:25.647	3m 25s	3m 23s	143.9%	2.3 GB	206.1 GB	1.7 GB	923.4 MB
