task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	c7/cd1d1d	2705180	NFCORE_WOMBAT:WOMBAT:COMPOMICS:CREATE_DECOY_DATABASE	CACHED	0	2023-09-29 10:36:23.782	4s	3s	183.6%	363.2 MB	6.9 GB	58.8 MB	26.1 MB
2	50/1c5762	2705172	NFCORE_WOMBAT:WOMBAT:PROLINE:CREATE_DECOY_DATABASE	CACHED	0	2023-09-29 10:36:23.766	4.1s	3s	185.5%	331.8 MB	6.9 GB	58.8 MB	26.1 MB
3	de/5f250c	2705223	NFCORE_WOMBAT:WOMBAT:PREPARE_FILES	CACHED	0	2023-09-29 10:36:23.825	3.1s	1.8s	365.6%	68.3 MB	2 GB	11.4 MB	10.3 MB
16	6a/227ddc	2826451	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (7)	CACHED	0	2023-09-29 10:41:56.558	5m 35s	5m 16s	132.9%	3.4 GB	208 GB	1.6 GB	883.5 MB
6	f7/f24974	2707091	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (1)	CACHED	0	2023-09-29 10:36:27.267	7m 32s	6m 54s	153.5%	2.8 GB	6.7 GB	2.4 GB	633.4 MB
27	25/5480cb	2826846	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (9)	CACHED	0	2023-09-29 10:41:56.690	7m 16s	7m 10s	147.2%	2.7 GB	5.9 GB	2.1 GB	604 MB
13	35/b17767	3052738	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (6)	CACHED	0	2023-09-29 10:49:39.475	5m 21s	5m 19s	135.6%	3.4 GB	207.8 GB	1.6 GB	895.4 MB
38	97/baa850	2826271	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (11)	CACHED	0	2023-09-29 10:41:56.456	7m 11s	7m 9s	155.8%	3 GB	6.5 GB	2.4 GB	627.3 MB
5	d2/c5926c	2706838	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (1)	CACHED	0	2023-09-29 10:36:27.198	5m 29s	5m 11s	131.6%	3.5 GB	208.2 GB	1.7 GB	890.1 MB
55	7a/de8949	3037872	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (16)	CACHED	0	2023-09-29 10:49:12.934	7m 20s	7m 13s	151.8%	3.1 GB	6.5 GB	2.6 GB	633.6 MB
18	35/55f2af	2881506	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (2)	CACHED	0	2023-09-29 10:43:56.425	11m 22s	11m 19s	101.2%	2.9 GB	6.7 GB	2.5 GB	641.7 MB
20	5e/c7cc59	2971631	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (6)	CACHED	0	2023-09-29 10:47:00.674	8m 23s	8m 20s	133.2%	2.8 GB	6.4 GB	2.3 GB	600.1 MB
43	8f/44920f	2826595	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (15)	CACHED	0	2023-09-29 10:41:56.613	5m 9s	5m 4s	141.6%	3.5 GB	208.4 GB	1.7 GB	930.8 MB
41	15/e42634	2974767	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (12)	CACHED	0	2023-09-29 10:47:05.936	7m 36s	7m 30s	156.0%	2.9 GB	6.5 GB	2.4 GB	618.3 MB
23	56/83dfa0	2970510	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (7)	CACHED	0	2023-09-29 10:46:59.572	7m 56s	7m 54s	143.8%	2.8 GB	6.1 GB	2.3 GB	618.8 MB
60	3b/b38045	2882533	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (20)	CACHED	0	2023-09-29 10:43:57.728	10m 16s	10m 15s	117.5%	2.9 GB	7.4 GB	2.5 GB	629.2 MB
57	f3/c75d16	2884111	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (18)	CACHED	0	2023-09-29 10:43:58.879	7m 44s	7m 42s	156.8%	3 GB	6.8 GB	2.6 GB	633.6 MB
32	e9/c2ae6f	3038534	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (8)	CACHED	0	2023-09-29 10:49:13.885	6m 58s	6m 55s	152.7%	2.9 GB	6.2 GB	2.4 GB	625.9 MB
54	ec/ffd960	2826367	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (15)	CACHED	0	2023-09-29 10:41:56.524	7m 43s	7m 28s	154.4%	3 GB	6.7 GB	2.6 GB	636.1 MB
9	c5/084b26	2826473	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (2)	CACHED	0	2023-09-29 10:41:56.564	9m 1s	8m 58s	132.4%	3 GB	7.2 GB	2.5 GB	641.7 MB
22	78/acaca5	2826821	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (10)	CACHED	0	2023-09-29 10:41:56.682	5m 3s	4m 58s	130.9%	3.2 GB	207.6 GB	1.6 GB	852.1 MB
