"","protein_group","number_of_peptides_SARS.Covid19.Negative_1","number_of_peptides_SARS.Covid19.Negative_2","number_of_peptides_SARS.Covid19.Negative_3","number_of_peptides_SARS.Covid19.Negative_4","number_of_peptides_SARS.Covid19.Negative_5","number_of_peptides_SARS.Covid19.Negative_6","number_of_peptides_SARS.Covid19.Negative_7","number_of_peptides_SARS.Covid19.Negative_8","number_of_peptides_SARS.Covid19.Negative_9","number_of_peptides_SARS.Covid19.Negative_10","number_of_peptides_SARS.Covid19.Positive_1","number_of_peptides_SARS.Covid19.Positive_2","number_of_peptides_SARS.Covid19.Positive_3","number_of_peptides_SARS.Covid19.Positive_4","number_of_peptides_SARS.Covid19.Positive_5","number_of_peptides_SARS.Covid19.Positive_6","number_of_peptides_SARS.Covid19.Positive_7","number_of_peptides_SARS.Covid19.Positive_8","number_of_peptides_SARS.Covid19.Positive_9","number_of_peptides_SARS.Covid19.Positive_10","abundance_SARS.Covid19.Negative_1","abundance_SARS.Covid19.Positive_1","abundance_SARS.Covid19.Negative_2","abundance_SARS.Covid19.Positive_2","abundance_SARS.Covid19.Negative_3","abundance_SARS.Covid19.Positive_3","abundance_SARS.Covid19.Negative_4","abundance_SARS.Covid19.Positive_4","abundance_SARS.Covid19.Negative_5","abundance_SARS.Covid19.Positive_5","abundance_SARS.Covid19.Negative_6","abundance_SARS.Covid19.Positive_6","abundance_SARS.Covid19.Negative_7","abundance_SARS.Covid19.Positive_7","abundance_SARS.Covid19.Negative_8","abundance_SARS.Covid19.Positive_8","abundance_SARS.Covid19.Negative_9","abundance_SARS.Covid19.Positive_9","abundance_SARS.Covid19.Negative_10","abundance_SARS.Covid19.Positive_10","log_ratios_SARS.Covid19.Positive..vs.SARS.Covid19.Negative.","differential_abundance_qvalue_SARS.Covid19.Positive..vs.SARS.Covid19.Negative."
"904","sp|Q9BUT1|BDH2_HUMAN",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,18.8402184721313,19.4125008378517,18.6101235881745,19.4287655015826,19.0920770532226,19.2373439092044,18.9939575696203,19.2374922697915,18.3851893920304,18.4459193595433,18.6055233573143,18.1907057576176,18.2242060653905,18.4459193595433,18.3636814754555,18.1907057576176,18.8180610623203,18.8195064074476,19.2833079681018,18.5738235273108,0.07663366837489,0.473836920630384
"905","sp|O43653|PSCA_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,1,2,1,1,1,17.2345884374869,15.1797147483913,18.244185838107,15.1421270059346,16.7372726977266,14.4931443064793,16.1786605720836,14.6738970107899,16.5114181889024,20.9472131411124,16.5842202987177,20.9340566945113,20.9695170390335,20.9472131411124,20.3442073082004,20.9340566945113,19.7147175835775,19.3594109600571,20.1625572869714,19.1883153735645,-0.0882196174342901,0.709838194086046
"906","sp|P43307|SSRA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,NA,NA,17.9170712729649,18.9564312919056,17.3066239752146,19.093845156309,19.0808531459921,18.2187275865271,18.8930807743297,18.2724634886068,15.0300071005743,18.688702139369,16.7141154921366,18.4848225403211,18.1215589629894,18.688702139369,17.6187552773963,18.4848225403211,19.1470182546536,18.4577119984556,18.8214461500653,18.1985793286238,0.68942778034913,0.0369529407099432
"907","sp|P01706|LV211_HUMAN; sp|P01709|LV208_HUMAN",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2041612566175,19.3160969840426,20.04310724711,16.20242326985,20.6380980167718,17.9604884517968,20.2280173072836,17.6990764551698,16.6704169786626,18.9848461502957,16.0356840436795,18.7886271546837,21.4222268760342,18.9848461502957,20.9741024242778,18.7886271546837,17.6367152392454,19.7143094526507,17.4382871653519,19.5964007817498,-0.525507454981581,0.358906083994743
"908","sp|P01023|A2MG_HUMAN",1,1,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,20.4206009739323,20.2448772597075,20.0211353550184,20.2688926076622,19.9582255062208,18.0299537370129,19.4278794369228,18.0906976719709,18.9280706731602,17.8306760008765,17.9060239316968,18.4013597516911,19.4339679176657,17.8306760008765,19.8475845325959,18.4013597516911,19.1461641885317,18.877988776855,19.3149594723265,18.4481470443229,-0.79799833854045,0.0116511236051431
"909","sp|P18754|RCC1_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,18.0549430987057,18.3175953593439,17.9676670687668,19.8390937188469,19.3417251187505,18.3596398048927,19.368341393347,18.7341181323988,17.3787899860374,18.3372141178717,16.6132448697613,18.4231419326687,17.4414308271085,18.3372141178717,16.7728757620108,18.4231419326687,18.9849246217286,18.7485100097351,18.8837640180597,18.5215787408628,0.52335411028847,0.00341645433177197
"910","sp|Q13630|FCL_HUMAN",NA,NA,2,2,2,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,20.5586814636485,21.5316384633712,20.6074375563807,20.9992585642866,21.2725158854217,18.9298870231349,20.8245738485243,19.131440162692,20.409614941324,18.4549659233051,19.9041704317646,17.90320254006,20.018236860903,18.4549659233051,20.007671662457,17.90320254006,19.795042032382,19.6319137323533,19.6692956650684,19.0792870059646,-1.10474784693414,0.011250098221381
"911","sp|P14406|CX7A2_HUMAN",NA,NA,2,1,NA,NA,1,1,NA,NA,1,2,2,NA,1,1,1,1,2,1,19.5565996028923,19.2710642911529,18.7553742669964,19.0782817847941,19.80399912553,19.102171644773,19.5698507513879,19.1117880413876,18.1005683591605,19.4490591917043,17.8234162546184,19.464574665525,19.7949839400536,19.4490591917043,19.7215332393074,19.464574665525,19.4916192421216,19.5182904502514,19.3957648724067,19.4626984642805,0.135785273662329,0.443223443223443
"912","sp|A0A075B6I0|LV861_HUMAN",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.57876863511,18.3159256761256,18.4524326586764,18.3250483414358,18.5204913480769,16.3623650920773,17.485798576279,17.02725841335,16.6589917364831,17.3362701359443,15.8218043699093,16.8327349052344,22.6435508263411,17.3362701359443,22.044345087835,16.8327349052344,18.8246281202431,16.6244412200065,19.2315934197579,19.9379686609614,-1.13313872923978,0.0453863066441224
"913","sp|Q9H299|SH3L3_HUMAN",1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,21.4690799683638,21.3821194847751,19.8474480475655,21.1392375048139,20.5073925303061,20.3387068773483,20.1198682041907,19.8994762377442,16.6863757741904,20.3560069915391,19.7612079957835,19.4933159087935,19.8563315849103,20.3560069915391,20.309487589325,19.4933159087935,18.9225161708599,20.5946510430136,18.7463796263996,20.1243158658024,0.69510653222679,0.157488226059655
"914","sp|P22061|PIMT_HUMAN",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,19.7954283510891,21.26938796654,20.2523634150936,21.4294777457785,20.6725332486188,17.6663355992716,21.4126210121876,19.9369333426609,19.5868508904213,20.4846668076627,19.61217479359,19.4631910723467,19.4917109879395,20.4846668076627,19.8941320283794,19.4631910723467,19.5715408698679,19.0953876989007,19.7368645253653,19.2967864226382,-0.14361955867438,0.847536902456811
"915","sp|O75608|LYPA1_HUMAN",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,2,20.3238227869357,18.0197042488242,19.7732156868515,20.6886880634292,20.1651261212434,18.5635582340223,20.3610803611579,18.516365400671,18.9349734634865,18.9728543130202,18.9013724725767,18.841302233503,20.7860294754733,18.9728543130202,20.4864969975862,18.841302233503,19.2172492266131,19.1626843611782,18.9439585449517,18.8571489683959,-0.845686276730879,0.0694132110791464
"916","sp|O75251|NDUS7_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,NA,NA,17.2238508829734,18.8787884931562,17.2035413856442,18.9945799451821,18.7247109831933,18.4837529271702,18.2414819148564,18.1139104591256,18.7572011693969,18.2503897956924,16.8031109705802,18.5543560676268,18.5970902857062,18.2503897956924,18.4750753409733,18.5543560676268,18.4755652259934,18.4167856546097,18.5355580367101,18.2295954327524,0.368971844260719,0.124061828527457
"917","sp|Q9H008|LHPP_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3122333277933,20.8518296610565,18.9747042918125,20.4537235254747,20.164140919965,18.7102496329883,19.4637114470849,18.8087313215142,18.9530212050837,18.9856554078814,18.0556303238181,18.8475798380312,19.0629660854003,18.9856554078814,19.5683850245248,18.8475798380312,18.7141956021304,19.8911977860024,17.2538265304578,19.1313051309151,0.399069279170559,0.249084249084249
"918","sp|Q9ULA0|DNPEP_HUMAN",NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,19.5654726178527,19.46479623636,19.237238254841,19.3711479653002,20.1053068596121,18.6148610034708,19.6203905640104,18.222382200617,18.121955260253,18.6717629463849,17.861303706021,18.7309785718447,18.5861433134427,18.6717629463849,18.2948480365786,18.7309785718447,18.2647154622409,18.1153654846965,18.2478197577629,18.0800069912436,-0.1231150914468,0.89184123045968
"919","sp|Q9UNF0|PACN2_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,1,18.8421910910696,19.6238468836025,17.7894686916658,19.5660662310815,19.3716862604053,18.1763895916798,19.110819719994,18.2724996653936,18.0081314404948,17.8056470259816,18.0881816580777,18.5424823650209,18.5236589665636,17.8056470259816,17.462072135057,18.5424823650209,18.4467360101,18.8928110795749,17.8339276408315,18.1695080491359,0.192050666821389,0.367473525394286
"920","sp|Q13185|CBX3_HUMAN",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,20.1743632632691,19.9397275266588,20.3620342348189,20.0362279541167,20.3789708232203,17.1949887963967,20.2131826970943,16.6107809068076,16.8655915602745,17.7006270601725,16.625117919038,17.394695549547,18.8496160283622,17.7006270601725,18.2924287667632,17.394695549547,17.9421838383797,18.2557858468062,18.545478894134,16.9776334424444,-0.90431783326848,0.0201126876167861
"921","sp|Q12792|TWF1_HUMAN",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.252128051812,21.0650946134401,19.5040955737978,21.2162821253837,20.4031824008163,18.7432280339357,20.2419271656223,18.5504879787479,18.9694815492275,18.3135955494453,18.2970698989696,19.1696262679902,19.1232105029084,18.3135955494453,18.7010104733244,19.1696262679902,19.0116968062951,17.8464494254679,18.6028365755161,18.5179091664373,-0.22007440200059,0.964973258902971
"922","sp|P36959|GMPR1_HUMAN",1,1,2,2,NA,NA,NA,1,1,NA,2,2,1,1,1,2,1,2,1,1,25.8994264432987,19.7185512708488,25.7251667287827,25.2502657402678,26.0080135919527,22.8319390531376,25.6038831306939,23.1233975950089,24.8466258975567,22.7963392028381,24.2733148434486,21.9304462571674,25.6383749259703,22.7963392028381,25.6454741754787,21.9304462571674,22.6647115884514,18.3480413553439,21.95231237013,21.532068483802,-2.79994692773437,0.00472601094066279
"923","sp|P61923|COPZ1_HUMAN",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,18.5525663636681,20.5309101696748,19.4538693147195,20.6248767564931,20.6805489245599,16.8858107473765,20.4629944485672,19.0405601260769,19.2215085096503,19.1032893966053,19.3498319322497,19.4541000681851,19.6232687730811,19.1032893966053,19.4269818161192,19.4541000681851,19.6702624863724,20.7780955828815,19.4153900206405,20.3867266350221,-0.0495463642522196,1
"924","sp|O43760|SNG2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,19.844840410156,18.6470009416296,20.1419862624438,18.375450197727,18.8731766404872,17.7050193682149,18.8096754142399,17.4787092742332,18.3253287788692,20.9860845457921,18.1722585794347,20.2271097029218,20.2759336482367,20.9860845457921,20.0511682806217,20.2271097029218,20.0267972907369,20.7921422934452,19.1004429062884,20.2066788910155,0.20097812521787,0.77105854231019
"925","sp|P10155|RO60_HUMAN",1,NA,NA,1,1,NA,NA,NA,NA,NA,2,1,1,1,NA,1,NA,1,NA,1,19.8032232991337,19.6729294126118,19.4004801422557,19.3484528773977,19.2929131744891,18.1514817790158,19.1361023168683,18.2685905193887,18.6877114179154,18.1313992148558,18.3635152126328,17.9268544583858,18.9822959259803,18.1313992148558,18.7198047070438,17.9268544583858,18.6258167344142,17.9985372135188,18.8558294499879,17.9525771194616,-0.635861611284359,5.67146183224792e-05
"926","sp|P11279|LAMP1_HUMAN",1,1,2,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,19.8174132838604,20.8851092818393,19.8631478242396,21.504858378579,21.1676949951832,20.7821171888955,21.4369293128158,20.2849093647043,20.7458103235154,20.6662831746285,20.454414018035,20.7347832043158,20.5814732281423,20.6662831746285,20.2942913515002,20.7347832043158,20.6219549287551,20.3601799877913,20.421643046323,20.0932455480331,0.130778019536111,0.41203820685473
"927","sp|P12955|PEPD_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,19.4743451530899,20.8281016104589,19.1975892666522,20.5103925866209,18.9048417719615,18.9901416997871,20.1437716692738,18.754217051281,19.0076256369035,19.0195988721608,18.9383974216946,18.8669149790814,19.5335852097468,19.0195988721608,19.1555844360976,18.8669149790814,18.3578260662454,18.426569065664,17.7854079579799,18.1741537109839,0.0957628837634996,0.668131868131868
"928","sp|Q96SQ9|CP2S1_HUMAN",NA,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2851024390682,19.5557100694544,17.6265489340418,18.6942961229667,20.727537447038,18.0012215776373,19.8794226401043,18.0051833427296,16.9156279167198,18.7030728373005,17.3421132217862,18.7634542073008,18.4327373771508,18.7030728373005,18.3982512715308,18.7634542073008,19.8014011031293,19.5847683811629,19.4451637915589,19.0986547617661,0.10189822027915,0.555472344067615
"929","sp|Q8WWF8|CAPSL_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,19.7059734989199,20.3181734411948,18.451118042119,20.4227020622908,20.7603861621983,19.5971080038746,20.4424588582801,19.3440379510968,18.3022791511194,17.6894884324919,17.8480693667588,17.6929359590612,18.7298909115964,17.6894884324919,18.4644029207304,17.6929359590612,20.8768694087498,19.1289384538659,20.9943768351583,19.1357563983451,-0.58642600618562,0.546554256053556
"930","sp|P60510|PP4C_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,19.0808728150805,19.4887167669058,18.5281767337333,19.7566008034153,19.3672363742813,17.4649516267029,19.0203350177498,18.3258249018551,17.2854022188622,16.5566940430224,17.3964958291104,17.588331954472,18.8799816897967,16.5566940430224,18.7592364078355,17.588331954472,19.4881951539285,18.5297873632122,19.4416306750384,17.9587918232247,-0.74328376351118,0.122390396046652
"931","sp|P28074|PSB5_HUMAN",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4477975825372,18.5013427672662,17.3323714932765,17.617532249089,18.3426728737335,16.9554720340944,18.1832220825662,16.7065100477921,19.4737089597264,17.4045752225631,18.9188064733551,17.7426470018615,16.980556769537,17.4045752225631,16.809176638137,17.7426470018615,17.8098545898674,17.2540092954004,17.4142892495354,16.7120187058895,-0.46711271638909,0.437988446721171
"932","sp|Q01130|SRSF2_HUMAN; sp|Q9BRL6|SRSF8_HUMAN",1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,1,19.9651325295975,21.30327657241,19.4691374924635,20.9806793155608,20.277288399176,19.9253910872516,19.8667204188121,19.9296755074232,17.9681849370004,19.6643928032811,17.5738271877329,19.9081977978137,19.1016251642004,19.6643928032811,18.9888391285676,19.9081977978137,18.7727336815777,20.6335012589487,18.425551946527,20.2585841479718,1.17672482061006,0.000506191761727149
"933","sp|P46778|RL21_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,NA,NA,NA,1,19.4403861139344,20.8100259428296,17.4543041940703,20.6974255523103,20.8431732992994,20.0096068824976,20.5996177819843,20.0069962958054,18.4603561412244,20.2999818572243,16.8923362350223,19.9621507854349,19.7124104901042,20.2999818572243,19.017551295113,19.9621507854349,18.7248907047782,18.7138003429507,18.0125258455644,18.5902111529279,1.0194779353545,0.0788934305864231
"934","sp|Q9NUJ1|ABHDA_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,1,NA,1,NA,18.6990506914181,19.1578972072746,18.3994959430678,19.0937105820595,19.1907636203583,18.3466885018426,18.9085192533184,18.2603280724502,15.622403353442,18.4137507154979,15.901375566313,17.6125931722637,18.1619339228706,18.4137507154979,17.9277261767883,17.6125931722637,18.9390456630594,18.4965201701916,18.5587659040847,18.2447929634034,0.33435451780245,0.320737105562504
"935","sp|Q9NP81|SYSM_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15.6929646918797,NA,NA,NA,NA,NA,NA,NA,13.8222730601499,NA,13.8173984184162,NA,17.797782716265,NA,17.7156714063286,NA,21.7530210351919,20.1769694529113,21.4832399836008,19.5060714469289,2.4011845482298,3.20963488585596e-09
"936","sp|P26639|SYTC_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,18.5010654942699,19.4018672327649,18.2219861784691,19.317278167487,19.8442069385976,18.2956578335862,19.2308252329193,18.19135537473,18.9986146959133,18.4596459768971,18.5781867696317,18.4128770599105,18.680301346938,18.4596459768971,18.6997245333497,18.4128770599105,18.8291673119735,19.4540477215018,18.8585259230127,18.5806542148805,-0.145669780650919,0.570980652817125
"937","sp|Q15005|SPCS2_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,18.0594216765763,19.2977487748187,17.9961733925792,19.1666698722915,19.2287238696297,18.3213247912076,18.7818355169292,18.3737822629696,15.2944175684342,18.5601403923727,16.2255335732984,18.7930226854998,16.6250993640144,18.5601403923727,15.0884131091117,18.7930226854998,17.9299330691569,NA,17.3414751282431,14.0455062803187,0.955270499575034,0.00682925378936237
"938","sp|P42704|LPPRC_HUMAN",NA,NA,1,NA,1,NA,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,18.187320511968,19.590783475974,17.9982274076271,19.6334559202122,18.9298115668776,19.2087329901434,18.8191767809489,18.8005220742542,18.9499729763383,18.9264985236241,17.8099195108159,18.2554893919735,19.2686838980515,18.9264985236241,19.2587231530416,18.2554893919735,18.7569924724789,18.7562299136363,18.7804135953414,18.1215249679058,0.17159832998319,0.385955507906727
"939","sp|P08559|ODPA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,1,1,18.5866854439333,18.5797108124626,17.9561582072528,18.6864789492436,18.9726844934592,18.6361993445748,18.5323281088789,18.7047215066101,15.9921634227967,18.470256944203,15.9361419273254,18.731774243523,18.3853700292961,18.470256944203,18.1672934727757,18.731774243523,18.3296644424571,18.6451187701832,19.8548453784397,19.0344141213034,0.59773709532148,0.0171877130085524
"940","sp|O75323|NIPS2_HUMAN",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,1,1,19.8690399883821,19.6915305527466,19.6079670961796,19.0961848027733,20.7876148574277,19.9481404807518,20.5157697225216,20.1788912389803,19.1915610941214,20.1489627817182,18.6367471668226,20.0628032558615,19.8658714343233,20.1489627817182,19.478974470376,20.0628032558615,19.6414546901791,19.4087965763538,19.8084977077832,19.3103166863987,0.0653894185047299,0.635576437696579
"941","sp|Q8TE73|DYH5_HUMAN",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2526316650829,17.747135407568,17.9297470850496,17.5892891985833,18.9348707230111,16.9359176768358,18.8017734580511,17.0234501868139,18.081330982128,17.0901008383503,18.0529698047869,17.2193868333563,14.3449900378926,17.0901008383503,14.0543711414216,17.2193868333563,18.4816376080734,17.0151121722479,17.8717712297784,17.1216607916827,-0.27545529581308,4.44097130123255e-06
"942","sp|P50238|CRIP1_HUMAN",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4377914331224,19.6678480623586,20.9831682821742,21.4704306201198,20.5639559185919,20.5552576532321,22.9117910609784,19.8430570974716,19.5550349036626,20.3759684849446,17.1555631904151,20.580506779906,17.9936605426139,20.3759684849446,18.9551582900018,20.580506779906,21.6960592117463,19.5398232185853,21.4603254013486,19.361541051383,-0.0361600001803602,0.987371605961702
"943","sp|Q6BCY4|NB5R2_HUMAN",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.716608892209,18.9857396435508,17.8544560057673,19.1627392044132,19.89109170213,18.2644736640194,19.2892967831019,18.1050289550313,17.9562050108481,18.2878105696392,17.4739145105968,18.6354656152682,17.0786396238686,18.2878105696392,17.9073102639557,18.6354656152682,18.2351029674311,18.0664889841457,17.9855323388139,18.467682519147,0.351054724139979,0.000234872830456934
"944","sp|Q96IJ6|GMPPA_HUMAN",1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5893608382712,18.9785022255804,19.2009138788172,18.2282290468761,19.7791843135918,17.0901701180398,19.3951435493246,17.1169043589027,18.7728372718675,16.9688610427122,18.4969802884584,16.4756916388088,18.7440171116977,16.9688610427122,18.4449464821468,16.4756916388088,19.1863836071198,17.8975186883667,19.1468770431099,17.3601888415638,-1.71960257420334,2.80993197357166e-06
"945","sp|P61970|NTF2_HUMAN",NA,NA,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,2,19.6989865003856,20.3249790033975,19.9863300722773,20.1698932034107,19.986393435233,19.6589915622108,21.292365168168,19.9307662078043,19.2596619461613,19.782134582549,18.8293304862104,19.8237506040241,20.1368320473045,19.782134582549,19.9893710205991,19.8237506040241,19.8538606351919,20.2305313669725,19.3818868083415,20.0153464715597,0.112726006862909,0.436638419701757
"946","sp|Q9Y3I0|RTCB_HUMAN",NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,19.147877850735,19.0549687398025,19.3087461928737,18.7990620975461,19.9126079708683,17.4595298367747,19.6845106486931,17.5931127118137,16.8636184894171,17.6808037723221,16.3192594954715,17.2942220789537,19.3462853939939,17.6808037723221,18.1700816821232,17.2942220789537,17.999753589733,18.9628939724802,18.3457581062724,15.342990996785,-0.79358893624274,0.0201126876167861
"947","sp|P04440|DPB1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,1,1,17.6527450001808,19.9712569078236,17.0713086867356,18.0926400389888,18.5062317929853,19.0694889454816,18.2370913156497,19.1421098501276,18.2139249120824,18.4750857539973,18.1738959050431,18.6739402683907,18.3647293841418,18.4750857539973,17.9268083139983,18.6739402683907,16.1083978560405,19.6104009529625,17.6866958424391,20.1612249277109,1.24033446585744,0.000105911215364844
"948","sp|P62304|RUXE_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,2,19.8899528493392,19.0997272724317,19.28127692747,18.9157110907695,19.68117191308,18.618934789911,19.5165555956526,18.6463411476236,18.46964952732,18.2235224334116,18.3445100854123,18.3914010650822,18.9479562301526,18.2235224334116,18.6251692652533,18.3914010650822,18.6490774156513,19.1641384641613,18.6438254758229,18.6674691423298,-0.370697638093971,0.406994796032117
"949","sp|P10619|PPGB_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,NA,2,NA,NA,1,20.5393055621727,18.5506286598909,20.3584467751404,20.1950384230013,18.960759304296,19.3290984280796,20.7629780745677,19.5321047590545,20.2447433005891,20.3719116780169,20.0326309602827,20.0061140799935,19.9435485174471,20.3719116780169,19.8135207124076,20.0061140799935,20.2555847518804,20.4052284766311,20.0355570883092,20.0430089212731,-0.213591586314159,0.909357012331988
"950","sp|Q7Z4S6|KI21A_HUMAN",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4674396188309,19.0113651335918,19.1216794316762,18.7794572696933,19.5219135800515,17.2484727033176,19.0382582706269,17.5303436171538,15.2969918231045,14.5109538861566,15.905733439647,15.1358162820189,15.3833394556145,14.5109538861566,17.5136507317856,15.1358162820189,18.5307937609312,17.5113662209885,18.5118771317958,14.1132660176512,-1.38038659453169,0.0961940422905552
"951","sp|P07602|SAP_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,15.3430069640104,19.4636002034472,15.7573264577088,19.1140603246476,18.1948552804572,18.8705530398776,17.8137583984591,18.4059150601648,16.1561818551595,17.3361111034079,15.9971973468829,17.8385940256088,16.898210006125,17.3361111034079,16.6463234261535,17.8385940256088,19.5851749363951,18.1604957402531,19.3552376285751,19.1332087030673,1.17499710295644,2.75235169946833e-05
