"","protein_group","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","abundance_control_1","abundance_infected_1","abundance_control_2","abundance_infected_2","abundance_control_3","abundance_infected_3","log_ratios_infected..vs.control.","differential_abundance_qvalue_infected..vs.control."
"457","sp|O55023|IMPA1_MOUSE",6,2,2,3,1,3,23.1758342835729,22.309121314114,22.8526060853213,22.0430481495852,22.1513004248205,22.9312592584193,-0.298770690532066,1
"458","sp|Q9CRB2|NHP2_MOUSE",5,3,3,3,2,4,22.1545203902458,21.553737088569,21.734451632873,21.3682525313653,21.1573551085817,21.9146738145569,-0.069887899069767,1
"459","sp|Q9QYB5|ADDG_MOUSE",3,1,1,2,1,5,23.7592542908893,23.314404979557,23.3420841654381,22.6873611588089,22.5765048755452,22.4345405515972,-0.413845547303166,1
"460","sp|P63276|RS17_MOUSE",4,3,2,3,2,4,23.6573447295689,22.5404999628921,22.765906120386,22.3078431140501,22.0235415165872,23.5133699105172,-0.0283597930275678,1
"461","sp|P01837|IGKC_MOUSE",3,3,2,2,4,3,23.6543727131442,23.2480824705416,22.7184028517343,23.2673073441595,22.3170889265939,24.3562539501599,0.727259757796201,0.365743331868005
"462","sp|P11031|TCP4_MOUSE",6,1,1,3,1,1,24.7621306769919,23.656291956124,24.2343549397474,23.2895564131304,23.3715999916351,24.212225626482,-0.403337204212669,1
"463","sp|P14115|RL27A_MOUSE",5,3,4,4,1,4,24.3366852468319,23.3412192350797,23.6314937084595,22.8347133017739,22.6541927351067,24.1021700361219,-0.114756372474202,1
"464","sp|Q61646|HPT_MOUSE",5,4,NA,1,NA,1,22.4848193302684,21.1201657225575,22.0755674467274,20.8285721410902,20.3164271088616,21.5170615236154,-0.470338166198102,1
"465","sp|O55029|COPB2_MOUSE",3,2,NA,4,2,4,21.8251533806617,21.6076305730299,21.2790128442345,21.1613284363016,20.7212099836642,21.7993569259531,0.247646575574733,1
"466","sp|Q61990|PCBP2_MOUSE",3,2,2,2,2,2,23.9592302709617,23.3855479214135,23.7310704869979,23.17136587847,22.9141230417215,23.9882417431428,-0.0197560855516,1
"467","sp|P51150|RAB7A_MOUSE",2,4,4,4,5,4,23.3741391051749,22.7630594528744,23.0591734570605,22.5285887209063,22.194480491161,23.3572218943946,0.00702567159296663,1
"468","sp|P19157|GSTP1_MOUSE",4,3,2,3,3,3,24.7099603100975,23.4577606059305,23.8657773449264,23.1509858702933,23.2123491367589,24.0912513547264,-0.362696320277533,1
"469","sp|Q9DCX2|ATP5H_MOUSE",4,3,3,4,2,3,23.2120394503866,22.7346666255373,22.7450589865119,22.2093284171466,21.9310361166105,23.1871813902355,0.0810139598034674,1
"470","sp|P62751|RL23A_MOUSE",4,5,2,3,2,3,24.3174399409562,23.2291057216231,23.7975693123795,23.0380984706929,22.6584909870804,23.9042399043652,-0.200685381244966,1
"471","sp|Q61191|HCFC1_MOUSE",4,1,NA,2,2,6,21.6833857438949,20.9462240687582,21.3334963358758,20.6667826788441,20.5659013857363,22.4470085414264,0.159077274507234,1
"472","sp|Q8BL97|SRSF7_MOUSE",4,3,2,1,2,4,24.4186267801604,23.1398445274135,23.5478172130878,22.8281172068724,22.7393451089189,23.8860543204537,-0.2839243491425,1
"473","sp|Q9JHJ0|TMOD3_MOUSE",4,2,1,2,3,4,22.3343749100196,22.0429189425198,22.1953484755086,21.7887074813124,21.4434765356746,22.439766346822,0.0993976164838012,1
"474","sp|Q920B9|SP16H_MOUSE",4,NA,2,2,2,3,22.279115318845,21.8115997873618,21.985555772913,21.399205287804,21.0654281328041,22.451175386171,0.1106270789249,1
"475","sp|Q99MN1|SYK_MOUSE",3,NA,1,4,1,6,22.2412036040716,21.6278408758452,21.8239900032368,21.6694790717075,21.2535517741095,22.5529859907801,0.177186852304967,1
"476","sp|Q9JM14|NT5C_MOUSE",5,2,3,3,1,3,22.8259909557715,21.6373691357522,21.6425776134204,21.2978352431136,21.51733683062,22.3934313092025,-0.219089903914533,1
"477","sp|Q64737|PUR2_MOUSE",2,NA,NA,2,NA,3,21.5482269140957,21.4987229907046,20.7699621039188,21.2796204987307,20.2951648156973,23.6178716438766,1.26095376653337,0.0503438238827168
"478","sp|D3YXK2|SAFB1_MOUSE",5,3,2,2,NA,2,23.0454835567627,21.882434183176,22.296922926491,21.6501134458264,21.3513490583191,22.3483011858022,-0.270968908922735,1
"479","sp|P19783|COX41_MOUSE",3,2,3,2,4,3,23.1832769079428,22.3233986910888,22.7895692645668,22.1396369069617,22.0909369938359,23.2246361793895,-0.1253704629685,1
"480","sp|O35643|AP1B1_MOUSE",2,3,1,4,2,4,22.3797662334174,22.0241609905148,21.9794035630058,21.8388707552003,20.9529547530511,22.5839269082235,0.378278034821435,0.992474729716506
"481","sp|P97426|ECP1_MOUSE",2,1,1,4,4,5,22.8754305557385,24.1449634475428,22.2538542639895,23.5181081554349,21.7584285942607,24.8991882713805,1.89151548678983,0.0028428743364728
"482","sp|Q9CZM2|RL15_MOUSE",4,3,2,2,3,4,23.7515011545657,23.5586455049071,23.4273232035233,23.0335569264823,22.6776629799095,24.0332374689031,0.256317520764667,1
"483","sp|Q9D0F9|PGM1_MOUSE",5,3,NA,NA,NA,1,22.1511584114016,20.915482073408,21.7360637104751,20.3956972929566,20.6307463763636,21.5731490469685,-0.544546694969066,0.741580317323197
"484","sp|P62267|RS23_MOUSE",3,2,2,3,2,4,23.3465837968264,23.0273939377366,22.816408026278,22.5221689121813,22.2922036594005,23.6483698712696,0.247579079560867,1
"485","sp|Q9JIF0|ANM1_MOUSE",4,2,2,2,2,4,23.1326738682145,22.5137938465714,22.5829785211729,21.9322107863282,21.7210660111607,22.7811068330889,-0.0698689781865352,1
"486","sp|Q8VE37|RCC1_MOUSE",3,4,2,2,2,2,22.4829777805002,21.7079766496736,22.4891563354462,21.6488495095284,21.622383328996,22.1717993878613,-0.355297299293034,1
"487","sp|Q9QUR6|PPCE_MOUSE",4,2,1,1,1,3,23.0176143277672,22.6451377029437,22.7898083308852,22.513780958053,20.9353271194799,21.7528810191149,0.0563499673264332,1
"488","sp|Q61881|MCM7_MOUSE",2,3,1,5,1,4,21.6932115994616,21.6062583525581,21.1044603860275,21.5834696070892,20.4867730490655,22.4449854096394,0.783422778244033,0.0947162496293483
"489","sp|Q9D6R2|IDH3A_MOUSE",5,5,4,4,3,3,23.24601191241,22.4063398395995,23.0641023114529,22.1860241408487,22.0951719576075,23.372392300667,-0.146843300118401,1
"490","sp|Q9ESX5|DKC1_MOUSE",5,2,2,2,3,3,22.7507942721162,21.6116374497472,22.1492476923432,21.406632174959,21.4123775727834,22.3511585610003,-0.314330450512099,1
"491","sp|Q9CPR4|RL17_MOUSE",2,2,1,2,NA,4,23.3723701134313,22.7675677062207,23.0154708620868,22.2710672955429,22.2960692852879,23.3275012491285,-0.105924669971301,1
"492","sp|P41241|CSK_MOUSE",3,3,2,4,3,4,22.4131764790867,21.9742197350061,22.1361428434846,21.6653097823632,21.5519588537538,22.5595530733208,0.0326014714549991,1
"493","sp|Q5XJY5|COPD_MOUSE",1,1,1,5,2,4,22.2472834666627,21.9527623056229,21.880860604885,21.6834447514674,21.2527139341258,22.587184295392,0.280844448936265,1
"494","sp|P10518|HEM2_MOUSE",3,3,1,4,2,5,22.6341129752808,21.7185944349506,22.2948593753493,21.6672655490782,21.0913346561469,22.9096764995225,0.0917431589247665,1
"495","sp|Q9WUM5|SUCA_MOUSE",4,1,1,2,NA,2,22.2910846796278,21.6051682961284,21.9530021013262,21.2950718907148,21.0958673246517,22.1373922310475,-0.100773895904999,1
"496","sp|Q9JMH6|TRXR1_MOUSE",4,3,NA,3,NA,3,21.9821853643428,20.9511007658844,21.2485621527473,20.2922769725776,20.3449748508722,21.3641421376693,-0.322734163943667,1
"497","sp|P46638|RB11B_MOUSE",3,3,3,2,2,3,23.4218654089635,22.7982037049714,23.1947069656776,22.5142590811228,22.2141129029182,23.3912005775004,-0.0423406379882347,1
"498","sp|Q3UP87|ELNE_MOUSE",4,4,2,2,1,4,22.9215302596964,21.8527395120029,23.0495537839098,21.7331559339924,21.7705714497233,22.5013654967392,-0.551464850198333,1
"499","sp|Q8R2S8|CD177_MOUSE",4,4,1,3,2,NA,22.6758297887626,21.4746416044286,22.2899511863822,21.2244050810387,21.066161144151,22.0286677589578,-0.434742558290233,1
"500","sp|Q99J77|SIAS_MOUSE",4,4,3,3,2,4,22.8161745975148,21.6440749901485,22.0247029388865,21.4901331622444,21.2488685851662,22.409457105451,-0.182026954574532,1
"501","sp|P70372|ELAV1_MOUSE",3,2,2,3,2,2,22.942274928996,22.4062405644532,22.7582816796996,22.221318948598,21.8376820162843,23.0800564591366,0.0564591157359663,1
"502","sp|O54786|DFFA_MOUSE",4,3,1,2,2,3,22.0699551455945,20.9589567389185,21.5816052798154,20.7588104980521,20.7639018488997,21.6184281848329,-0.359755617502033,1
"503","sp|P01899|HA11_MOUSE",5,3,3,3,5,4,23.1232389128112,22.7184680744089,22.5511583549931,22.2257322882592,21.8385697673128,23.3003071703785,0.243846832643166,1
"504","sp|P35486|ODPA_MOUSE",5,3,3,3,2,1,22.6671130583985,22.7583527495803,23.0942418632731,22.3923276434258,22.3955087711818,22.7844998613307,-0.073894479505532,1
"505","sp|Q6PDG5|SMRC2_MOUSE",3,4,1,2,3,2,21.4629150928024,20.9656816087418,21.5973856267952,20.9801095862776,20.8452878009635,21.9154897324633,-0.0147691976928013,1
"506","sp|P48025|KSYK_MOUSE",3,3,NA,3,1,5,22.1045038972498,21.9420799809716,22.0488427091446,21.7237202020478,21.3537655021804,22.44797624244,0.202221438961532,1
"507","sp|P26369|U2AF2_MOUSE",3,2,2,3,2,5,22.7655663503581,22.2715697444797,22.4948042028356,21.5993393486961,21.6103948742935,22.972231254844,-0.00920835982246733,1
"508","sp|P17918|PCNA_MOUSE",1,1,1,5,3,3,22.411391507399,22.389110594384,21.9677624069464,21.9749324990038,20.9912436412012,22.7489705966346,0.580872044825266,0.365743331868005
"509","sp|Q9CWK8|SNX2_MOUSE",3,4,2,4,3,4,22.3117311334164,21.8372182984326,22.1071867389673,21.6554350767332,21.2142660495688,22.4070431348832,0.0888375293654988,1
"510","sp|P62889|RL30_MOUSE",5,2,3,3,4,4,24.0954401643256,23.4469439460634,23.2431049617218,23.1831160429584,22.4980824912534,23.8816949327526,0.225042434824533,1
"511","sp|P28063|PSB8_MOUSE",4,3,2,2,2,2,23.0527045214896,22.1393618028687,22.5581850239559,21.9106155589204,21.4892539866345,22.5779748047458,-0.157397121848366,1
"512","sp|Q9DB20|ATPO_MOUSE",2,2,2,1,1,4,23.3169766888833,22.6597032890201,22.7522338295075,22.2212003348857,22.0485454099177,23.0933548564977,-0.0478324826349995,1
"513","sp|Q8K1I7|WIPF1_MOUSE",3,2,3,2,2,1,21.8622107331766,21.15489658411,21.3705197997185,20.8804616637754,20.8075132396162,21.8335303957544,-0.0571183762905001,1
"514","sp|P62996|TRA2B_MOUSE",4,1,2,4,1,4,23.0029900853344,22.0699805409278,22.6019548197975,21.9751860474366,21.866011754852,22.8947583803786,-0.177010563746965,1
"515","sp|P24270|CATA_MOUSE",4,1,NA,1,NA,2,21.7784083512512,20.6395017980136,20.7138605396503,20.264753837912,19.5280076254892,21.1780105572254,0.020663225586766,1
"516","sp|P62874|GBB1_MOUSE",4,4,3,5,3,4,23.2742760526224,22.5506642460256,22.9873995151602,22.4213755638662,22.2916952803193,23.0561183858438,-0.1750708841221,1
"517","sp|P35278|RAB5C_MOUSE",3,2,4,5,3,5,22.7059068612146,22.395887489338,22.5119895387709,21.8780322909629,21.5452233882523,22.9763387895983,0.162379593887133,1
"518","sp|P0DOV2|IFI4_MOUSE",4,4,3,3,3,2,22.0116092889596,21.5338525019738,22.0038441895467,21.0418155370694,21.3103707831286,22.3020538626282,-0.149367453321168,1
"519","sp|Q9Z2L7|CRLF3_MOUSE",3,3,2,3,1,4,22.7203354944927,22.4908146506917,22.7169885507307,22.1673562762141,22.1156790315592,23.837367689988,0.314178513370399,1
"520","sp|O08795|GLU2B_MOUSE",3,4,2,2,2,2,22.7224877879297,22.0114306552311,22.1931532401656,21.6529398068871,21.2969283861525,22.4499911585963,-0.0327359311777672,1
"521","sp|Q9D8Y0|EFHD2_MOUSE",3,NA,2,1,1,2,23.6454153534246,22.8468093171996,23.0808601316713,22.3362384877743,22.1144620039114,23.2185632361903,-0.146375482614367,1
"522","sp|P23198|CBX3_MOUSE",3,3,2,2,2,3,24.062173148959,22.5799160838941,23.3483560328572,22.5166803812553,22.5357607848231,23.2531355124428,-0.532185996349034,0.755827892363353
"523","sp|Q8CDN6|TXNL1_MOUSE",1,2,1,3,2,4,22.2098049482873,21.5520853064795,21.4425072028095,21.2445052390466,21.0201026805636,22.1257111086442,0.0832956075033001,1
"524","sp|P17095|HMGA1_MOUSE",4,3,2,3,2,3,23.3373656075349,22.067996556574,23.3105173739054,22.3799359417205,22.1084662307521,22.5901976589856,-0.572739684970768,1
"525","sp|P16045|LEG1_MOUSE",3,4,4,2,3,3,24.5584628716677,23.7804420475117,23.7136851057376,23.4958394159232,23.0417420246614,24.4477398316973,0.136710431021834,1
"526","sp|Q9R233|TPSN_MOUSE",NA,2,2,3,2,4,22.3760858997591,21.8851736259137,22.2951519263158,21.4726655564823,21.2957612287015,22.7665205175587,0.0524535483927669,1
"527","sp|P04441|HG2A_MOUSE",2,4,2,3,4,4,22.8036678202535,22.7148294984013,22.4766491855658,22.1921877465905,21.5656371682385,23.4445905523726,0.501884541102199,0.491999255487457
"528","sp|P62814|VATB2_MOUSE",3,3,NA,4,2,3,21.8510623530567,21.1977233335877,21.3653638296291,20.9121345539666,20.7472108032569,21.6733471442038,-0.0601439847282007,1
"529","sp|Q9JHU4|DYHC1_MOUSE",3,4,NA,2,NA,3,21.3144659709733,20.9760317615189,21.2073802016426,20.5361156950768,20.2799899545048,21.6967502365222,0.135687188665733,1
"530","sp|O08539|BIN1_MOUSE",4,NA,2,2,1,4,22.5081477850811,22.0005808404534,22.3317531592997,21.4420436867331,21.4610540971081,22.4904344670907,-0.122632015737234,1
"531","sp|Q5SQX6|CYFP2_MOUSE",4,4,1,4,4,5,21.9391239818324,20.8661992365041,21.7665740980604,21.4206509558837,20.8371164491873,22.4160653313363,0.0533669982146681,1
"532","sp|P28656|NP1L1_MOUSE",3,1,1,4,3,3,23.4078674259304,23.1062929593605,22.9313125584092,23.0580556562963,22.4186247214953,23.8363967535142,0.414313554445367,0.778188887057502
"533","sp|O88593|PGRP1_MOUSE",4,3,2,1,2,4,23.2763145633899,22.0624788526019,22.6202115458412,21.6767663101743,21.6250771601174,22.8956379596223,-0.295573382316667,1
"534","sp|P63330|PP2AA_MOUSE",3,1,1,3,NA,2,22.8894832607947,22.1101860184931,22.3233354645686,21.6139169055609,21.6211285097651,22.5313425491492,-0.192833920641734,1
"535","sp|P84099|RL19_MOUSE",4,3,1,2,2,2,23.9109557610382,23.2261547666342,23.458892305331,22.9906455267148,22.5630953515863,23.6154033360892,-0.033579929505765,1
"536","sp|Q9Z2N8|ACL6A_MOUSE",3,3,NA,1,1,3,22.0665579749298,21.2159836471377,21.6361656874729,20.7401675884305,20.8201758454165,21.7107778522803,-0.285323473323566,1
"537","sp|Q6NZB0|DNJC8_MOUSE",4,NA,NA,2,NA,3,23.4440789093474,22.404319381199,22.7932732756793,21.7916578403684,22.0813304814571,23.3379942168538,-0.261570409354201,1
"538","sp|P25206|MCM3_MOUSE",NA,NA,1,4,3,2,21.3890400706045,21.4651910942304,20.7425219288401,21.2694992597404,20.4654063573134,22.0157907053092,0.717837567507331,0.165451902274105
"539","sp|Q9WTM5|RUVB2_MOUSE",3,4,3,3,3,2,22.0188148203321,21.833308987542,21.9258499488383,21.41631575283,21.2441201929711,22.1717948076046,0.0775448619450323,1
"540","sp|B2RY56|RBM25_MOUSE",3,3,1,2,3,3,21.5050568925793,21.2550792978978,21.0147373367539,20.8962518307658,20.623897667958,21.8057392480207,0.271126159797699,1
"541","sp|O35326|SRSF5_MOUSE",3,3,1,4,1,1,23.5156021563499,22.6287634602854,22.7516066769725,22.1769133223662,22.0785471235079,22.9395440635749,-0.200178370201267,1
"542","sp|Q922Q8|LRC59_MOUSE",1,2,1,3,1,4,21.9644265404978,21.719609829669,21.6988019373752,21.6093734384317,21.0290200876709,22.2532492207931,0.2966613077833,1
"543","sp|O55135|IF6_MOUSE",4,3,1,1,2,3,23.1041828111308,22.7634567522626,21.9789667474204,22.34777408847,21.9254963087433,22.47510181881,0.192562264082699,1
"544","sp|Q9Z2I9|SUCB1_MOUSE",2,3,4,2,3,2,22.3588597550599,22.0091679246161,22.070661460674,21.5353910778293,21.2908277144428,21.877136477993,-0.0995511499127654,1
"545","sp|Q922B2|SYDC_MOUSE",4,3,3,4,2,2,22.1993575284214,22.0907989246475,22.1275417773313,21.4067194877918,21.2898358325972,22.2337242567047,0.0381691769313678,1
"546","sp|Q9DBC7|KAP0_MOUSE",3,4,3,3,3,3,21.5961957857458,21.0105578129784,21.3014060438209,20.9428836810819,20.7483775487329,21.9584171307288,0.0886264154965003,1
"547","sp|P56399|UBP5_MOUSE",2,1,1,2,1,3,22.4244870711416,21.7545334037611,21.822741777085,21.7034583724162,21.3530166219189,22.9359937349102,0.264580013647334,1
"548","sp|Q9DBH5|LMAN2_MOUSE",1,1,1,1,1,4,21.6353019708316,21.3211469446268,21.3326810033813,21.0004212959752,20.2867168019564,21.9616155499698,0.342828004800835,1
"549","sp|Q8C166|CPNE1_MOUSE",4,NA,1,2,1,2,22.4269178529555,22.0500371079921,22.11381543749,21.805944269712,21.484695445288,22.2935629987449,0.0413718802384994,1
"550","sp|Q61545|EWS_MOUSE",4,3,1,1,1,3,23.0366201925274,21.7312322164269,22.329121022539,21.3817507304562,21.3644372709774,22.4963963057574,-0.373599744467767,1
"551","sp|O35350|CAN1_MOUSE",2,3,NA,NA,NA,4,21.9150963326763,21.3243618655748,21.5486390855171,21.0777006056033,20.9764760219083,21.8939799790437,-0.0480563299599659,1
"552","sp|Q04447|KCRB_MOUSE",4,4,2,2,2,3,22.1034776747706,21.0123319582191,21.6143735332086,20.7159285854634,21.048861662387,21.7443996542861,-0.4313508907992,1
"553","sp|P54227|STMN1_MOUSE",4,2,2,4,1,3,22.4530561956993,22.4981108638131,21.6646273983747,21.856297857305,20.8584883614698,23.0317713591121,0.803336041562133,0.165451902274105
"554","sp|Q8BP67|RL24_MOUSE",2,4,1,2,2,3,23.1818962482952,22.3473922583989,22.9110017676966,22.179729021245,21.7276886682303,22.8095060489538,-0.161319785208133,1
"555","sp|Q9D2G2|ODO2_MOUSE",4,4,1,2,NA,3,22.2857182795316,21.1557175356493,21.5506837365416,20.7543232846777,20.6971765093876,21.5694866565611,-0.351350349524234,1
"556","sp|P51410|RL9_MOUSE",2,1,1,2,NA,2,23.0561436950744,22.6391934089367,22.5475330712878,22.2286698696722,22.023535594608,22.737207106385,-0.00738065865876673,1
"557","sp|P24668|MPRD_MOUSE",2,2,2,2,3,4,22.9106251650822,22.007702968027,22.2943207974961,21.6613856012091,21.6268428592607,22.5472981855481,-0.2051340223516,1
"558","sp|P63325|RS10_MOUSE",3,2,2,3,2,3,23.2633932889848,23.281374147097,23.7284182746628,22.5938883632754,22.6556025629877,23.8585130231992,0.0287871356454339,1
"559","sp|Q9D0M3|CY1_MOUSE",3,2,2,3,2,2,21.8786941986051,21.1843004493587,21.0685928091972,20.6733640752601,20.8081868816068,21.5703156229711,-0.109164580606399,1
"560","sp|Q9CZN7|GLYM_MOUSE",3,2,2,4,1,3,22.0473464463525,21.6470671759226,21.4917793482841,21.3109901906037,20.5953164492817,22.2154704933294,0.346361871979133,1
"561","sp|Q61166|MARE1_MOUSE",3,3,NA,3,3,3,21.8222406472575,21.3814346934556,21.6946748933258,21.3652263124074,21.0074821038408,21.8814064831722,0.0345566148703658,1
"562","sp|Q8VEE4|RFA1_MOUSE",1,NA,NA,2,NA,3,21.5984089941228,21.2986130344786,21.3501028875548,20.8921460740297,20.7346015109492,21.7216086499192,0.0764181219335664,1
"563","sp|Q8BVY0|RL1D1_MOUSE",3,2,NA,1,NA,3,22.2270027321115,21.694305701531,21.7874104027406,21.3002715557258,21.1627405871437,22.2106008979719,0.00934147774430016,1
"564","sp|O09167|RL21_MOUSE",3,2,NA,4,1,3,23.5334718493547,23.0537149645822,22.9039221961077,22.3282802001641,22.1736268182161,23.3364975703967,0.0358239571548324,1
"565","sp|P01831|THY1_MOUSE",3,3,3,2,2,2,24.236059313966,22.8496026745109,23.6415341798752,22.6768457068082,22.8460117788774,23.562783698576,-0.5447910642745,0.534212917059524
"566","sp|P12787|COX5A_MOUSE",1,NA,NA,2,2,3,23.2159478137522,22.3922654011838,22.797672013279,21.9125370727583,21.6758120253575,22.6197112091691,-0.254972723092501,1
"567","sp|P00405|COX2_MOUSE",3,4,3,3,3,4,23.3583939202003,22.8030857021529,22.8814484006246,22.6326941813739,22.4815285905762,23.4617342225746,0.0587143982334328,1
"568","sp|Q62093|SRSF2_MOUSE",5,2,1,2,2,1,24.1895829902015,22.9418911838788,23.5614455150091,22.7595842747314,22.3540837561675,23.6925143012673,-0.237040833833536,1
"569","sp|P63085|MK01_MOUSE",2,3,2,2,2,3,21.4664260249384,21.1676475303179,21.0460137242592,20.8641930378796,20.6413656035953,21.358199654951,0.0787449567851996,1
"570","sp|Q6ZWX6|IF2A_MOUSE",3,2,2,3,3,3,22.2737322948736,21.8701769317063,21.8642959259346,21.5106840168253,20.70866483239,22.0733637869503,0.202510560761234,1
"571","sp|P63028|TCTP_MOUSE",3,2,1,3,1,2,23.5902881340714,22.8289885944108,22.4023179511047,24.2744038905642,24.2517942899474,24.9420736254732,0.600355245108233,1
"572","sp|P10605|CATB_MOUSE",3,3,1,3,1,1,23.405905703777,22.0677394439914,22.7177359270194,21.4876273613611,21.9941370812996,22.4122449818166,-0.716722308308968,0.176345755209855
"573","sp|Q8VCM7|FIBG_MOUSE",3,2,2,2,1,4,21.9021879507175,21.3467268892534,21.6246884919743,20.9180825375396,21.2375331094573,22.593360231928,0.0312533688572998,1
"574","sp|P62830|RL23_MOUSE",3,1,1,2,1,2,24.0534876102918,23.5237311172476,23.3725445463855,22.8168775041504,22.505171528638,24.0679128810567,0.159105939046466,1
"575","sp|O88844|IDHC_MOUSE",3,2,2,2,NA,3,22.3490434705357,21.175847224644,21.5662862387178,20.6525815492989,20.9794822403123,21.5817968424363,-0.494862111062201,0.992474729716506
"576","sp|P41105|RL28_MOUSE",2,2,2,2,1,4,23.4575770169677,22.969171835338,23.2095301143316,22.0235724796822,21.9410597888893,23.4365713841109,-0.0596170736858343,1
"577","sp|Q9QYC0|ADDA_MOUSE",1,1,NA,1,NA,5,21.6917535278198,21.207528553841,21.3735603022092,20.5451009294454,21.0062872087517,22.3698594245527,0.0169626230194678,1
"578","sp|P28293|CATG_MOUSE",3,3,1,1,2,3,21.951424173301,21.504647594196,21.9040204477595,21.4128340525669,20.9614476595022,21.8387243079153,-0.0202287752948322,1
"579","sp|Q3UEB3|PUF60_MOUSE",2,2,1,1,1,2,22.0650502260457,21.7323125721235,21.2144381533634,21.4701367784415,20.4632414715895,21.9450948780089,0.468271459191766,1
"580","sp|P35441|TSP1_MOUSE",1,NA,NA,2,1,4,21.7343553926029,21.394147859945,20.9709999515107,20.9535068871537,20.8823080428333,21.9137802994177,0.224590553189833,1
"581","sp|Q3TBD2|HMHA1_MOUSE",2,4,2,1,NA,3,22.0426436294409,21.5000360930571,22.1440090403383,21.3084499975415,21.3916891070613,22.2052199197914,-0.188211922150166,1
"582","sp|P19536|COX5B_MOUSE",3,2,1,1,NA,4,23.0772302118434,22.3432280138218,22.7166112113827,21.932955594651,21.7505102158703,23.0470764714315,-0.0736971863973667,1
"583","sp|Q9ERK4|XPO2_MOUSE",3,1,1,2,1,3,21.631275989398,21.4418688485746,21.6402697635794,21.1245648331358,20.7354320700346,22.048282644837,0.202579501178466,1
"584","sp|O35841|API5_MOUSE",3,2,1,2,1,3,22.9984861886902,22.5668156648791,22.5514786312689,21.9552788400636,21.8012227654587,22.5689485872854,-0.0867148310632331,1
"585","sp|P62918|RL8_MOUSE",3,3,3,3,2,3,24.1259402860165,23.3132204604193,23.6970987542177,22.9176465085174,22.4209635286558,23.7719512315873,-0.0803947894553344,1
"586","sp|P00493|HPRT_MOUSE",3,4,NA,NA,NA,3,23.2121472394754,22.1066798633182,22.2826439101125,21.8186369792926,21.2972042821404,22.5668054474806,-0.0999577138789671,1
"587","sp|P49718|MCM5_MOUSE",2,1,1,3,2,3,21.4417580603535,21.3531139727561,20.8016332797394,21.3454071418305,20.2197970379735,22.0669681595622,0.767433632027467,0.0969592167069267
"588","sp|Q8R326|PSPC1_MOUSE",3,3,3,3,1,3,22.2518637638386,22.1454767987028,22.1220810308958,21.7969743344254,21.6097504757399,21.6665974165462,-0.124882240266634,1
"589","sp|P28076|PSB9_MOUSE",4,2,1,2,1,2,22.4823525334414,21.8427065485707,22.0646536380504,21.3737238399053,21.0563284555476,22.2729495099228,-0.0379849095468678,1
"590","sp|Q99MR6|SRRT_MOUSE",1,2,1,1,1,3,23.147358819064,22.005548312691,23.092527469733,21.5707340382274,21.7178343279959,22.3112377682632,-0.690066832537099,0.534212917059524
"591","sp|P70315|WASP_MOUSE",2,2,1,2,1,4,21.2633727993376,20.9944752447485,21.4078709259264,20.6891909647263,20.5341943384158,21.7614169117042,0.0798816858330665,1
"592","sp|Q922P9|GLYR1_MOUSE",1,3,1,3,2,2,21.2766384419521,20.7354501514369,21.3138346334432,20.262520292494,20.5645630687404,21.7654680155512,-0.130532561551201,1
"593","sp|Q91VR5|DDX1_MOUSE",1,3,2,2,2,3,21.5457238408843,21.6532244898582,20.9521215330658,21.0496491655968,21.0369751107506,21.942369171281,0.370140780678434,1
"594","sp|P57784|RU2A_MOUSE",2,3,1,2,3,2,22.7596911375544,21.7534142729763,22.4449337368664,20.7465601459748,21.6895590149166,22.2318495903406,-0.7207866266819,0.462754870556222
"595","sp|P61222|ABCE1_MOUSE",2,NA,NA,NA,NA,4,22.0544816068806,21.099474308836,21.683638677686,21.1351024000143,20.7872685029234,21.9841141888988,-0.102232629913633,1
"596","sp|Q9WUK2|IF4H_MOUSE",4,2,2,3,3,1,22.1575184090431,21.1625701940324,21.2144806943753,20.9244473729162,20.4922556477269,21.7248629088371,-0.0174580917865323,1
"597","sp|P62897|CYC_MOUSE",2,3,NA,1,1,2,22.5598091902901,22.2922736019386,22.1351988674993,21.9783380312725,21.8646064237926,22.8046182953951,0.171871815674733,1
"598","sp|Q9CS42|PRPS2_MOUSE",2,1,1,4,2,3,22.033074099765,21.4148178607154,21.465931282983,20.9513928675015,20.7737567685918,21.9109791761411,0.00147591767273407,1
"599","sp|O89086|RBM3_MOUSE",4,1,2,1,1,2,22.5066872366727,21.0815718562126,21.551342032568,20.9082872439963,21.0238286188163,22.0785427260264,-0.337818687273901,1
"600","sp|Q9D819|IPYR_MOUSE",2,3,1,3,2,1,22.269240418472,21.4572696472681,21.6706718072393,20.5502117807102,20.8147084070953,22.0692774985517,-0.225953902092201,1
"601","sp|Q9D051|ODPB_MOUSE",4,3,2,2,2,3,22.9254638919244,21.6973772956472,22.1524070929135,21.5013591789828,21.4142252115669,22.440758809423,-0.284200304117268,1
"602","sp|Q9CPU0|LGUL_MOUSE",2,2,3,3,1,2,23.1898378273983,21.8169778635411,22.6457669307017,21.2435145393058,21.8539316139741,22.0330391377109,-0.865334943838767,0.0643660468519145
