"","protein_group","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","abundance_control_1","abundance_infected_1","abundance_control_2","abundance_infected_2","abundance_control_3","abundance_infected_3","log_ratios_infected..vs.control.","differential_abundance_qvalue_infected..vs.control."
"603","sp|P62849|RS24_MOUSE",3,2,2,2,2,3,23.0555891061608,22.3992004626151,22.4981135427384,22.0982628074816,21.8993058408303,22.5668946150639,-0.129550201522966,1
"604","sp|P70441|NHRF1_MOUSE",3,1,2,3,3,1,22.3726971745253,21.7257879038289,22.1630415299589,21.2553222491382,20.8663109402085,22.3195303163011,-0.0338030584748334,1
"605","sp|Q9JKR6|HYOU1_MOUSE",NA,NA,NA,NA,NA,3,21.451001022185,21.6286616845171,20.5504734364051,20.5540801031707,20.5729719402625,22.3195788263587,0.642624738397966,1
"606","sp|Q8BH04|PCKGM_MOUSE",2,1,NA,NA,1,3,21.2138178311081,20.0556566146008,20.6457545093249,19.8926992748354,19.7427304765192,21.0924122978037,-0.187178209904098,1
"607","sp|P50446|K2C6A_MOUSE; sp|Q8BGZ7|K2C75_MOUSE; sp|Q9Z331|K2C6B_MOUSE",1,1,3,1,1,2,21.5294946578006,23.6340193337692,22.649326795335,22.1716934275346,23.2771629397453,23.1040404032812,0.484589590568033,1
"608","sp|P27048|RSMB_MOUSE; sp|P63163|RSMN_MOUSE",1,3,NA,1,2,4,22.9636815818724,21.4782316857011,22.0749210054915,20.9820506801155,21.1466421631862,22.3461256162464,-0.459612256162367,1
"609","sp|Q8BK64|AHSA1_MOUSE",2,NA,1,1,2,3,21.4202608193953,21.0219660902992,20.8405932514569,21.2093279708826,20.6375924596329,22.0455442143284,0.459463915008367,1
"610","sp|Q9CXW4|RL11_MOUSE",2,1,1,4,1,3,23.6773353303985,22.9741850680525,23.1411398412107,22.4965390602777,22.2977235961304,23.620703767758,-0.00825695721713278,1
"611","sp|P59999|ARPC4_MOUSE",3,3,2,4,3,3,25.1764702379438,24.4390826335442,24.745584265987,24.1066448832881,24.0572011578233,25.1817526662941,-0.0839251595425665,1
"612","sp|P34884|MIF_MOUSE",4,3,3,3,3,2,25.0453752333373,24.265445077936,24.4491461259135,23.891528320776,23.3486933099142,24.9565083889701,0.0900890395057002,1
"613","sp|P61027|RAB10_MOUSE",3,2,3,4,4,4,23.6691364711265,23.1733575103791,23.2839269649736,22.9363476873288,22.436633141728,23.6843941095497,0.134800909809834,1
"614","sp|Q9ESY9|GILT_MOUSE",3,2,1,1,NA,3,22.740343125949,21.7039616421975,21.7750584368346,21.658806277061,20.8002822920915,22.4673720856358,0.171485383339734,1
"615","sp|P62245|RS15A_MOUSE",4,2,2,3,3,3,23.8257052198175,23.0005191222144,23.3130294294743,22.7889446997089,22.424391087425,23.6143731961844,-0.0530962395363683,1
"616","sp|Q9CPW4|ARPC5_MOUSE",2,2,2,3,1,3,23.8649855996238,23.0214941094938,23.3776234696475,22.4970814230379,22.2613420215343,23.6640177416761,-0.107119272199265,1
"617","sp|Q60973|RBBP7_MOUSE",2,1,NA,2,NA,3,23.0547872887826,22.5210893899334,22.4545489393437,21.9391596809802,21.9007301134361,22.9854523230021,0.0118783507844344,1
"618","sp|Q91WN1|DNJC9_MOUSE",2,2,2,1,1,3,21.8450985354015,21.4066983411865,22.2463201918294,21.5569954785791,21.3591255341033,21.9382243946784,-0.1828753489634,1
"619","sp|Q8VH51|RBM39_MOUSE",3,1,NA,3,NA,NA,22.0371682085995,21.6977901296105,22.1057514071316,21.3775346427411,21.2004192721636,22.2770645843205,0.00301682292579978,1
"620","sp|Q08093|CNN2_MOUSE",1,2,2,4,1,3,22.9841261870417,22.996064834429,22.7439407972118,22.0739753083719,22.5125819428298,23.3258006200855,0.0517306119343661,1
"621","sp|Q8BJY1|PSMD5_MOUSE",2,2,NA,4,1,2,21.4386565915475,21.1229012800753,21.1432636222427,19.8275015571937,20.4569548248002,21.4660684931487,-0.207467902724233,1
"622","sp|Q8VCT3|AMPB_MOUSE",2,1,1,4,1,2,22.2615065918486,21.2967619271849,21.7747442376415,20.5948166262327,20.4696606949409,21.1664665305086,-0.482622146834933,1
"623","sp|Q61081|CDC37_MOUSE",3,2,NA,2,NA,4,22.5998635940258,21.960833530297,22.158030395749,21.5118206837882,21.4284493752757,22.6367329154235,-0.0256520785139334,1
"624","sp|Q9D6J6|NDUV2_MOUSE",3,1,2,2,1,2,22.3420790096933,21.3796332548632,21.6774208253848,20.8652733856306,20.9388578213271,21.6769078870287,-0.345514376294233,1
"625","sp|Q9R1P1|PSB3_MOUSE",4,1,2,1,1,3,22.8403743692278,21.6119789001284,22.3172402197012,21.0309186522662,21.1770017099477,22.4452889655986,-0.415476593627833,1
"626","sp|Q9Z0X1|AIFM1_MOUSE",3,1,NA,2,2,2,21.2614446111615,20.8196003476568,21.0567736360461,20.3997853665655,20.1439243672808,21.1156969680519,-0.0423533107380673,1
"627","sp|Q62418|DBNL_MOUSE",2,2,2,4,3,2,22.0118697781604,21.4058950596438,21.3166505563473,21.0624592539346,20.8494515894825,21.8833295107216,0.0579039667699336,1
"628","sp|Q8K4Z5|SF3A1_MOUSE",3,4,1,2,1,3,21.9988373588872,21.6457261486125,21.7248141043954,21.283592991599,21.1709446128317,21.8742265394465,-0.0303501321521,1
"629","sp|Q9D8U8|SNX5_MOUSE",2,1,2,3,2,4,21.0399115278317,21.043554683241,20.8469892714739,20.7326184458366,20.2271411461297,21.6256245752001,0.429251919614134,0.63463161641064
"630","sp|Q9CR16|PPID_MOUSE",3,1,1,2,1,3,22.0988924526551,21.5092872970609,21.4743046725436,21.4086505652401,20.7035488767751,22.0024498753791,0.214547245235435,1
"631","sp|P62960|YBOX1_MOUSE",4,1,2,3,1,2,22.8641421164238,22.284519845655,22.3370177745779,21.8564705528696,21.4969465217346,22.5629178212353,0.00193393567453271,1
"632","sp|Q61093|CY24B_MOUSE",NA,NA,NA,NA,2,3,21.5683759873225,21.1564778425889,20.687955165155,20.6476531885923,20.1502184722316,21.4909396022399,0.296173669570667,1
"633","sp|Q9CQI3|GMFB_MOUSE",1,3,2,2,2,NA,23.2523609605826,22.0299741461131,22.4053649603618,21.8685119269231,21.8740387844187,22.8866362835253,-0.248880782933867,1
"634","sp|P24063|ITAL_MOUSE",2,3,1,2,1,2,21.6014680600999,20.6478939195375,20.8233132941014,20.1118778173923,20.0205025486479,21.0363396497912,-0.216390838709401,1
"635","sp|Q7TMK9|HNRPQ_MOUSE",2,1,2,2,1,NA,22.745613499558,22.7330616766316,22.6271377490466,22.3291859125598,21.9062878425033,23.7011192335249,0.494775910536133,0.63463161641064
"636","sp|P99026|PSB4_MOUSE",4,4,2,3,1,3,23.0459359274621,22.0986721081016,22.3872633628688,21.5831460234429,21.5088309717551,22.5395959432677,-0.240205395757934,1
"637","sp|P63280|UBC9_MOUSE",4,2,1,3,NA,4,22.2913354155328,22.0037534499694,21.8867048382974,21.3331421078524,21.4126922014054,22.2900270053709,0.0120633693190323,1
"638","sp|O35658|C1QBP_MOUSE",2,3,1,2,1,2,22.5601241693154,21.6370414946517,21.8590345200513,20.6609018463694,21.2082551996371,22.030649121034,-0.432940475649568,1
"639","sp|Q9JIX8|ACINU_MOUSE",NA,1,3,2,2,2,21.9028101718174,21.0613375689757,21.8116077242924,21.1185669483424,20.8248459246003,21.8015013528772,-0.1859526501716,1
"640","sp|P61164|ACTZ_MOUSE",2,3,1,2,2,2,21.944144572486,21.3633113252459,21.0864406189761,20.7950851520928,20.5819705713003,21.7638815925907,0.103240769055667,1
"641","sp|Q61207|SAP_MOUSE",4,3,NA,1,1,1,23.3073459155644,22.1708634920898,22.614905147029,21.5233927750293,21.4318671206247,22.0976913915532,-0.520723508181932,1
"642","sp|O08547|SC22B_MOUSE",3,1,1,1,NA,2,21.6353423843322,21.0673046931539,21.5462137556985,20.3427797506817,20.4549798549888,22.0787891271946,-0.0492208079964331,1
"643","sp|Q9Z1F9|SAE2_MOUSE",3,2,1,3,2,2,22.211093797874,21.5051272991027,21.6239035873261,20.8737097554155,20.5835140192778,21.8310820139022,-0.0695307786858332,1
"644","sp|E9PV24|FIBA_MOUSE",2,1,2,2,1,3,21.4123399678115,20.7375929192604,21.1231637497784,20.5237864982735,20.6430327451413,21.9080418237175,-0.00303840715993431,1
"645","sp|Q9CQR2|RS21_MOUSE",1,2,3,2,2,2,23.1403706256011,22.3761866091423,22.8145983069398,22.3084100002627,21.7592762379705,23.2449811777317,0.0717775388751001,1
"646","sp|Q9Z1D1|EIF3G_MOUSE",2,2,2,1,2,NA,21.617535284637,21.4104560098127,21.0473219809167,21.0376076110171,20.4536662625258,21.7340234126105,0.354521168453601,1
"647","sp|Q61096|PRTN3_MOUSE",4,4,NA,3,NA,2,21.7564223503682,20.998737356386,21.3992976153375,20.3221253798947,19.9046349009457,21.1643855584582,-0.191702190637501,1
"648","sp|P67984|RL22_MOUSE",3,3,2,3,2,3,24.5875482916213,23.636100176922,24.0537202668786,22.9912089483364,22.8656373791343,24.223839543543,-0.218585756277599,1
"649","sp|P61089|UBE2N_MOUSE",3,2,3,3,3,3,23.257680466786,22.6858866823654,23.2040845203546,22.6932763755466,22.3923217469075,23.6242977108131,0.0497913448923342,1
"650","sp|Q9WVA3|BUB3_MOUSE",1,NA,NA,2,1,4,21.9243439779354,21.2419127620537,21.7109778052584,20.9766951329932,20.9461038308531,22.0965031633078,-0.0887715185640658,1
"651","sp|Q91YT0|NDUV1_MOUSE",1,2,NA,3,NA,2,21.6760590785395,20.9171578902213,21.4000082613018,20.5989177940161,20.6933309341122,21.6915744264011,-0.187249387771666,1
"652","sp|Q99L47|F10A1_MOUSE",2,1,NA,2,NA,2,22.9459677852688,22.2221166822291,22.5523011185548,21.647296141189,21.4672612483178,22.4300839492501,-0.222011126491067,1
"653","sp|P97310|MCM2_MOUSE",NA,NA,NA,1,1,4,20.711764424237,20.6053530206054,20.2258825888619,20.3114787954475,19.4984366869241,21.2729611815322,0.584569765854032,0.267484062072068
"654","sp|P62315|SMD1_MOUSE",2,2,2,3,1,2,23.1116830049014,22.3870843880986,22.9832189155471,22.4505091417973,22.2964282514224,22.9567944359675,-0.198980735335834,1
"655","sp|Q62422|OSTF1_MOUSE",2,NA,1,3,NA,2,23.3708073802412,22.5038201587351,22.6181948155993,22.2797352554773,22.1495885185602,23.7406448358459,0.128536511885866,1
"656","sp|O09159|MA2B1_MOUSE",2,NA,NA,2,1,2,21.8018144158036,20.9465169737105,20.753144915638,20.1739674221503,19.8651578249193,21.4331500024207,0.0445057473068668,1
"657","sp|P11672|NGAL_MOUSE",2,3,NA,1,NA,1,22.3972168564868,21.5576628198002,22.1641794448385,21.2233154762658,21.2318355310209,21.8309275225936,-0.393775337895532,1
"658","sp|P61087|UBE2K_MOUSE",2,2,1,2,3,4,20.8538513020291,21.0729452797892,20.9190141456644,20.7019405309885,19.9918961615079,21.5784241759064,0.529516125827567,0.491999255487457
"659","sp|Q9JM76|ARPC3_MOUSE",3,2,1,2,NA,2,23.4146372401318,22.3209269461555,22.4912891887886,22.1640495919517,22.0224502776756,23.5898788947264,0.0488262420792,1
"660","sp|P11911|CD79A_MOUSE",3,2,NA,3,2,2,21.0572176874439,20.7210720624682,20.8077856988474,20.36457152396,20.015577874551,21.1992931188821,0.134785148156,1
"661","sp|P55258|RAB8A_MOUSE",4,3,3,3,3,3,23.5083546733104,23.1194150038023,23.4368308499817,22.8291407766049,22.5013605154336,23.5666937480185,0.022901163233333,1
"662","sp|P46460|NSF_MOUSE",2,1,2,3,1,2,21.682252887559,21.153166362143,21.494168554403,20.9835477282298,20.5811412642036,21.5147030998718,-0.0353818386403321,1
"663","sp|Q91VD9|NDUS1_MOUSE",2,1,2,3,1,3,21.8550113944184,21.2133998824332,21.5740102247237,21.2378068903351,20.6681670547732,21.7641218141012,0.0393799709847329,1
"664","sp|P10711|TCEA1_MOUSE",3,3,1,3,2,3,21.9065433781844,20.842388135638,21.4763300294204,20.7919692718785,20.6952082203128,21.6882428377706,-0.2518271275435,1
"665","sp|P63005|LIS1_MOUSE",1,2,NA,2,NA,2,22.1967383860388,21.286029193088,21.6802841837132,21.0036074656295,21.2274761059925,21.9397175671978,-0.291714816609733,1
"666","sp|P29391|FRIL1_MOUSE",3,2,1,NA,1,2,22.568489876056,19.9107150097884,22.028727947516,19.4688491084096,20.9779645503025,20.3487797438835,-1.94894617059767,0.000686729735371484
"667","sp|Q07076|ANXA7_MOUSE",1,1,NA,1,NA,4,21.5488045089448,21.1373223364675,21.164292404274,20.4462987219167,20.348305643892,21.9243401718438,0.148852891039065,1
"668","sp|Q8CGF7|TCRG1_MOUSE",2,1,2,3,1,2,21.2177710769649,21.132960601993,21.1908305092054,20.790140053094,20.8331387098136,21.4794224494993,0.0535942695341317,1
"669","sp|Q9CZD3|GARS_MOUSE",2,1,NA,2,1,2,20.8203788258942,20.74064947166,20.0004137309282,20.0828183908814,19.7031015717714,21.0700686838421,0.456547472596566,0.939523311070833
"670","sp|P29758|OAT_MOUSE",4,1,NA,2,NA,2,22.392444258503,21.8563058370935,22.023293618673,21.4019845214842,21.2333597298484,22.0456523584416,-0.115051630001701,1
"671","sp|P23116|EIF3A_MOUSE",2,1,NA,2,NA,3,21.7814289552052,21.1605014398051,20.9989472541543,20.9357662894863,20.4463355782936,21.8770206463058,0.248858862648034,1
"672","sp|Q6NVF9|CPSF6_MOUSE",2,2,2,1,1,1,21.9638768952133,20.6470564175048,21.4679573545394,20.9905428739243,20.9839748988068,21.7830816639673,-0.331709397721032,1
"673","sp|P21958|TAP1_MOUSE",NA,NA,1,2,NA,3,21.6981779353285,21.7104367229635,21.8375315023777,20.8002888180561,20.7165918457494,22.5398652094437,0.266096489002567,1
"674","sp|P20108|PRDX3_MOUSE",4,2,1,1,2,3,22.5309852770885,21.3543642728175,21.8714658349209,21.2054013098829,21.0904264756585,21.5464767262127,-0.462211759584934,1
"675","sp|Q9DCN2|NB5R3_MOUSE",1,2,2,2,1,4,21.6664342360107,21.2481658798082,21.2781113777098,20.7185435367087,20.6592814786388,21.6466063898668,0.00316290467480111,1
"676","sp|P99028|QCR6_MOUSE",3,2,2,1,2,2,22.7788218955928,21.600815465136,22.5534231728037,22.1845786180921,21.5813565666959,23.0395613472931,-0.029548734857066,1
"677","sp|P23492|PNPH_MOUSE",2,2,1,1,1,2,21.8653892202892,20.9079443038464,21.3064879912634,20.5333707242919,20.5891445549481,21.4907287325747,-0.276326001929233,1
"678","sp|Q9CQM9|GLRX3_MOUSE",NA,1,NA,2,1,4,20.6434340093877,21.1589917490654,20.5361688284943,21.0823733857491,19.9130106352754,21.4669271921023,0.871892951253134,0.0969592167069267
"679","sp|Q9Z0H4|CELF2_MOUSE",2,2,NA,1,NA,4,21.7375147334361,21.4437912832698,21.3574285073997,21.0058455266299,20.9133096377076,21.8994546561826,0.113612862512967,1
"680","sp|O54941|SMCE1_MOUSE",1,2,NA,1,NA,3,21.1873064590224,20.1576186315229,21.0753196784883,19.8477096287093,20.3345497750696,21.1359849309904,-0.485287573785899,1
"681","sp|Q9DCJ5|NDUA8_MOUSE",2,2,NA,1,NA,2,21.7608445895555,20.544597077127,20.4411103804567,19.9911635193206,19.9624055237884,20.3720706187912,-0.418843092853933,1
"682","sp|Q9JJU8|SH3L1_MOUSE",3,1,NA,1,NA,2,21.9714012028491,21.0417737691153,21.692707650693,21.2925173911844,20.8775418587372,22.0530936324983,-0.0514219731604335,1
"683","sp|Q9WUA2|SYFB_MOUSE",2,NA,NA,3,NA,2,21.1529297134998,20.8351815810506,21.0584565392418,20.0780287863662,20.0276230858643,21.429992039243,0.0347310226846342,1
"684","sp|Q62348|TSN_MOUSE",3,2,1,1,1,1,21.6947547980529,20.7930180085037,21.799792171791,21.0736109107273,20.6783930641621,22.0514723352878,-0.0849462598290671,1
"685","sp|O08997|ATOX1_MOUSE",3,3,2,2,2,2,23.9373495722763,22.7851012027219,23.4666612604106,22.0770005009474,22.2687884050894,23.3667665573194,-0.481310325595866,1
"686","sp|Q61074|PPM1G_MOUSE",2,1,NA,3,NA,2,21.3076670714643,20.55759446833,20.7077306852528,20.0656389877184,19.7121584610728,21.3794555785013,0.0917109389199335,1
"687","sp|P10922|H10_MOUSE",3,1,3,3,1,1,23.3601787819161,22.5740184272467,23.1750079461818,22.1865972902599,22.3916343097818,23.02768280513,-0.379507505081034,1
"688","sp|Q9CYN2|SPCS2_MOUSE",3,2,1,1,1,2,21.2374514172989,20.6546294735416,20.735750196909,20.3343783201207,19.992484242501,21.8495921761133,0.290971371022234,1
"689","sp|Q9D1R9|RL34_MOUSE",3,1,2,2,1,2,23.5868386429013,22.8340636049241,23.0964976942308,22.58794915352,22.1802905611453,23.4678264171984,0.00873742578836811,1
"690","sp|P06240|LCK_MOUSE",2,3,NA,2,NA,2,21.550277199083,20.7701248767735,21.1862788516483,20.493342044197,20.5853091760894,21.5012977009082,-0.185700201647332,1
"691","sp|P62320|SMD3_MOUSE",3,2,2,2,2,2,23.6319576812747,22.9947474728574,23.4234075592334,22.8162542019435,22.7116648732619,23.9191008209817,-0.0123092059957983,1
"692","sp|Q8K1J6|TRNT1_MOUSE",3,2,NA,2,NA,2,21.7109091960354,20.3770304365025,21.0230441548395,20.2625413619891,20.1433483340876,20.9916585066807,-0.415357126596733,1
"693","sp|Q9JKB1|UCHL3_MOUSE",4,1,1,1,1,2,21.8129762407655,20.9981150431637,21.2337176749737,20.3630985945557,20.5110741079483,21.3880023027549,-0.269517361071067,1
"694","sp|Q8CAQ8|MIC60_MOUSE",NA,1,1,3,1,2,21.6081110835949,20.9749821973078,21.1579337473115,20.8179887804529,20.4896853126124,21.6477853571636,0.0616753971351661,1
"695","sp|Q9JI11|STK4_MOUSE",2,NA,NA,1,NA,2,22.0279194915439,21.1132434717399,21.7017448199328,21.0276342146616,21.1816976252652,22.1736573142361,-0.198942312034768,1
"696","sp|P04104|K2C1_MOUSE",1,NA,2,2,NA,NA,23.0135634310436,23.4411455961853,23.91613732263,21.2938046061002,24.5384946942859,22.4040391843114,-1.44306868712087,1
"697","sp|Q9Z2I8|SUCB2_MOUSE",4,NA,NA,1,NA,NA,21.5726450681237,21.0246216173399,21.1491799206644,20.5958868784596,20.5177145562181,21.4447473710275,-0.0580945593930657,1
"698","sp|P97861|KRT86_MOUSE; sp|Q9ERE2|KRT81_MOUSE",NA,NA,NA,NA,3,1,19.3997891417245,22.2536448213845,19.4484282830385,22.3270779591947,17.0919668152713,23.0710221834972,3.9038535746807,5.63004620144499e-11
"699","sp|Q8BYW1|RHG25_MOUSE",2,3,NA,2,1,3,21.5006063174459,21.099875081514,21.3024622449829,20.566068210561,20.1774275921965,21.5170215029904,0.0674895468133651,1
"700","sp|P16110|LEG3_MOUSE",1,2,NA,2,2,1,21.4729862676828,21.0736378760382,21.1125995402683,20.8265075624159,20.5136683291842,21.5938107626504,0.131567354656402,1
"701","sp|Q9CSU0|RPR1B_MOUSE",2,1,1,NA,1,2,21.4650787187355,20.7457495007024,21.2910502422015,20.1990576251141,20.2499146258419,21.2649696891999,-0.265422257254167,1
"702","sp|P54728|RD23B_MOUSE",3,1,1,1,1,2,21.7332437709289,20.9439189449438,21.4332268091456,20.6975557842151,20.5995188098167,21.6226012770785,-0.167304461217935,1
"703","sp|P56376|ACYP1_MOUSE",2,1,NA,1,NA,2,22.2556229274996,20.9006881960936,21.6447472524654,20.6163376037187,20.7234957600088,21.4503067539738,-0.5521777953959,0.592363503950347
"704","sp|O55143|AT2A2_MOUSE",2,1,NA,1,1,2,21.2817548962697,20.8083388225502,20.9031959042934,20.6060302333016,20.4753078146289,21.53287381759,0.0956614194166008,1
"705","sp|Q9CQM5|TXD17_MOUSE",3,2,2,1,2,1,21.9282041618306,20.575132958946,21.1703829376646,20.3650198837982,19.9923806900189,21.2178490111318,-0.310988645212699,1
"706","sp|Q99JI4|PSMD6_MOUSE",2,NA,NA,1,NA,3,20.9113563264518,20.3906480014797,20.5646084202765,19.4297930033726,19.8123520338977,20.7824515839463,-0.228474730609133,1
"707","sp|P50543|S10AB_MOUSE",3,2,2,2,1,3,23.3008552458137,22.4861868885145,22.5296705111938,22.0670316965491,22.1270043646473,24.3920078863206,0.329232116576467,1
"708","sp|Q9CR62|M2OM_MOUSE",3,2,1,1,1,NA,21.9309588116615,21.3331369200521,21.6835782860098,20.9338748566585,20.6770119134938,21.9202459858038,-0.0347637495502345,1
"709","sp|P01027|CO3_MOUSE",3,2,NA,NA,NA,NA,21.0918511467256,19.9251539865913,20.6428949681633,19.3367549723495,19.5491612792818,20.1677680206568,-0.6180768048577,0.701751127436852
"710","sp|Q8C1B7|SEP11_MOUSE",3,1,NA,1,1,1,21.6890968840932,20.8076420553713,21.4665502440041,20.2729728530472,20.1727394067474,21.7941354113088,-0.1512120717058,1
"711","sp|Q9Z2T6|KRT85_MOUSE",1,NA,NA,1,2,1,20.696190632766,22.5249283166593,21.0892370963508,22.304616054633,20.5480566017661,23.0479080387041,1.8479893597045,0.003574485921492
"712","sp|P35585|AP1M1_MOUSE",NA,1,NA,4,NA,2,21.1817388683271,21.0424197005603,20.2318806375196,20.4740121142189,19.8464983048277,21.3922443037303,0.549519435945034,0.630487923616458
"713","sp|O55142|RL35A_MOUSE",3,2,NA,3,3,2,23.1885517217355,22.8347988323984,22.6925077033063,22.2901299665232,21.8488517509832,23.3215026158673,0.238840079587965,1
"714","sp|P15702|LEUK_MOUSE",2,2,1,3,2,2,22.0950883944272,20.7602897074263,21.6322799324635,20.773429407197,20.9433361191015,21.7301641144932,-0.468940405625234,1
"715","sp|P97450|ATP5J_MOUSE",3,2,NA,1,NA,1,22.4254168470922,21.2734629714307,21.9258091207806,20.6603564445062,20.8360122037589,22.0896471874439,-0.387923856083634,1
"716","sp|P56395|CYB5_MOUSE",2,1,2,2,1,1,21.8277323815163,20.9525416654776,21.6108809968101,20.4221110983372,20.5084701357226,21.3755952385033,-0.398945170576965,1
"717","sp|Q9WUM3|COR1B_MOUSE",1,2,NA,1,NA,2,22.5040015949357,21.6390965627735,21.7360868392122,20.9851694699305,21.226343099473,22.3142217131897,-0.175981262575733,1
"718","sp|O35955|PSB10_MOUSE",3,3,3,3,3,1,22.4254902249425,21.6171997439307,22.0812617188331,21.2843307660586,21.1604445048235,22.2690608860624,-0.165535017515799,1
"719","sp|Q6ZWM4|LSM8_MOUSE",3,2,2,2,2,3,22.7443516089651,22.023541178189,22.2061873186461,21.2215136663825,21.2951164645045,22.2998562658836,-0.2335814272202,1
"720","sp|Q3TXS7|PSMD1_MOUSE",2,2,2,2,2,1,21.4152913663297,21.2958670036124,21.3077630847247,20.9721352612094,20.266711634722,21.5930002077029,0.290412128916099,1
"721","sp|Q9EQH3|VPS35_MOUSE",2,2,1,1,NA,2,21.5507682706719,20.810530748347,21.1701376327654,20.4950237520306,20.4010943477054,21.2356613441722,-0.193594802197633,1
"722","sp|P08030|APT_MOUSE",3,1,2,2,1,3,21.724441304704,21.5596919305326,21.8213843462776,21.2925182337026,20.791113290608,22.5746228594982,0.363298027381267,1
"723","sp|Q9JK81|MYG1_MOUSE",3,1,NA,1,1,2,20.4350699625566,19.4156112912647,20.1398370348643,19.0751247571564,19.0736697369463,19.9761074755375,-0.393911070136201,1
"724","sp|Q62425|NDUA4_MOUSE",2,3,1,2,2,3,23.2824295560059,22.8961338273408,22.7767281927222,22.3832971778489,22.1196155819264,23.4765491941982,0.192402289577799,1
"725","sp|Q8QZY1|EIF3L_MOUSE",1,3,2,2,2,1,20.7571284105743,20.5113935178899,20.4104891351301,20.1008135869925,19.8347253515811,20.8767199311795,0.162194712925468,1
"726","sp|Q9Z0N1|IF2G_MOUSE",3,2,NA,1,1,1,21.7693405945184,21.2189941726151,21.4522727915982,21.2734419128563,20.5932390558439,21.6024823067922,0.0933553167677002,1
"727","sp|Q8BV49|IFIX_MOUSE",2,3,1,2,1,3,21.8367630015684,21.2346049139876,21.506548872504,20.7031512134471,20.4817196256599,21.8929068492132,0.00187715897186772,1
"728","sp|Q9CQN1|TRAP1_MOUSE",NA,NA,NA,4,NA,1,20.9306618247148,20.5572920265597,20.5784853330126,20.2089032137466,19.732051662447,20.9705430272545,0.165179815795466,1
"729","sp|Q9JJI8|RL38_MOUSE",3,NA,NA,NA,NA,2,22.3070042528381,21.3336079781663,21.565156828424,21.3358534557279,20.8540745277291,22.0713585912701,0.00486147205769901,1
"730","sp|Q9JII6|AK1A1_MOUSE",3,3,1,2,2,3,21.684437237621,20.6543402553767,21.0831014118238,20.3006492999943,20.4878417507742,21.1274112609833,-0.390993194621567,1
"731","sp|P13634|CAH1_MOUSE",2,NA,NA,2,NA,1,21.0140300081684,20.4812869017262,20.4193039215767,19.96204979282,19.5411578484059,21.0923984249341,0.187081113776434,1
"732","sp|P54822|PUR8_MOUSE",3,1,1,2,1,2,21.5316268040479,20.6327449835767,21.092153530693,19.9074041590404,20.024984901485,21.0892897988564,-0.339775431584133,1
"733","sp|Q61035|HARS1_MOUSE",2,2,NA,1,1,2,21.6009573242096,20.9195442301595,21.0752369163748,20.7533017366994,20.3346407373247,21.5550370200764,0.0723493363420668,1
"734","sp|Q922V4|PLRG1_MOUSE",1,NA,NA,2,2,2,21.2046226331871,20.4172262092364,20.9188142967202,20.249930534851,20.0835982917885,21.03353928338,-0.168779731409466,1
"735","sp|P62855|RS26_MOUSE",3,2,1,3,3,2,24.124652385261,23.1168785392019,23.8355813901628,22.9095730475584,22.5444865927673,23.8714835076033,-0.2022617579425,1
"736","sp|Q9D1J3|SARNP_MOUSE",2,2,3,1,2,2,22.3929382612009,21.4476762778829,22.2078606525561,21.2559768322217,21.3946418030394,22.3523367333769,-0.313150291104966,1
"737","sp|Q9JHK5|PLEK_MOUSE",2,1,1,1,NA,2,21.6471072611951,21.2232720163841,20.2727062293144,21.1745417232881,20.5814013979898,21.4083354426327,0.4349780979352,1
"738","sp|P18242|CATD_MOUSE",2,2,1,1,2,2,22.4611499211458,23.0510890946653,23.2914590808735,22.3616753010892,22.1590721538243,23.360303115738,0.287128785216299,1
"739","sp|P16125|LDHB_MOUSE",3,2,1,1,1,1,24.5563922684729,23.2257737622011,23.7557376357776,22.8681646754526,22.9137399499601,23.6674780127668,-0.4881511345967,1
"740","sp|O70145|NCF2_MOUSE",NA,2,1,3,2,3,20.8792612796925,20.744112179795,20.4650626465801,20.2008332228194,20.0842212342246,21.4522829733018,0.322894405139666,1
"741","sp|Q3TYS2|CYBC1_MOUSE",2,1,1,1,NA,2,21.2484832543189,20.7297109738904,21.3420027567892,20.1272794794474,19.9630694652546,21.3143528374583,-0.127404061855533,1
"742","sp|Q99KV1|DJB11_MOUSE",2,2,NA,2,2,3,21.172584381677,20.7388354843,20.7071146467671,20.696352494603,19.9617147150745,21.2976302705313,0.297134835305234,1
"743","sp|P47964|RL36_MOUSE",3,2,2,3,3,3,23.266220933012,22.4873632555499,22.7773672988922,21.8062058169924,21.4689373285198,23.0717428677592,-0.0490712067075011,1
"744","sp|Q9QYR9|ACOT2_MOUSE",2,3,NA,1,NA,2,21.2882601896925,20.3377520053873,20.8515824513383,20.0165345768999,20.3776363100444,21.5139062247551,-0.216428714677633,1
"745","sp|P62858|RS28_MOUSE",2,2,3,2,3,1,23.5870614545558,22.3160895242827,23.0401067420943,22.6933119001121,22.3668489811839,23.0957234498055,-0.296297434544567,1
"746","sp|Q99JR1|SFXN1_MOUSE",1,1,1,2,1,2,21.509354356015,20.8960507478793,20.84918477929,20.480646002865,20.3266756693219,21.3983611558883,0.0299477006685673,1
