"protein_group","abundance_control_1","abundance_control_2","abundance_control_3","abundance_infected_1","abundance_infected_2","abundance_infected_3","number_of_peptides_control_1","number_of_peptides_control_2","number_of_peptides_control_3","number_of_peptides_infected_1","number_of_peptides_infected_2","number_of_peptides_infected_3","differential_abundance_pvalue_control_vs_infected","differential_abundance_qvalue_control_vs_infected","log_ratios_control_vs_infected"
"sp|P62874|GBB1_MOUSE",NA,NA,NA,NA,NA,-18.3937219658,5,4,4,4,4,3,NA,NA,NA
"sp|P62889|RL30_MOUSE",NA,NA,-15.9870085137,NA,NA,NA,4,2,2,2,2,4,NA,NA,NA
"sp|P62897|CYC_MOUSE",NA,NA,NA,NA,NA,-16.4957910185,3,3,1,3,3,3,NA,NA,NA
"sp|P62908|RS3_MOUSE",-15.3476377338,-15.207046406,-15.6558254691,-15.1678936511,-15.2733178157,-15.6819091992,13,9,8,12,13,14,0.880177115987461,0.929712460063898,-0.0291296476333329
"sp|P62918|RL8_MOUSE",-17.5938166452,-17.511917321,-16.9258061612,-17.0386369353,-17.2122839101,-17.337731938,4,4,4,5,5,5,0.657311912225705,0.926530612244898,-0.147629114666668
"sp|P62962|PROF1_MOUSE",-14.2991928525,-14.1419228921,-14.9855907309,-14.359560945,-14.6746744178,-14.5932711454,16,13,12,13,11,12,0.816835423197492,0.929712460063898,0.066933344233334
"sp|P62984|RL40_MOUSE",NA,NA,NA,-17.8730676519,NA,NA,NA,NA,NA,15,NA,17,NA,NA,NA
"sp|P63017|HSP7C_MOUSE",-15.9042222399,-16.1273980877,-16.497050957,-16.2679810453,-16.0658168337,-16.0970162573,32,28,22,28,25,26,0.873311912225705,0.929712460063898,-0.0326190494333325
"sp|P63038|CH60_MOUSE",-18.0913665955,-17.6985305205,-17.403912664,-17.6462340684,-18.5685418604,-17.9789899021,12,11,6,11,10,9,0.380736677115987,0.797385620915033,0.333318683633333
"sp|P63087|PP1G_MOUSE",-18.4341929126,NA,-17.867862808,-18.2404420962,NA,-18.4448754269,5,3,3,3,5,3,0.587137931034483,0.904306220095694,0.191630901249997
"sp|P63101|1433Z_MOUSE",-15.5431608006,-15.4595384522,-15.4293998349,-15.2857791988,-15.2566846438,-16.6760480046,16,15,11,11,11,14,0.493996865203762,0.828877005347594,0.2621375865
"sp|P63158|HMGB1_MOUSE",NA,-16.5551157825,-17.0585116678,NA,-16.242902831,-16.3208622374,14,14,14,13,15,15,0.186866771159875,0.741573033707865,-0.524931190949999
"sp|P63168|DYL1_MOUSE",-16.4204035885,-16.222818104,-15.8803368441,-16.2427889927,-15.1671610309,-16.2207308966,3,2,2,3,3,2,0.432985893416928,0.819875776397516,-0.297625872133334
"sp|P63242|IF5A1_MOUSE",NA,-15.8233644337,-15.4591143852,NA,-15.5185410428,NA,6,3,4,4,4,4,NA,NA,NA
"sp|P63323|RS12_MOUSE",-15.6084157127,NA,-16.9752659417,-16.566106333,-15.0795619015,-16.8399287521,5,6,4,3,6,5,0.731122257053292,0.929712460063898,-0.129975164999998
"sp|P63325|RS10_MOUSE",NA,-17.0747110896,NA,NA,NA,-17.4562165518,2,3,3,2,3,4,NA,NA,NA
"sp|P67778|PHB1_MOUSE",-18.1245126664,NA,-17.5176337982,NA,NA,-18.3998585697,10,6,6,9,9,12,NA,NA,NA
"sp|P67871|CSK2B_MOUSE",-18.4709002791,-17.810446623,-17.9706469764,NA,-17.9938031271,-18.0394324826,1,1,1,1,1,1,0.815341692789969,0.929712460063898,-0.0673801546499995
"sp|P67984|RL22_MOUSE",NA,-16.5557643502,NA,-15.8740546154,-15.7957500337,-16.667138528,2,2,1,2,2,2,NA,NA,NA
"sp|P68037|UB2L3_MOUSE",NA,NA,-16.8497538831,-17.0583111946,-17.000077396,-17.3629454499,NA,NA,1,3,2,3,NA,NA,NA
"sp|P68040|RACK1_MOUSE",-15.8010031462,-15.5157716078,-16.316006254,-15.8732671726,-16.1447041681,-16.3374536784,10,8,7,8,7,9,0.506663009404389,0.831578947368421,0.240881337033333
"sp|P68254|1433T_MOUSE",-16.8110714489,-17.4961616982,-17.4279192757,NA,-17.6201043003,-17.5645763903,9,10,6,7,6,9,0.35791065830721,0.797385620915033,0.3472895377
"sp|P68368|TBA4A_MOUSE",-18.5484007291,-18.3506742556,-18.1593140196,-18.1952678487,-18.2070489225,-18.5525322396,8,8,8,9,9,7,0.870855799373041,0.929712460063898,-0.0345133311666643
"sp|P68372|TBB4B_MOUSE",-18.4842472599,-18.2916783884,NA,NA,-18.5128185699,-18.4854261267,22,19,16,22,23,25,0.717868338557994,0.926530612244898,0.111159524149997
"sp|P68433|H31_MOUSE",-15.7094659394,-16.3437668951,-15.9166261833,NA,-15.4709757313,NA,20,23,20,17,22,18,NA,NA,NA
"sp|P68510|1433F_MOUSE",-16.779112079,NA,-16.5021811704,-17.5467632833,-17.9210038941,-16.6565767242,10,11,7,5,6,9,0.0995329153605016,0.709677419354839,0.734134675833332
"sp|P70168|IMB1_MOUSE",NA,NA,NA,-19.2399605754,-19.5130670353,-19.3777772815,2,2,2,3,4,3,NA,NA,NA
"sp|P70224|GIMA1_MOUSE",-18.4468363617,NA,NA,NA,NA,-18.6038044059,2,2,NA,1,NA,2,NA,NA,NA
"sp|P70269|CATE_MOUSE",-18.4523515604,-18.3288750358,NA,NA,NA,-18.5460424441,2,1,1,1,1,2,NA,NA,NA
"sp|P70315|WASP_MOUSE",NA,NA,NA,-18.9162268117,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"sp|P70372|ELAV1_MOUSE",-17.3091852939,-18.1100297232,-18.0349585021,-17.9409812888,-18.0777556254,NA,2,3,3,3,4,1,0.589512539184953,0.904306220095694,0.191310617366664
"sp|P70429|EVL_MOUSE",NA,-18.2038015802,NA,NA,NA,-18.1841395915,NA,1,2,2,1,3,NA,NA,NA
"sp|P70441|NHRF1_MOUSE",NA,NA,NA,-18.2343881849,NA,NA,3,3,2,2,2,1,NA,NA,NA
"sp|P70460|VASP_MOUSE",NA,NA,-17.8647453435,NA,NA,NA,2,2,4,3,1,4,NA,NA,NA
"sp|P80313|TCPH_MOUSE",-19.1680060891,-19.1193233353,-17.9515156126,NA,-19.0302217749,-19.2111084315,7,6,5,6,3,7,0.355045454545455,0.797385620915033,0.374383424200001
"sp|P80314|TCPB_MOUSE",-18.6164552472,-18.4644011483,-17.5574695872,-17.7325393627,-18.3092382704,-17.733668505,4,4,2,5,2,3,0.449688087774295,0.827777777777778,-0.287626614866667
"sp|P80315|TCPD_MOUSE",-19.4236646289,NA,-19.2620744832,-17.4957448286,-18.6025804082,-19.5910599404,9,7,7,11,10,10,0.104568965517241,0.709677419354839,-0.779741163649998
"sp|P80316|TCPE_MOUSE",-19.1690987597,NA,-18.4869035328,-18.6481442057,-17.7442621257,NA,2,1,3,5,4,3,0.153097178683386,0.73134328358209,-0.631797980550001
"sp|P80317|TCPZ_MOUSE",-18.6286472664,-17.7670656039,-18.3326541186,-18.3531008069,-18.4717286005,NA,5,4,4,5,5,7,0.627266457680251,0.909502262443439,0.169625707400002
"sp|P80318|TCPG_MOUSE",-19.4756367173,-17.7193020587,-17.4480903425,-17.4524475684,-17.6748869036,-17.6507817026,7,4,6,7,8,8,0.166051724137931,0.741573033707865,-0.621637647966665
"sp|P84104|SRSF3_MOUSE",-17.841903131,-17.3585865441,-15.5059449946,-16.1975530792,-16.0830976627,-16.7292842701,3,4,4,4,4,5,0.207915360501567,0.741573033707865,-0.565499885900003
"sp|P97310|MCM2_MOUSE",NA,NA,NA,NA,-20.2005774372,-19.9793164417,1,NA,1,2,4,3,NA,NA,NA
"sp|P97311|MCM6_MOUSE",NA,NA,NA,-19.3344737756,-19.4239716206,-19.4488674603,1,1,NA,5,2,5,NA,NA,NA
"sp|P97351|RS3A_MOUSE",-18.3388222071,NA,-17.8304755534,-17.8423065121,-17.0578483892,NA,10,5,4,8,4,9,0.141358934169279,0.709677419354839,-0.634571429600001
"sp|P97352|S10AD_MOUSE",NA,NA,NA,NA,-16.2513784604,-16.5121226654,4,2,2,1,2,1,NA,NA,NA
"sp|P97371|PSME1_MOUSE",-16.137303272,-15.8084096935,-17.8506509089,-17.2776910437,NA,-16.7015351708,6,6,5,7,4,7,0.369887147335423,0.797385620915033,0.390825149116669
"sp|P97372|PSME2_MOUSE",-18.239337108,NA,NA,NA,NA,NA,3,3,2,2,2,2,NA,NA,NA
"sp|P97384|ANX11_MOUSE",-17.8471634852,-18.5449261266,-18.3046526465,-18.3148181755,-18.4204874772,-18.8271232733,5,2,4,7,5,6,0.429865203761755,0.81875,0.288562222566668
"sp|P97425|ECP2_MOUSE",-17.0279186199,NA,NA,NA,-15.641007481,-15.8787435343,3,1,1,2,4,5,NA,NA,NA
"sp|P97426|ECP1_MOUSE",-16.8241932023,-16.7930063082,-16.6321521609,-15.216104015,-15.9363783586,-15.5095178859,1,2,2,6,4,5,0.0119059561128527,0.5,-1.19578380396667
"sp|P97461|RS5_MOUSE",-16.7051417481,NA,NA,NA,NA,-17.9356632385,8,2,2,5,3,2,NA,NA,NA
"sp|P97807|FUMH_MOUSE",-19.049003745,NA,NA,NA,-17.8837871623,-19.2887056043,4,3,2,3,2,4,NA,NA,NA
"sp|P97821|CATC_MOUSE",-18.6114209119,-18.478858561,-17.9606639051,-18.3749035986,-18.2872681004,-19.2082673935,3,2,2,2,1,2,0.464520376175549,0.827777777777778,0.273165238166666
"sp|P97823|LYPA1_MOUSE",NA,NA,NA,-17.6963571583,-17.8326191739,-17.8508001884,1,1,1,1,1,1,NA,NA,NA
"sp|P97855|G3BP1_MOUSE",NA,NA,-18.8301869646,-18.8223231911,-18.6457230192,-18.7143714993,1,2,1,3,3,3,NA,NA,NA
"sp|P99024|TBB5_MOUSE",-17.6960175048,-17.5045296714,-17.5317471131,-18.7017293464,-17.510038635,-17.5711416128,23,20,17,23,24,26,0.365901253918495,0.797385620915033,0.350205101633335
"sp|P99026|PSB4_MOUSE",NA,-17.9238873013,NA,NA,NA,NA,3,3,1,2,1,2,NA,NA,NA
"sp|P99027|RLA2_MOUSE",NA,-16.0891153947,-16.3778561442,NA,-15.9953925461,NA,4,3,3,4,3,4,NA,NA,NA
"sp|P99029|PRDX5_MOUSE",-16.0952093499,-16.1950164448,-17.2881638028,-16.5442869949,-16.6050071827,-16.2710448064,4,5,5,4,6,4,0.842081504702194,0.929712460063898,-0.0526835378333352
"sp|Q00612|G6PD1_MOUSE",-18.9992431744,NA,NA,NA,NA,NA,3,4,2,4,3,3,NA,NA,NA
"sp|Q01768|NDKB_MOUSE",NA,NA,-17.4320833098,NA,-17.3318332747,-17.6801022321,9,1,8,9,8,8,NA,NA,NA
"sp|Q01853|TERA_MOUSE",-18.067471296,-18.4665023402,-18.1175249205,-18.2002088044,-17.6938092065,-17.8332989384,16,12,14,12,15,16,0.394191222570533,0.797385620915033,-0.308060535800003
"sp|Q02053|UBA1_MOUSE",NA,NA,-19.5491722983,NA,NA,NA,8,4,8,NA,5,3,NA,NA,NA
"sp|Q02819|NUCB1_MOUSE",-18.9934064042,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA
"sp|Q03265|ATPA_MOUSE",-16.5832286429,-15.7066514374,-15.9114607638,-15.7297183831,-15.7114210915,-16.3987532251,10,13,14,15,13,15,0.715942006269592,0.926530612244898,-0.1204827148
"sp|Q03267|IKZF1_MOUSE",NA,NA,NA,NA,NA,-19.1868419669,4,3,3,3,3,4,NA,NA,NA
"sp|Q04447|KCRB_MOUSE",-18.4790129368,NA,NA,NA,NA,NA,3,2,1,1,1,2,NA,NA,NA
"sp|Q05144|RAC2_MOUSE",NA,-17.5343777395,-17.2187505311,-17.4324661034,NA,-17.543822945,7,7,5,6,6,2,0.721587774294671,0.926530612244898,0.111580388899998
"sp|Q05816|FABP5_MOUSE",NA,NA,NA,-17.1181241692,NA,-16.2284785363,3,1,2,3,3,3,NA,NA,NA
"sp|Q07076|ANXA7_MOUSE",NA,NA,NA,NA,NA,-18.9594037565,NA,1,NA,1,1,2,NA,NA,NA
"sp|Q07417|ACADS_MOUSE",-18.5087145512,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q08943|SSRP1_MOUSE",-19.7588918577,-19.1128573031,-19.0305612514,NA,-18.441206876,-19.4624958062,2,3,5,4,4,4,0.380103448275862,0.797385620915033,-0.348918796300001
"sp|Q09014|NCF1_MOUSE",NA,NA,-18.2804776591,NA,NA,NA,2,2,1,1,2,1,NA,NA,NA
"sp|Q11011|PSA_MOUSE",NA,NA,NA,NA,-19.8353184043,NA,3,4,2,NA,2,3,NA,NA,NA
"sp|Q14DN9|AKD1B_MOUSE",NA,NA,NA,-20.2547283039,NA,NA,NA,1,2,2,2,3,NA,NA,NA
"sp|Q1HFZ0|NSUN2_MOUSE",-18.8220620916,-19.6391769459,NA,-19.5709488942,NA,-19.7424827729,3,2,1,4,1,2,0.287630094043887,0.771186440677966,0.426096314800002
"sp|Q3TDQ1|STT3B_MOUSE",-20.0449781546,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA
"sp|Q3TEA8|HP1B3_MOUSE",-19.1681718234,-17.3012739321,-18.55046381,-18.6073714385,NA,-19.1463497111,9,11,9,11,11,12,0.227677115987461,0.754901960784314,0.53689071963333
"sp|Q3THE2|ML12B_MOUSE",-16.8428636382,-15.8804375477,-15.2544029932,-15.2276866501,-15.7526050969,-16.0920845012,5,5,7,7,6,5,0.445561128526646,0.827777777777778,-0.301775976966667
"sp|Q3THK7|GUAA_MOUSE",NA,NA,NA,-19.4678553793,NA,-19.7907476409,NA,2,NA,2,1,1,NA,NA,NA
"sp|Q3TWW8|SRSF6_MOUSE",-18.3766613241,-18.1234333445,-16.9846576162,-17.1222053889,-17.1585931831,-17.4271707196,3,3,2,4,2,2,0.163835423197492,0.741573033707865,-0.592260997733334
"sp|Q3TXS7|PSMD1_MOUSE",NA,NA,NA,-19.3590341032,NA,NA,2,2,1,1,2,1,NA,NA,NA
"sp|Q3TYS2|CYBC1_MOUSE",-17.6593353533,NA,NA,-17.4324048992,NA,-17.8850939583,4,3,4,2,3,3,NA,NA,NA
"sp|Q3U0V1|FUBP2_MOUSE",-18.0481336397,-19.2051864176,-18.3848580816,-18.4120187993,-19.2579045349,-18.4077830112,9,6,6,5,4,5,0.673413793103448,0.926530612244898,0.146509402166664
"sp|Q3U1J4|DDB1_MOUSE",-20.4451319209,-20.2963599499,NA,-20.1573594276,-20.1151915207,NA,4,5,4,4,3,5,0.493048589341693,0.828877005347594,-0.234470461250002
"sp|Q3U7R1|ESYT1_MOUSE",-19.9567271398,-19.8057087586,NA,-19.9716748754,NA,NA,3,4,5,4,5,7,NA,NA,NA
"sp|Q3U9G9|LBR_MOUSE",NA,-18.4485430217,NA,NA,NA,NA,9,9,7,6,5,9,NA,NA,NA
"sp|Q3UEB3|PUF60_MOUSE",NA,NA,NA,NA,-19.1185521689,NA,1,1,NA,2,2,2,NA,NA,NA
"sp|Q3UM45|PP1R7_MOUSE",-17.5271714646,NA,NA,-18.3145936196,NA,-18.3289127607,2,2,1,2,2,2,NA,NA,NA
"sp|Q3UP87|ELNE_MOUSE",-17.5480522139,-16.6875913482,-17.5287651958,-16.4440352759,-16.79642446,-16.4999614472,7,8,4,3,4,5,0.109291536050157,0.709677419354839,-0.674662524933336
"sp|Q3UZB0|ARMX5_MOUSE",NA,NA,NA,NA,NA,-19.1193498654,NA,NA,NA,NA,NA,2,NA,NA,NA
"sp|Q3V3R1|C1TM_MOUSE",NA,NA,-19.5521513057,-18.685535669,-18.5599044228,-18.3566402618,5,5,5,8,7,10,NA,NA,NA
"sp|Q501J6|DDX17_MOUSE",NA,-19.6332177913,NA,NA,-19.1707216788,NA,3,3,3,4,4,4,NA,NA,NA
"sp|Q505B7|ARCH_MOUSE",-17.3447516531,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA
"sp|Q569Z5|DDX46_MOUSE",NA,NA,NA,-20.1380185579,NA,NA,2,1,1,2,NA,3,NA,NA,NA
"sp|Q5FWK3|RHG01_MOUSE",NA,NA,NA,NA,-18.8574265652,NA,2,1,1,2,2,3,NA,NA,NA
"sp|Q5SUR0|PUR4_MOUSE",-19.3027058704,NA,-20.0801838714,-19.9577868003,-20.2903155346,-20.3676684035,3,2,2,3,1,2,0.204457680250784,0.741573033707865,0.5138120419
"sp|Q5XJY5|COPD_MOUSE",-18.8961549126,NA,NA,-17.8537960804,-18.0202454329,-18.0946708427,2,2,3,5,3,3,NA,NA,NA
"sp|Q60597|ODO1_MOUSE",NA,NA,NA,NA,-19.6195913223,NA,5,NA,2,3,3,5,NA,NA,NA
"sp|Q60605|MYL6_MOUSE",-15.8380229398,-16.4676522735,-15.4763738462,-15.7814128378,-15.6558647445,-15.048409502,6,6,5,5,5,7,0.275352664576803,0.761061946902655,-0.432120658399999
"sp|Q60631|GRB2_MOUSE",-16.6480250938,-17.4256898679,NA,-17.394528872,-17.418414045,-16.695380357,4,4,2,3,4,4,0.694565830721003,0.926530612244898,0.13258361048333
"sp|Q60668|HNRPD_MOUSE",-18.7268068209,-18.8444091155,NA,NA,NA,-18.7982057984,10,10,8,8,10,9,NA,NA,NA
"sp|Q60687|FSHB_MOUSE",NA,-18.5293618063,NA,NA,NA,-18.7406517677,NA,2,NA,NA,NA,2,NA,NA,NA
"sp|Q60710|SAMH1_MOUSE",-17.7723417389,-18.8380356286,-17.8520838217,-18.6196026348,-19.0073384178,-17.8154123642,8,8,7,5,6,7,0.404054858934169,0.797385620915033,0.326630742533332
"sp|Q60749|KHDR1_MOUSE",NA,NA,NA,NA,-18.6364752179,-18.9150519943,2,1,2,2,2,3,NA,NA,NA
"sp|Q60864|STIP1_MOUSE",-18.4669828622,-17.9240614679,NA,-18.0175571623,NA,-18.92079268,11,8,5,9,5,7,0.485009404388715,0.828877005347594,0.273652756099999
"sp|Q60930|VDAC2_MOUSE",-18.0487666707,-17.1923741625,-16.9515645377,-18.305085958,-17.1500634695,-18.1758281049,6,7,5,7,6,7,0.246409090909091,0.754901960784314,0.479424053833334
"sp|Q60931|VDAC3_MOUSE",-18.2101408988,NA,NA,NA,NA,-17.2148030373,3,1,3,4,4,4,NA,NA,NA
"sp|Q60932|VDAC1_MOUSE",-16.8869578047,-17.7618739982,-16.8781191818,-17.5365747174,NA,-18.2140619428,4,7,5,6,2,4,0.11144670846395,0.709677419354839,0.699668001866669
"sp|Q60953|PML_MOUSE",NA,-18.4048987605,-19.2874699377,-17.871094202,-19.2660197802,-18.5426394227,5,6,5,6,5,6,0.473920062695925,0.827777777777778,-0.286266547466667
"sp|Q60972|RBBP4_MOUSE",NA,-18.3257595274,NA,NA,-18.4195608581,-18.5480518634,1,4,4,3,4,5,NA,NA,NA
"sp|Q60973|RBBP7_MOUSE",-19.2085048002,NA,NA,NA,NA,NA,4,3,3,NA,3,4,NA,NA,NA
"sp|Q61029|LAP2B_MOUSE",NA,NA,NA,NA,NA,-19.4379753247,5,6,1,5,3,4,NA,NA,NA
"sp|Q61074|PPM1G_MOUSE",-19.4675631586,NA,NA,NA,NA,NA,4,1,1,3,2,4,NA,NA,NA
"sp|Q61085|RHPN1_MOUSE",NA,NA,NA,-20.3054321159,NA,-20.5462212208,NA,NA,1,1,1,1,NA,NA,NA
"sp|Q61096|PRTN3_MOUSE",-18.0539676272,-17.8986484266,NA,NA,NA,NA,3,3,1,1,1,NA,NA,NA,NA
"sp|Q61191|HCFC1_MOUSE",-21.0007563032,NA,-21.1178232985,NA,-20.7925058791,NA,4,3,2,5,4,7,NA,NA,NA
"sp|Q61205|PA1B3_MOUSE",-18.1279096771,-17.9783760054,-17.4802976472,-18.0216340642,-17.7937071009,-18.1489662253,1,1,2,2,2,2,0.693318181818182,0.926530612244898,0.125908020233332
"sp|Q61206|PA1B2_MOUSE",-18.3221218995,-18.1067984289,-17.8187705202,-18.224220842,-17.95114252,-18.1319941233,1,1,1,1,1,1,0.899073667711599,0.929712460063898,0.019888878899998
"sp|Q61210|ARHG1_MOUSE",-20.2945378359,NA,-19.6502713087,-19.6909384484,NA,-19.9990252376,4,7,5,3,4,4,0.701847962382445,0.926530612244898,-0.127422729300001
"sp|Q61233|PLSL_MOUSE",-16.4417353,-16.0375494655,-15.2569935217,-15.7758763248,-15.6284658608,-16.2818339773,31,29,27,31,27,28,0.907854231974922,0.929712460063898,-0.0167007081000001
"sp|Q61316|HSP74_MOUSE",-18.6135196693,NA,NA,NA,NA,-18.6454374919,5,3,NA,5,1,7,NA,NA,NA
"sp|Q61425|HCDH_MOUSE",-18.5773546269,-18.1875420446,NA,NA,NA,NA,3,1,2,1,1,1,NA,NA,NA
"sp|Q61545|EWS_MOUSE",NA,-19.447768122,NA,NA,NA,-19.4406487844,1,1,NA,1,1,1,NA,NA,NA
"sp|Q61598|GDIB_MOUSE",-16.7282089193,-17.3686616078,-17.2657803846,-18.2297546107,-18.4510822184,-17.5661708999,14,11,8,11,11,10,0.0321379310344828,0.55,0.961452272433334
"sp|Q61646|HPT_MOUSE",-18.1756096174,-18.0146156684,NA,-18.2601866772,NA,-18.532667254,4,3,NA,1,NA,1,0.398766457680251,0.797385620915033,0.301314322700001
"sp|Q61656|DDX5_MOUSE",-18.2297392184,-17.3656439446,-17.8171119654,-16.8914696674,-16.98583454,-17.3411589636,16,15,14,16,14,18,0.0865971786833856,0.65,-0.731343985799999
"sp|Q61699|HS105_MOUSE",NA,-19.4618947769,-19.5743547834,-19.2153550147,-19.7383673149,-19.545148117,1,1,1,5,2,2,0.901887147335423,0.929712460063898,-0.0185012979499994
"sp|Q61753|SERA_MOUSE",-19.5307731551,NA,NA,NA,-18.9944661967,-19.1648349357,4,4,4,3,4,4,NA,NA,NA
"sp|Q61792|LASP1_MOUSE",-17.9801911538,NA,NA,NA,NA,NA,4,2,3,3,2,3,NA,NA,NA
"sp|Q61823|PDCD4_MOUSE",-18.5628362051,NA,NA,-18.3639585347,NA,-18.5176941127,4,2,3,4,3,3,NA,NA,NA
"sp|Q61878|PRG2_MOUSE",-15.4759323246,-15.4471075832,-15.1616708112,-14.1004632021,-15.38532647,-14.7196674268,9,5,6,10,10,11,0.138504702194357,0.709677419354839,-0.626417873366668
"sp|Q61990|PCBP2_MOUSE",NA,NA,NA,-17.8112916816,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"sp|Q62093|SRSF2_MOUSE",-16.7190500664,-16.5396980787,-17.3324687014,-16.4471427902,-16.3885726147,-17.8112455393,4,4,3,3,3,4,0.905329153605016,0.929712460063898,0.0185813659000011
"sp|Q62261|SPTB2_MOUSE",-19.8907222265,-21.241469083,-19.2629611121,NA,NA,-19.7271431761,14,17,11,13,5,15,NA,NA,NA
"sp|Q62318|TIF1B_MOUSE",-19.4802251657,-19.3047905631,NA,-18.3016017497,NA,-19.5265371022,6,3,3,2,4,4,0.259029780564263,0.758928571428571,-0.478438438449999
"sp|Q62348|TSN_MOUSE",-17.6587594164,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"sp|Q62376|RU17_MOUSE",NA,-17.7171404334,NA,NA,-17.8002931449,NA,7,5,5,5,6,7,NA,NA,NA
"sp|Q62383|SPT6H_MOUSE",NA,NA,NA,-22.7291702772,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"sp|Q62418|DBNL_MOUSE",NA,-18.4471089787,-18.5716202793,-18.366620707,NA,NA,3,2,2,4,2,3,NA,NA,NA
"sp|Q62422|OSTF1_MOUSE",NA,NA,NA,-17.4388986336,NA,-17.9706157094,3,1,2,2,2,3,NA,NA,NA
"sp|Q62425|NDUA4_MOUSE",-15.4236732808,-15.0378707569,-16.2057777754,-16.1207070224,-15.5617824091,NA,5,5,5,4,4,4,0.461744514106583,0.827777777777778,0.285470778050001
"sp|Q62446|FKBP3_MOUSE",-17.7504825513,-17.4596698551,-17.3227963728,-17.4458142233,-17.436110465,-17.5537012778,2,2,2,2,2,3,0.872995297805643,0.929712460063898,-0.0324409377000023
"sp|Q62507|COCH_MOUSE",NA,NA,NA,NA,NA,-19.2853467413,NA,NA,NA,2,NA,1,NA,NA,NA
"sp|Q62523|ZYX_MOUSE",-19.2904144232,-18.0404009192,NA,NA,NA,-18.3206744023,2,2,2,2,2,2,NA,NA,NA
"sp|Q64012|RALY_MOUSE",NA,-16.6458249889,-17.9952131805,-17.7330114442,-17.9712495315,-18.3421304431,6,7,5,6,6,5,0.121655172413793,0.709677419354839,0.694944721566667
"sp|Q64433|CH10_MOUSE",-15.4243267568,-14.9883097554,-14.6240208952,-15.2735380569,-14.6912927715,-15.4375939198,8,6,5,7,6,6,0.711139498432602,0.926530612244898,0.121922446933334
"sp|Q64511|TOP2B_MOUSE",-19.0739364937,-19.4409759365,-20.0511689256,-19.6975669399,-20.8974550103,-19.3977725306,8,13,8,10,8,10,0.251636363636364,0.754901960784314,0.475571041666665
"sp|Q64518|AT2A3_MOUSE",NA,NA,NA,NA,NA,-20.0874121256,1,1,2,3,3,5,NA,NA,NA
"sp|Q64523|H2A2C_MOUSE",-14.6615282538,-14.3582644021,-14.4711754826,-15.1434291929,-14.545216152,-14.7761537631,33,41,24,24,25,36,0.375296238244514,0.797385620915033,0.324610323166667
"sp|Q64674|SPEE_MOUSE",-18.0962794986,NA,NA,NA,-18.0603445189,-18.1108172805,2,1,1,2,2,2,NA,NA,NA
"sp|Q64702|PLK4_MOUSE",NA,-20.3453941475,NA,-20.237789059,NA,-20.3868259209,NA,1,NA,2,1,1,NA,NA,NA
"sp|Q64727|VINC_MOUSE",NA,NA,NA,NA,-19.9233816181,NA,4,4,5,7,5,6,NA,NA,NA
"sp|Q68FD5|CLH1_MOUSE",-18.1568466755,-20.4908816929,-20.4163536448,-18.7259629898,-20.4645305455,-18.4783688012,17,12,11,14,13,20,0.312095611285266,0.797385620915033,-0.46507322556667
"sp|Q6A028|SWP70_MOUSE",NA,-19.1322316774,NA,NA,-19.1702837942,-19.1398693418,3,3,3,7,4,4,NA,NA,NA
"sp|Q6DID3|SCAF8_MOUSE",-20.266503574,-20.2700074468,NA,-20.2960820067,-20.0939419316,-20.1299805128,1,1,1,1,1,1,0.75324921630094,0.929712460063898,-0.0949206933666709
"sp|Q6IRU2|TPM4_MOUSE",-17.9582126792,-17.7720626138,-17.5795535901,-18.1772940761,NA,-17.909019027,9,7,4,6,6,5,0.445244514106583,0.827777777777778,0.273213590516665
"sp|Q6NV83|SR140_MOUSE",NA,-20.2677469362,NA,NA,-20.1419987601,NA,1,1,NA,NA,1,1,NA,NA,NA
"sp|Q6P069|SORCN_MOUSE",-17.9123741259,-17.5242483173,NA,-17.2896036185,NA,-16.5272776018,6,6,3,4,2,5,0.0702272727272727,0.583333333333333,-0.809870611449998
"sp|Q6P4T2|U520_MOUSE",NA,-20.6746344995,NA,-19.1034025372,-20.0763660437,-20.0493968925,5,6,6,9,6,11,NA,NA,NA
"sp|Q6P5D8|SMHD1_MOUSE",-21.4682076219,NA,NA,NA,NA,-21.4613476659,1,1,NA,NA,NA,2,NA,NA,NA
"sp|Q6PDM2|SRSF1_MOUSE",-14.6186740483,-16.8059829692,-15.6295207662,-17.7254255133,NA,-15.9538020924,19,15,13,13,12,15,0.0331003134796238,0.55,1.15488787495
"sp|Q6PDQ2|CHD4_MOUSE",NA,NA,-20.5888521559,NA,NA,NA,NA,2,2,2,2,3,NA,NA,NA
"sp|Q6PGH1|BUD31_MOUSE",NA,NA,NA,NA,NA,-16.529256002,2,NA,1,1,1,2,NA,NA,NA
"sp|Q6WVG3|KCD12_MOUSE",NA,-18.6304384031,NA,-18.0799250159,NA,NA,2,2,1,2,2,2,NA,NA,NA
