task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	bf/f42204	2298925	NFCORE_WOMBAT:WOMBAT:PROLINE:CREATE_DECOY_DATABASE	CACHED	0	2023-09-26 14:46:11.838	6.5s	2s	177.9%	138.5 MB	6.8 GB	22.3 MB	7.8 MB
2	cb/ad9259	2298932	NFCORE_WOMBAT:WOMBAT:COMPOMICS:CREATE_DECOY_DATABASE	CACHED	0	2023-09-26 14:46:11.851	6.5s	2s	185.5%	150.8 MB	6.8 GB	22.3 MB	7.8 MB
3	8a/14536e	2299007	NFCORE_WOMBAT:WOMBAT:PREPARE_FILES	CACHED	0	2023-09-26 14:46:11.975	6.4s	2.1s	306.7%	67.7 MB	2 GB	11.5 MB	10.3 MB
39	f0/eeb049	3012145	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (15)	CACHED	0	2023-09-26 15:13:04.858	3m 46s	3m 43s	139.6%	2.7 GB	207.4 GB	1.3 GB	724.9 MB
20	e6/09c91c	2314799	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (6)	CACHED	0	2023-09-26 14:46:57.158	10m 14s	10m 8s	36.5%	2.7 GB	208 GB	1.3 GB	717.2 MB
28	7a/2ece5e	3191261	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (11)	CACHED	0	2023-09-26 15:19:38.567	3m 32s	3m 28s	132.3%	2.7 GB	207.3 GB	1.3 GB	716.8 MB
27	d2/96a390	2314535	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (10)	CACHED	0	2023-09-26 14:46:57.087	8m 56s	8m 50s	40.1%	2.8 GB	207.5 GB	1.4 GB	736.8 MB
54	5d/e8d32b	2314560	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (13)	CACHED	0	2023-09-26 14:46:57.100	14m 47s	14m 45s	66.3%	2.2 GB	5.8 GB	1.9 GB	588.8 MB
24	77/5119bf	2503728	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (9)	CACHED	0	2023-09-26 14:55:32.174	4m 7s	4m 5s	110.5%	2.7 GB	207.4 GB	1.3 GB	716.1 MB
58	ac/e9d73f	2817173	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (20)	CACHED	0	2023-09-26 15:07:03.073	8m 47s	8m 44s	123.9%	2.4 GB	5.7 GB	1.9 GB	622.8 MB
68	5b/e4b0f6	3120212	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (24)	CACHED	0	2023-09-26 15:16:50.454	3m 49s	3m 46s	138.2%	2.8 GB	207 GB	1.4 GB	737.2 MB
37	75/0c7200	2668237	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (11)	CACHED	0	2023-09-26 15:02:30.216	8m 40s	8m 37s	120.7%	2.2 GB	5.6 GB	1.9 GB	586.7 MB
38	06/f610fd	2678223	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (9)	CACHED	0	2023-09-26 15:02:47.394	7m 20s	7m 18s	142.3%	2.4 GB	5.7 GB	1.9 GB	585.8 MB
72	41/3ac12b	2314672	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (26)	CACHED	0	2023-09-26 14:46:57.130	10m 30s	10m 25s	36.3%	2.6 GB	207.5 GB	1.4 GB	735.4 MB
66	b4/ed51c9	2758930	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (23)	CACHED	0	2023-09-26 15:05:11.935	3m 56s	3m 50s	140.9%	2.8 GB	207.5 GB	1.4 GB	746.8 MB
22	24/77c852	3190711	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (8)	CACHED	0	2023-09-26 15:19:36.970	3m 39s	3m 33s	130.4%	2.8 GB	207.1 GB	1.3 GB	728.7 MB
73	e6/b705ca	3142571	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (27)	CACHED	0	2023-09-26 15:17:41.068	3m 44s	3m 37s	139.3%	2.8 GB	207.1 GB	1.4 GB	734.8 MB
21	27/fd74c3	3196767	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (7)	CACHED	0	2023-09-26 15:19:50.357	4m 34s	3m 32s	126.9%	2.7 GB	207.2 GB	1.3 GB	711.5 MB
9	98/baf242	3224416	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (2)	CACHED	0	2023-09-26 15:20:57.227	3m 46s	3m 15s	129.0%	2.8 GB	207.4 GB	1.3 GB	721 MB
84	87/bbe79c	2668235	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (23)	CACHED	0	2023-09-26 15:02:30.211	9m 11s	9m 7s	120.9%	2.3 GB	5.4 GB	1.9 GB	613.5 MB
43	93/6e5b6b	3025220	NFCORE_WOMBAT:WOMBAT:TPP:RAW2MZML (12)	CACHED	0	2023-09-26 15:13:28.625	8m 2s	7m 55s	128.9%	2.4 GB	5.8 GB	1.9 GB	593.7 MB
71	ff/f1d2e0	3071513	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (25)	CACHED	0	2023-09-26 15:15:06.766	3m 48s	3m 45s	136.3%	2.8 GB	207.2 GB	1.4 GB	737 MB
19	e4/4d3101	2511956	NFCORE_WOMBAT:WOMBAT:PROLINE:RAW2MZDB (5)	CACHED	0	2023-09-26 14:55:53.474	2m 38s	2m 35s	154.6%	2.7 GB	207.4 GB	1.4 GB	735.1 MB
23	3e/b9675b	2989194	NFCORE_WOMBAT:WOMBAT:COMPOMICS:RAW2MZML (6)	CACHED	0	2023-09-26 15:12:26.069	8m 48s	8m 46s	119.0%	2.4 GB	5.6 GB	1.9 GB	586.4 MB
