"protein_group","number_of_peptides_control_1","number_of_peptides_cystitis_1","number_of_peptides_cystitis_2","number_of_peptides_cystitis_3","number_of_peptides_high grade_1","number_of_peptides_high grade_2","number_of_peptides_cystitis_4","number_of_peptides_high grade_3","number_of_peptides_high grade_4","number_of_peptides_control_2","number_of_peptides_high grade_5","number_of_peptides_cystitis_5","number_of_peptides_high grade_6","number_of_peptides_high grade_7","number_of_peptides_cystitis_6","number_of_peptides_high grade_8","number_of_peptides_high grade_9","number_of_peptides_cystitis_7","number_of_peptides_high grade_10","number_of_peptides_control_3","abundance_control_1","abundance_control_2","abundance_control_3","abundance_cystitis_1","abundance_cystitis_2","abundance_cystitis_3","abundance_cystitis_4","abundance_cystitis_5","abundance_cystitis_6","abundance_cystitis_7","abundance_high grade_1","abundance_high grade_2","abundance_high grade_3","abundance_high grade_4","abundance_high grade_5","abundance_high grade_6","abundance_high grade_7","abundance_high grade_8","abundance_high grade_9","abundance_high grade_10","log_fold_change_genotypecystitis.genotypecontrol.","differential_abundance_pvalue_genotypecystitis.genotypecontrol.","differential_abundance_qvalue_genotypecystitis.genotypecontrol.","log_fold_change_genotypehigh.grade.genotypecontrol.","differential_abundance_pvalue_genotypehigh.grade.genotypecontrol.","differential_abundance_qvalue_genotypehigh.grade.genotypecontrol."
"P62861",NA,NA,1,2,2,2,2,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,2,16.4346342756549,16.5686787284094,16.2802687858322,16.2636931152902,17.2331418651083,17.6942908865719,17.3803098910099,17.4698787625168,15.7685613340726,16.8941967078649,18.196335893484,17.0422591216134,16.8634508819365,16.2332839688238,17.4733575178381,17.9955738587251,16.8466335130885,17.4927584211459,16.9951632345456,16.9834670749244,-0.265092040787903,0.119875061065253,0.81543074703581,-0.177279051811474,0.268121374606525,1
"O43617",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9813914841143,15.3120439721371,14.9461619037441,15.7064107231136,17.1084341522594,16.9169659959317,16.3451635204731,16.5110803102927,14.971763967898,16.8188232128135,17.1129437987767,15.5517556006424,16.5069978961423,15.6466574588541,16.2899472473747,16.2715883371476,16.2641152915816,16.6111162461572,15.3566655312455,15.8971347993941,2.11950370225365e-19,0.999999999331216,1,7.48568101851881e-21,0.999999999975239,1
"Q9BVJ7",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,15.1341533826442,15.4476153259477,14.8325482924299,15.1840080180105,15.4760722911888,15.9946338980147,17.3452214478289,14.8627062447223,NA,16.7419132589505,NA,NA,16.9387952408551,14.5473424308083,14.8720036217289,NA,15.4190872565463,16.9555462583385,15.0140485519806,15.5714519625788,-1.17388471508993e-16,0.999999991243019,1,-1.30486336479842e-16,0.99999999026594,1
"P85037",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12.8061693869236,NA,NA,12.7747820863363,14.0149769222923,15.0111685749822,13.2387255799927,15.0379886521364,NA,14.9462973106641,16.1765259758917,13.7442508252165,14.2827648590765,13.8713654593341,14.6914524468599,15.3031125282483,NA,15.4512665314659,13.7073610882975,15.0539322155635,0.125214918058393,0.746261946755777,1,0.564104607035926,0.144541357748175,0.757462916749026
"O14786",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0305522696245,NA,NA,NA,NA,NA,NA,NA,14.9662758505922,16.1200098891395,15.4395638020275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P04626",NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,13.3173479267178,13.8793483600903,13.7236625045959,NA,NA,15.5868169622639,16.3120142167225,15.7478091052606,NA,15.8979069384159,16.9671026871347,16.4247277445474,16.4245678535552,13.5492514385883,NA,17.0879717493118,13.8604367345587,NA,NA,14.6143651530471,8.70766810559751e-19,0.999999999072232,1,8.81225905627641e-19,0.999999998960815,1
"Q7Z2W4",2,NA,1,1,NA,NA,6,3,4,NA,3,NA,NA,NA,NA,4,3,NA,NA,NA,14.6786086454351,NA,14.6188399262534,14.708486078729,16.3070159906408,16.2784441645346,16.3309867144475,16.1895678407047,15.3658279644609,16.7855599069615,17.410553529197,15.7207447553882,16.2777961446517,15.8863553134092,17.4372401874031,17.345257313421,NA,16.2582273748441,16.4839443904112,16.211295715264,0.301130609163412,0.140914818548967,0.888847317001179,0.488747763027051,0.0230956658074513,0.281186790991936
"Q13509",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,13.6810361307678,NA,NA,NA,16.3124697979084,NA,NA,NA,15.3150574435258,NA,16.1981508321123,14.1720077436313,NA,NA,15.3908488746446,15.9080568309541,14.4047236812075,NA,1.12709632917295e-15,0.999999972197634,1,5.16972608844084e-16,0.999999985183176,1
"P09234",NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,14.8034344624412,14.9884022022057,NA,15.3396509017505,16.9787383851369,16.3842392526175,17.2256539821083,17.3096222491903,NA,16.1493535071834,NA,15.42722237063,15.715725362917,14.7285453430629,15.656912756676,16.9936571882912,NA,16.7886844267383,16.1611262813615,15.7276184959576,0.102158036916598,0.594777167592713,1,-0.000174894168102933,0.999244923979823,1
"O15173",3,2,5,4,3,4,5,3,2,3,2,3,3,4,1,NA,3,3,3,3,15.8782458193655,16.373033652046,16.0125269674287,15.7173941344137,17.7045528304984,17.281524934928,17.5432826708782,17.9949769478345,15.6506742146715,16.8416418593164,17.5335453944999,15.8680704345193,15.9056180465882,14.8368322488239,16.1177608124349,18.2592474873489,16.8535190012254,16.1546275529009,16.094178838833,16.9389394648673,-0.0691470425030117,0.812254970283434,1,-0.373303637463341,0.183275005280036,0.846463766187711
"O60547",3,NA,4,NA,6,2,4,NA,NA,3,NA,NA,2,NA,NA,NA,1,2,NA,3,15.5356459241815,15.7015182822088,15.6111630669234,15.7648651366811,16.0978167931005,16.0846713818942,16.5352046491325,15.5803674468112,14.1959196618522,17.1871488809366,18.7889831837075,15.053731696066,14.7611713058352,NA,16.405439900035,16.9477676055827,15.5761037260075,15.7208048294873,16.0550499418157,15.9353129002083,-2.14888554465083e-06,0.998075735088495,1,-1.71780442921266e-06,0.998414147144862,1
"P60468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3360153458839,17.7855739099499,18.0498241908276,17.5179191981909,17.4149079572145,18.2703182669649,17.3809222073069,18.853717577946,17.1979461885498,18.2933895640486,19.3638050787728,17.4872470729352,17.9239193442239,17.571226661298,18.5514089546387,18.7219102362715,18.2581947349578,18.5902522502979,18.5122075887558,18.1014588054046,-1.11898895248095,1.85709352727663e-05,0.00717899297830078,-0.710454675716656,0.00106815023825478,0.0514586062148708
"P12273",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,13.7924282251972,13.1581448374908,13.0214717420077,13.9822513976469,NA,16.2255018251122,NA,14.6421069502458,NA,14.3965455191957,17.2149684460004,NA,NA,NA,NA,15.5757721089918,16.5340799961334,NA,16.783375429801,17.0244252897573,0.291892474378502,0.569290806724007,1,1.55367026233478,0.00577403753812564,0.134368704065195
"Q92544",2,3,1,2,NA,3,3,2,5,NA,2,3,1,3,1,1,2,1,3,NA,14.8305869980641,14.5880322843085,14.6147075966365,15.2030798674143,16.7203566235459,15.7984542144732,16.5182589314551,16.1780781435942,15.0972912719774,16.6323683466361,17.0447189298129,16.5598406737244,16.5712422220352,16.8051881379406,16.3187076945538,17.1894278225695,16.7194045249989,16.7568037747059,16.4408796070124,18.2622275385379,0.269908200569551,0.33850126216538,1,0.770358600087032,0.00663597450250753,0.14462211098322
"P42167",3,3,5,4,NA,6,9,5,4,4,2,4,4,3,5,5,4,3,2,4,14.2405049428567,14.0085544518853,14.5126692726954,14.189898048443,16.1132303665788,16.2303655806567,16.8420354227089,16.8446840963016,14.7035944664956,15.9545394482398,15.8859987293863,14.945047633934,15.0725662478659,14.5908271660396,15.3152566389779,16.4577406009926,14.7941485932828,15.9480868360187,14.8265545766486,15.590361668146,0.44939229244325,0.0823778245667052,0.696607478992201,0.0926966043718882,0.70587401043017,1
"Q9NZU5",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,13.5136614576577,13.5952814711062,NA,NA,15.7517723976236,14.4360156721894,15.2944298751108,NA,NA,NA,NA,15.2493964281232,NA,NA,15.5516230974021,15.3770227285361,16.7274198863692,15.4677110078532,NA,0.124459550117549,0.749706648651405,1,0.870426320483792,0.018700111861584,0.258850885046521
"P39060",1,NA,1,2,1,1,NA,NA,NA,1,NA,2,3,2,3,NA,NA,4,NA,2,16.1603363956981,16.2772425154182,16.2998309336829,NA,16.4676003946777,18.1130830717877,14.4782981347317,17.4822820972561,17.4157429743266,16.9283172682711,17.6148044322903,15.4953554565522,15.5871725853469,15.9787417932997,17.5765122660897,17.8322121762742,17.6562924264309,16.4989510437114,15.3304069447587,16.4125755968545,-1.02178183666474e-11,0.999997085592993,1,-1.0864106693614e-11,0.999996588392411,1
"O43681",3,2,2,1,NA,2,3,3,1,1,NA,4,3,NA,NA,5,3,2,2,3,15.1292405058335,14.8262247794237,14.7723932814593,14.9550676042564,16.4990457712479,16.2258171654941,16.565917208726,16.7582125242479,15.1673211680699,16.4240029233645,16.42248100071,15.0200450858744,15.7745038871013,15.2320288428255,15.8094406492862,16.5757196516985,15.6849718872009,17.7008361014076,15.6822455646685,16.1081828462461,4.16877975851478e-20,0.999999999778832,1,3.23123698567923e-20,0.999999999823696,1
"P67809",2,1,2,1,3,2,2,1,1,2,2,1,1,1,NA,1,4,2,2,2,16.1128693718354,16.5986627338074,16.3353228419842,15.6024481843221,16.0232228278379,15.7898557951769,17.624175510916,16.6424777397132,NA,16.7536136642052,17.5494881166866,16.2542552779586,16.3541360917857,16.4560429449875,16.9777648025058,17.7290965939142,16.3252500464571,17.1225265860898,16.5755394998486,16.8602824463722,-0.806397070306433,0.0326512934977915,0.463881187348541,-0.46890686825045,0.166483517482405,0.805206219947024
"O94760",NA,1,2,1,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,12.6540490862105,12.8717821437365,12.8638761472972,NA,17.4508074903887,NA,16.2206069232047,17.0518753003335,14.4941892550605,16.6630119903764,16.8439754289902,NA,NA,NA,NA,NA,14.5875008912538,NA,14.7035977179873,15.5207053471024,2.41373676261618,1.20767583413403e-06,0.00326797080716669,1.11147142078581,0.00173737674526997,0.0671948808804412
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7603931803004,15.7725821757395,15.7564757600223,15.8524970419885,16.384741039107,17.3542081268356,16.5976138195726,17.1222682229045,NA,17.4788255398706,16.7747359570749,16.3419799724371,16.1097649301954,NA,NA,17.811844213766,15.7255024294473,NA,15.5266278109452,16.2322418094514,-0.0451088588655223,0.823968159283894,1,-0.194206088852323,0.334470908909264,1
"P18615",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8700115495416,11.8883590600591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49821",5,6,7,5,4,NA,5,NA,NA,3,NA,11,NA,NA,1,NA,NA,4,3,3,15.0164089610604,14.6403450847366,14.7715079505424,15.1320182500397,16.8076045359908,17.0035928262672,15.1141525260727,17.4470466722088,14.5652743783326,16.4169589570341,16.6596401440639,14.342549371892,NA,11.8505195627654,14.6069077908095,15.6830754614158,NA,15.0544334918739,13.3377623423287,15.4698330789403,0.153762823382641,0.73262053786715,1,-1.08129196188072,0.0203677188777045,0.266332171610364
"Q12797",NA,3,2,4,NA,6,1,NA,1,1,NA,5,NA,NA,NA,3,NA,3,2,1,13.7157139572181,14.860460845739,14.3896356572385,15.4377384442889,16.630091959061,17.0109294813922,15.4269314945518,17.4627939054068,13.3568213282543,17.0039730552176,NA,16.176701772372,15.0063844639664,15.034763860741,14.797428962539,15.2072001193582,15.3626234608981,15.9906791416666,15.3528754591969,16.1540334817287,5.52659062566138e-20,0.999999999777097,1,-2.22123645241117e-21,0.99999999999095,1
"Q9NR12",2,NA,NA,NA,NA,NA,NA,3,2,2,1,NA,2,2,2,4,2,NA,NA,2,14.0669915443791,15.281043421152,14.9695091922643,NA,13.6062397240225,16.1295398883197,NA,NA,16.338498066437,14.9409669511728,15.3296201970587,NA,15.6318301772515,16.8055725785696,16.2640074063301,16.7468654916327,16.7508732346916,17.4840029021528,16.2263155696838,14.5864237706651,-0.171454270483804,0.653908455233988,1,0.0536064368162091,0.871526494452242,1
"Q9Y4W6",5,3,10,7,4,3,4,5,2,3,1,8,3,6,2,3,3,3,1,3,14.9347058873723,15.0378804691322,14.8507236456419,15.4622412803374,16.9833550943512,16.8308612397455,15.4803843132161,17.630526664682,14.5649477661731,16.2143466012046,17.1041373213362,15.3262289495121,15.6404186784956,14.9118043107013,14.9492092336753,16.193407946916,16.6671942864955,15.6415572985733,15.6068449559924,15.2521458856307,0.0556938574026762,0.788147439200398,1,-0.078508549304658,0.693841109871984,1
"P10644",4,6,4,NA,NA,3,7,4,4,5,NA,3,6,NA,3,8,3,NA,NA,4,14.6434311705719,15.1172997290477,14.7588144344247,15.1372235385001,15.8294965436971,15.69499447274,16.5531530480787,15.9059770320449,15.2054170468562,15.1832440169892,16.1762089673546,14.1450537795691,15.5714539976342,15.2579755350727,14.4734644872165,16.8189858352483,15.8170687831797,16.9268110931487,15.2008671118452,13.9061113762256,-7.19166070968514e-20,0.999999999736545,1,-7.72824913045212e-20,0.999999999709474,1
"P46976",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17.157450735658,17.5510619956339,17.2889625593929,16.9106668782759,18.6747055869174,17.8871713567622,17.8773512851053,18.386241845753,16.6665373751131,18.6295555642311,18.0176802245281,16.6986073631143,17.4560709343896,17.0733939544183,16.4479082431058,18.4052729365051,16.8103648666598,17.6541020272829,18.093129623632,18.1032158615848,-0.405545013194357,0.130215874591942,0.851121151318343,-0.65788201178125,0.0151667089733873,0.22956297547733
"Q9UBX3",NA,1,2,1,2,1,1,1,NA,NA,NA,2,1,1,NA,1,NA,1,1,NA,13.7328849817349,12.5516887076105,11.4656736456103,14.5915013175111,16.8806052166123,16.4863279035005,16.2023315390415,17.4457263882067,11.4155194200494,15.6026866840488,16.7955508941279,NA,14.5017781679094,13.3372580314328,NA,15.6860412337419,17.164118471716,14.3760563521149,14.5319073329762,15.6230281373771,1.3694269560759,0.023971409959502,0.408898660308217,1.15222219957041,0.0556597490331657,0.453536115267279
"P55039",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,10.5045465483597,NA,NA,13.2086832935861,NA,12.7413726796368,NA,12.0819632808929,14.4381361796631,14.6514364198269,11.7664563868326,13.1989290615948,13.0169293911336,14.6632927559912,14.6781832341524,NA,13.3865707868207,11.8964046235576,14.2272560177328,1.10715944409622,0.0927654687888007,0.727603937804332,1.4036964287421,0.0293641091409093,0.31789687571996
"Q9UFG5",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,12.0168839459942,12.4446361626521,12.1795556361088,14.2225941568685,NA,NA,14.1846275651552,NA,14.0009074091206,14.9183505229579,12.8126304388904,12.6876546667631,11.9677353713521,13.8568958163345,13.6532417970984,NA,13.7112444677566,12.4752782250678,NA,3.23212451192996e-19,0.999999999184769,1,6.06610623636316e-20,0.999999999832393,1
"A0A0U1RRL7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14.1497512334297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1460340678164,NA,14.7110325592947,15.3775503799053,NA,NA,NA,-4.77373493392411e-20,0.999999999901275,1
"P26885",1,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,NA,2,3,1,13.3430009282242,14.0676953831171,13.5269670975549,13.7344437158366,15.6394163948489,15.467474408198,14.6798675461843,16.0815663303988,14.4225934911403,15.9737090115402,16.0006503346762,14.0886365195246,14.8821865529782,14.6238764586177,15.7490112600193,16.0160328233574,14.7206751444124,14.7959412702948,14.2570956807273,15.5389162616872,0.401411530777308,0.0505277339987681,0.558000132922895,0.333198837975664,0.0879393652414796,0.5818831251882
"Q9Y5K5",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13.487280531761,13.4720563592712,NA,NA,15.5676603574079,NA,16.0585503123479,16.1933266648436,NA,15.2195871720904,NA,14.6843694551677,NA,NA,14.1942343406492,15.7382366751565,NA,NA,NA,13.3579317712283,0.321823485916019,0.361194341901817,1,0.0135322515977311,0.968938941365083,1
"Q5SSJ5",5,5,6,7,4,7,6,5,4,5,3,9,5,4,4,4,6,5,5,4,15.8156219376915,16.1391121709207,15.6687100952353,15.8168877454317,17.5342910927833,17.8488607835775,16.6208256575149,18.7150895519023,16.1070512589258,17.2072367400244,17.088142632238,16.8594206661373,16.1292906395597,15.2992309740497,15.7862311388626,16.9003732157124,16.6703079415853,16.8416256905015,16.6806022190127,17.0767129848041,0.174481139800117,0.560371869628323,1,-0.296219597570126,0.301227613047431,1
"Q8NBJ7",NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,14.6168795111947,15.1553035912668,14.0235347515737,15.1851474083576,16.6245392480846,NA,16.7343972688492,16.4939433467942,NA,16.3041812533792,NA,14.6782389095498,16.1387976392576,14.5584088168373,15.4157150476021,NA,14.885796868694,16.1969801022954,13.3942011781695,16.0720657478319,0.184568176170282,0.644369100401589,1,-0.174137857013652,0.65692608068601,1
"Q96CM8",4,6,10,8,NA,NA,8,3,NA,3,NA,10,NA,5,NA,NA,NA,3,3,2,15.0265938146295,15.0976747696139,15.1038986402043,15.4244652426933,17.5202625407138,16.7895817456962,16.5940507173586,18.1002292710431,14.0681012812903,15.4983753379268,14.8281754280816,13.5269528494996,14.668020403278,12.4708393974752,NA,14.9806231934314,16.4899456512183,NA,14.9802654164921,15.7985962667611,0.140286522974218,0.807669916494262,1,-1.11911965308903,0.0532344000640109,0.447038723473315
"P22059",3,3,2,3,NA,1,8,NA,NA,3,NA,4,6,2,NA,NA,NA,3,4,7,14.5158253748258,14.8736358605621,14.8651701963516,15.0694142845364,16.2447018534679,16.6054597236674,16.9145477746793,16.9563330858589,NA,16.0403069073895,15.9486338876409,14.9826460312283,15.0161513482535,14.4710519745817,15.699288307152,16.9588890142579,15.1707897528201,NA,15.6604495802388,16.5703868596833,0.230721287929291,0.311246073341368,1,0.0380847070973916,0.862811642352456,1
"P61313",1,1,2,3,3,1,2,1,3,NA,4,3,3,2,NA,2,1,2,1,1,14.8415063546161,14.2266660775332,14.3289932826444,14.6521880576299,16.9662989212604,17.6483234476751,16.6880832303862,17.2875808246661,13.86992661849,16.4249708927943,17.4899010454988,16.0026788653967,15.8794049792402,14.8725528140952,16.0461386373196,17.706440378731,15.2897709421223,16.691895647496,15.7609974699633,16.8142191795735,0.207166789236158,0.423449999444802,1,0.2220473823364,0.369033713825046,1
"Q9UI12",1,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.4575494228948,15.4197435421211,14.9133144875998,14.8587539576504,16.2761605337288,16.2469378626229,16.0494662549297,15.9157408407801,15.4566302349106,15.8063721094881,16.2740167640303,16.1180617780993,15.8731118779775,15.6137128821162,16.3178251133477,16.6419645645111,16.4161595066427,16.4456997381539,15.6583863305201,16.4402669974875,-0.284417923851413,0.127965162262089,0.846199623639931,0.0377426483039607,0.826048961879119,1
"Q9BQ39",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3704117679417,NA,NA,NA,14.9877921671245,13.8034761555309,12.3476720066929,NA,12.4357811243403,14.1448438045814,NA,13.7692867033849,NA,13.3232016205529,NA,NA,NA,NA,NA,NA
"P63151",1,2,2,2,NA,2,3,1,NA,4,NA,3,NA,1,NA,NA,1,NA,2,1,14.3632353278133,14.5924115842759,14.5894711092916,14.54155708928,16.5289244945863,15.3342050044983,15.5116792691051,16.2152341864121,13.5597985645465,15.2864227743224,NA,14.6082743144035,14.8532865911807,NA,14.4611340795663,14.8083060307576,15.3201909109342,NA,13.727999291519,16.5194463209428,-4.29511131575631e-20,0.99999999981113,1,-8.81683259113902e-20,0.9999999996255,1
"Q13268",11,17,19,17,NA,13,8,8,NA,8,NA,24,NA,18,3,NA,5,10,17,10,15.6556511641603,15.8977447277956,15.9317614634015,16.9882365447705,19.2805503868291,19.0272099829048,15.2039640402199,20.1732426019902,13.3105294963697,17.2945155985124,11.0705442749766,17.1012366051594,16.2437224651307,9.73714255128775,NA,13.1546936613703,17.9138060248777,NA,13.8186063389404,18.3810742894407,0.196767288380487,0.868682768349952,1,-1.05304449673906,0.38289866043389,1
"Q9UHV9",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,15.2775199540377,14.865943837457,15.299065271185,NA,15.7474358867451,NA,17.4561555723245,16.1035759800259,NA,16.0424255455291,NA,16.3185992307605,15.9849526015182,16.3425368324507,NA,17.5754773155219,NA,17.229322406234,16.4144419831987,16.8787291800436,-0.397268622695464,0.215815654528651,1,0.467963978595643,0.0959751298381284,0.605856796633335
"P12931",NA,2,3,3,NA,2,3,NA,NA,2,NA,2,2,NA,1,NA,NA,NA,5,NA,15.6331521053139,15.5377241406055,14.6943045541173,15.2852661887098,17.1336161478781,NA,17.1600784567374,17.0357314080557,NA,16.8083121856453,NA,16.7478836837706,16.523021895337,NA,NA,16.9286318805085,16.0795959361764,NA,15.2419116994936,17.7112499872672,2.57086270099821e-20,0.999999999849065,1,3.17240337839577e-20,0.999999999813748,1
"Q92879",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5160822935975,15.2728109991085,15.5424817934993,NA,15.5258860386476,NA,16.268169632879,15.2625101567502,NA,15.4372842427596,NA,14.9477132411454,15.192094864824,16.2337017810712,15.447226928532,16.7872323328903,NA,NA,NA,15.8768984289215,-2.27281265659626e-19,0.999999999535651,1,-2.18768082945267e-19,0.999999999526986,1
"Q07020",6,6,7,7,6,7,6,6,8,7,7,7,4,4,5,5,6,6,5,6,16.1356413013717,15.9505063079594,15.8561579980023,16.0313991371986,17.5486687897863,17.5224463042316,16.7396779181997,17.5687561239843,15.49889686699,17.0567343298112,17.6256513038219,16.6895766574246,16.6048111776214,15.8979516192676,17.3150711337855,17.5331520322051,16.1885106404497,17.1485055248285,16.6754337085609,16.976549335554,-4.31789458822365e-16,0.999999966531694,1,-4.45459916602993e-16,0.999999963973217,1
"P52272",6,5,11,5,9,6,12,7,5,8,5,6,10,5,4,5,7,9,6,7,15.2279084639325,15.5916121612975,15.4328230034662,15.2880128268151,16.7406111780799,16.0577349220213,17.2985675485071,17.1078229167527,15.2229565915445,16.9724312559303,16.9347050137533,15.7199092387414,15.9491494387108,14.9805891555985,15.5822707777718,16.9717536075204,15.6827084295712,16.3779024631377,16.1281662924276,16.6928851426772,-4.86029126272902e-21,0.999999999966704,1,-3.84121288415608e-20,0.999999999722155,1
"P62753",4,6,7,8,6,8,9,8,5,6,7,7,9,5,NA,6,7,6,6,6,15.9031473358512,15.866445344396,16.1348059349055,16.0561181379491,17.4846028753173,17.7525649722055,17.3309702562527,17.8309683380651,15.9279297087451,17.0111010039931,18.0423110872336,16.9485849704939,16.7143783712488,15.9254366500388,17.7227381231526,17.9452809809107,16.0314187469226,17.2413354280293,16.8639650042369,17.2009066886701,1.1767887219048e-11,0.999996950289137,1,1.52330530154788e-11,0.999995855408767,1
"Q9NS69",4,2,4,3,2,4,3,4,4,3,2,3,3,4,2,4,4,3,4,3,13.8283024464973,14.2901269581654,14.0940391651575,14.2785406333674,16.4457684105997,16.1880710010771,16.2490153099359,16.9426945994818,14.3737044528007,15.6301818277731,16.0346833939255,15.1285750915814,15.7572847798616,15.6542357932327,15.6437497174191,16.2348982227595,15.8192687889046,16.3120473972933,16.0012121941672,16.1384292525259,0.482894207007882,0.0451263935495945,0.534035251955579,0.632943313150012,0.00623374453389932,0.139169613740549
"Q9UBQ0",4,2,3,3,2,3,3,3,2,4,1,3,2,3,2,2,2,3,3,3,16.7818988449495,16.6825256020944,16.6677942395539,15.7038258347738,17.4517012497797,17.3302535983309,17.0615953439894,17.6465740270491,15.5254071848939,17.5493693148489,17.5334498817168,16.6861765026779,16.5753921456519,15.3115052733799,16.4189747663839,17.0969995940712,17.4189122445513,16.6002972424837,16.279437580103,17.7797433892317,-0.691715698618048,0.0168860038668242,0.341738857761117,-0.820501310685628,0.00387465294776015,0.109969006821884
"O43674",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0767470267727,NA,13.0041422607025,16.7573250560218,16.0915115002399,13.9130528660151,16.910019831054,NA,15.7288957581739,16.6755172791562,14.293586788973,NA,13.3261554225245,NA,15.5973538903923,NA,NA,14.2012054782347,NA,5.03378401819993e-19,0.999999999281454,1,3.2444470799201e-19,0.999999999536873,1
